GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_08621	6.77	6.13	5.40	1.75	2.66	4.04	2.11	1.56	5.13	12.23	15.56	1.39	4.95	3.88	5.27	0.56	11.88	6.58	1.23	1.06	5.95	2.04	10.18	0.71	11.79	5.85	9.18
G232_08622	8.78	0.51	6.21	1.55	5.16	2.69	1.27	1.92	4.02	0.51	8.90	0.93	3.52	2.32	3.96	0.74	0.00	4.98	1.49	1.02	7.26	2.96	0.18	1.18	9.74	6.18	7.84
G232_08623	8.36	0.12	5.68	1.80	5.12	1.75	1.49	1.87	3.02	3.20	11.18	1.26	3.50	2.26	3.98	1.23	0.93	5.37	1.11	0.84	7.52	1.76	0.61	1.94	10.45	4.22	6.59
G232_08624	13.07	0.22	4.78	1.06	5.28	1.48	1.19	2.02	3.78	0.88	7.29	2.05	4.19	2.34	2.48	0.66	0.38	3.10	0.55	0.56	7.52	1.80	0.12	1.56	10.28	4.59	7.55
G232_08625	8.21	1.99	6.13	1.63	4.12	1.89	1.56	1.43	3.56	5.13	10.87	1.64	3.63	1.97	2.66	0.59	3.75	4.53	1.34	0.86	5.93	2.25	2.57	1.25	9.68	4.14	8.62
G232_08626	4.04	1.01	6.23	1.30	4.44	0.86	1.07	1.24	3.18	2.86	9.01	1.70	3.55	1.87	4.16	0.90	1.38	3.43	2.11	0.33	4.76	2.12	0.92	0.96	11.04	2.94	8.80
G232_08627	5.50	2.46	6.88	1.99	3.39	2.30	1.68	1.40	2.76	5.92	8.99	1.01	2.99	1.71	1.57	0.67	5.11	3.36	1.59	1.56	4.53	2.62	3.62	0.70	7.94	4.06	7.54
G232_08628	10.06	0.92	5.40	1.67	4.16	2.06	1.04	1.39	3.55	1.89	9.62	2.06	3.10	2.27	4.12	0.77	1.42	4.39	1.15	0.74	6.65	2.27	1.93	0.79	9.51	4.68	9.32
G232_08629	8.43	3.79	4.95	2.52	4.76	3.28	1.27	2.02	3.84	7.95	10.80	1.27	3.71	2.08	4.60	1.81	6.45	5.21	0.56	0.85	6.97	3.37	5.99	1.84	8.81	5.39	9.56
G232_08630	6.22	3.80	6.59	1.28	1.91	2.94	3.21	0.74	4.94	8.45	15.68	2.61	4.07	3.29	4.89	0.94	8.73	5.14	2.93	1.48	4.71	2.06	7.55	1.20	10.32	5.83	10.46
G232_08631	10.71	0.00	4.95	2.92	2.49	1.71	0.79	1.32	2.94	1.52	10.97	0.20	1.42	2.39	4.09	0.36	0.00	4.37	0.99	1.00	4.87	4.45	0.00	0.48	9.21	3.59	4.05
G232_08632	7.32	1.91	6.45	2.06	4.96	2.17	1.96	1.18	5.09	7.17	10.30	2.04	3.23	2.70	3.64	1.14	5.78	5.57	1.08	1.06	6.60	1.46	4.04	0.80	13.13	5.68	9.40
G232_08633	7.29	7.75	7.38	1.77	3.11	3.12	2.61	0.74	4.78	15.37	11.09	1.06	3.92	2.28	3.88	1.18	18.22	5.68	1.33	0.99	7.42	2.63	12.49	1.48	9.31	4.23	9.09
G232_08634	6.39	0.51	5.98	1.91	3.66	1.30	1.30	1.18	3.19	1.94	9.34	1.57	3.90	1.81	3.25	0.53	0.56	4.05	1.27	0.68	5.13	2.46	0.50	1.23	9.82	4.36	9.75
