GENE	COVERAGE	STRAIN	GROUP
G232_01995	1.6283	Rstd	R
G232_01995	0.0000	SM102	S
G232_01995	2.4032	SM104	S
G232_01995	4.5253	SM105	S
G232_01995	2.6950	SM108	S
G232_01995	2.5826	SM109	S
G232_01995	2.2349	SM11	S
G232_01995	2.3377	SM122	S
G232_01995	2.2466	SM13	S
G232_01995	0.4086	SM14	S
G232_01995	0.0000	SM18	S
G232_01995	1.9956	SM24	S
G232_01995	5.6306	SM27	S
G232_01995	1.9357	SM28	S
G232_01995	0.3246	SM29	S
G232_01995	6.4190	SM35	S
G232_01995	0.0000	SM36	S
G232_01995	2.2077	SM42	S
G232_01995	1.4788	SM48	S
G232_01995	1.6723	SM57	S
G232_01995	2.1097	SM66	S
G232_01995	2.1526	SM67	S
G232_01995	0.1675	SM72	S
G232_01995	4.6691	SM74	S
G232_01995	2.1312	SM84	S
G232_01995	4.8000	SM9	S
G232_01995	1.9194	SM91	S
