GENE	COVERAGE	STRAIN	GROUP
G232_03609	0.6046	Rstd	R
G232_03609	0.8042	SM102	S
G232_03609	1.0349	SM104	S
G232_03609	1.0700	SM105	S
G232_03609	0.6058	SM108	S
G232_03609	0.5522	SM109	S
G232_03609	0.6506	SM11	S
G232_03609	1.1060	SM122	S
G232_03609	0.5650	SM13	S
G232_03609	0.5000	SM14	S
G232_03609	0.9574	SM18	S
G232_03609	1.0000	SM24	S
G232_03609	0.5817	SM27	S
G232_03609	1.3071	SM28	S
G232_03609	0.8947	SM29	S
G232_03609	1.2952	SM35	S
G232_03609	0.6887	SM36	S
G232_03609	0.7993	SM42	S
G232_03609	0.8848	SM48	S
G232_03609	0.3193	SM57	S
G232_03609	1.1097	SM66	S
G232_03609	0.6981	SM67	S
G232_03609	0.5567	SM72	S
G232_03609	1.0432	SM74	S
G232_03609	0.8612	SM84	S
G232_03609	0.8688	SM9	S
G232_03609	0.6900	SM91	S
G232_03610	0.5818	Rstd	R
G232_03610	0.0000	SM102	S
G232_03610	0.3320	SM104	S
G232_03610	0.0000	SM105	S
G232_03610	0.6598	SM108	S
G232_03610	0.1348	SM109	S
G232_03610	0.7349	SM11	S
G232_03610	0.2848	SM122	S
G232_03610	1.1359	SM13	S
G232_03610	0.4113	SM14	S
G232_03610	1.4762	SM18	S
G232_03610	1.0526	SM24	S
G232_03610	0.0000	SM27	S
G232_03610	1.3143	SM28	S
G232_03610	0.3596	SM29	S
G232_03610	0.6190	SM35	S
G232_03610	0.0000	SM36	S
G232_03610	1.2254	SM42	S
G232_03610	0.0000	SM48	S
G232_03610	0.4706	SM57	S
G232_03610	0.7071	SM66	S
G232_03610	0.0000	SM67	S
G232_03610	0.0837	SM72	S
G232_03610	0.0719	SM74	S
G232_03610	0.0000	SM84	S
G232_03610	0.0384	SM9	S
G232_03610	1.2002	SM91	S
G232_03611	0.7027	Rstd	R
G232_03611	0.1329	SM102	S
G232_03611	0.7540	SM104	S
G232_03611	0.6926	SM105	S
G232_03611	0.8278	SM108	S
G232_03611	0.5435	SM109	S
G232_03611	0.5663	SM11	S
G232_03611	0.4371	SM122	S
G232_03611	1.3748	SM13	S
G232_03611	0.6048	SM14	S
G232_03611	1.3776	SM18	S
G232_03611	1.3114	SM24	S
G232_03611	0.7495	SM27	S
G232_03611	1.4464	SM28	S
G232_03611	0.4825	SM29	S
G232_03611	0.6571	SM35	S
G232_03611	0.0156	SM36	S
G232_03611	1.1444	SM42	S
G232_03611	0.4970	SM48	S
G232_03611	0.6975	SM57	S
G232_03611	0.8581	SM66	S
G232_03611	0.3474	SM67	S
G232_03611	0.0788	SM72	S
G232_03611	1.3165	SM74	S
G232_03611	1.0908	SM84	S
G232_03611	0.7552	SM9	S
G232_03611	1.1373	SM91	S
G232_03612	0.8345	Rstd	R
G232_03612	4.9720	SM102	S
G232_03612	0.7419	SM104	S
G232_03612	0.1128	SM105	S
G232_03612	0.4772	SM108	S
G232_03612	1.4000	SM109	S
G232_03612	1.4880	SM11	S
G232_03612	1.5960	SM122	S
G232_03612	1.3049	SM13	S
G232_03612	3.2769	SM14	S
G232_03612	0.0000	SM18	S
G232_03612	0.7412	SM24	S
G232_03612	0.0064	SM27	S
G232_03612	1.0679	SM28	S
G232_03612	0.9678	SM29	S
G232_03612	0.0000	SM35	S
G232_03612	8.3696	SM36	S
G232_03612	1.1250	SM42	S
G232_03612	1.1818	SM48	S
G232_03612	0.3445	SM57	S
G232_03612	0.7174	SM66	S
G232_03612	0.0000	SM67	S
G232_03612	6.4187	SM72	S
G232_03612	0.2086	SM74	S
G232_03612	0.0053	SM84	S
G232_03612	0.0048	SM9	S
G232_03612	1.0142	SM91	S
