GENE	COVERAGE	STRAIN	GROUP
G232_06643	0.4252	Rstd	R
G232_06643	6.3636	SM102	S
G232_06643	0.5712	SM104	S
G232_06643	0.3852	SM105	S
G232_06643	0.3755	SM108	S
G232_06643	1.0478	SM109	S
G232_06643	1.0181	SM11	S
G232_06643	0.3311	SM122	S
G232_06643	0.6019	SM13	S
G232_06643	3.0887	SM14	S
G232_06643	0.7978	SM18	S
G232_06643	0.3553	SM24	S
G232_06643	0.3673	SM27	S
G232_06643	0.5321	SM28	S
G232_06643	0.5556	SM29	S
G232_06643	0.2857	SM35	S
G232_06643	5.3658	SM36	S
G232_06643	0.4331	SM42	S
G232_06643	0.9697	SM48	S
G232_06643	0.5378	SM57	S
G232_06643	0.2735	SM66	S
G232_06643	0.6266	SM67	S
G232_06643	5.7340	SM72	S
G232_06643	0.4101	SM74	S
G232_06643	0.5507	SM84	S
G232_06643	0.4752	SM9	S
G232_06643	0.3720	SM91	S
G232_06644	0.8335	Rstd	R
G232_06644	0.0000	SM102	S
G232_06644	0.7419	SM104	S
G232_06644	0.7977	SM105	S
G232_06644	0.7593	SM108	S
G232_06644	0.9957	SM109	S
G232_06644	0.8373	SM11	S
G232_06644	0.7086	SM122	S
G232_06644	0.6233	SM13	S
G232_06644	0.5430	SM14	S
G232_06644	1.2022	SM18	S
G232_06644	0.3684	SM24	S
G232_06644	0.7134	SM27	S
G232_06644	0.7357	SM28	S
G232_06644	1.1082	SM29	S
G232_06644	0.5238	SM35	S
G232_06644	0.0000	SM36	S
G232_06644	0.9225	SM42	S
G232_06644	0.8303	SM48	S
G232_06644	0.8067	SM57	S
G232_06644	0.8929	SM66	S
G232_06644	1.0227	SM67	S
G232_06644	0.0000	SM72	S
G232_06644	0.7050	SM74	S
G232_06644	0.7475	SM84	S
G232_06644	0.6368	SM9	S
G232_06644	0.5864	SM91	S
G232_06645	0.7284	Rstd	R
G232_06645	0.1538	SM102	S
G232_06645	0.9973	SM104	S
G232_06645	0.9883	SM105	S
G232_06645	0.8963	SM108	S
G232_06645	0.9000	SM109	S
G232_06645	0.8855	SM11	S
G232_06645	1.2914	SM122	S
G232_06645	0.7592	SM13	S
G232_06645	0.2984	SM14	S
G232_06645	1.2460	SM18	S
G232_06645	0.4781	SM24	S
G232_06645	0.8323	SM27	S
G232_06645	0.9250	SM28	S
G232_06645	1.1608	SM29	S
G232_06645	1.1905	SM35	S
G232_06645	0.0078	SM36	S
G232_06645	0.8028	SM42	S
G232_06645	1.0848	SM48	S
G232_06645	0.9748	SM57	S
G232_06645	0.6632	SM66	S
G232_06645	0.7792	SM67	S
G232_06645	0.0000	SM72	S
G232_06645	0.5899	SM74	S
G232_06645	0.9420	SM84	S
G232_06645	0.8000	SM9	S
G232_06645	0.7121	SM91	S
