GENE	COVERAGE	STRAIN	GROUP
G232_00384	1.1655	Rstd	R
G232_00384	0.1189	SM102	S
G232_00384	0.8817	SM104	S
G232_00384	1.0350	SM105	S
G232_00384	1.2842	SM108	S
G232_00384	0.6217	SM109	S
G232_00384	1.1988	SM11	S
G232_00384	1.1854	SM122	S
G232_00384	0.6738	SM13	S
G232_00384	0.1801	SM14	S
G232_00384	0.0000	SM18	S
G232_00384	0.5219	SM24	S
G232_00384	0.8344	SM27	S
G232_00384	0.7679	SM28	S
G232_00384	0.0000	SM29	S
G232_00384	0.6667	SM35	S
G232_00384	0.0000	SM36	S
G232_00384	0.8979	SM42	S
G232_00384	0.8242	SM48	S
G232_00384	1.2101	SM57	S
G232_00384	0.8774	SM66	S
G232_00384	0.9026	SM67	S
G232_00384	0.0000	SM72	S
G232_00384	0.2446	SM74	S
G232_00384	0.6529	SM84	S
G232_00384	0.9728	SM9	S
G232_00384	0.9318	SM91	S
G232_00385	0.7899	Rstd	R
G232_00385	0.1049	SM102	S
G232_00385	0.8522	SM104	S
G232_00385	1.0545	SM105	S
G232_00385	0.7801	SM108	S
G232_00385	0.5565	SM109	S
G232_00385	0.7048	SM11	S
G232_00385	0.8742	SM122	S
G232_00385	0.8155	SM13	S
G232_00385	0.5511	SM14	S
G232_00385	0.0000	SM18	S
G232_00385	0.8333	SM24	S
G232_00385	1.1486	SM27	S
G232_00385	0.6929	SM28	S
G232_00385	1.0439	SM29	S
G232_00385	0.6095	SM35	S
G232_00385	0.0000	SM36	S
G232_00385	0.6655	SM42	S
G232_00385	0.7152	SM48	S
G232_00385	0.8403	SM57	S
G232_00385	0.8194	SM66	S
G232_00385	0.8344	SM67	S
G232_00385	0.0148	SM72	S
G232_00385	0.8921	SM74	S
G232_00385	1.1754	SM84	S
G232_00385	1.1712	SM9	S
G232_00385	0.7963	SM91	S
G232_00386	7.7235	Rstd	R
G232_00386	79.7902	SM102	S
G232_00386	8.5524	SM104	S
G232_00386	9.0195	SM105	S
G232_00386	7.5892	SM108	S
G232_00386	9.3870	SM109	S
G232_00386	12.1627	SM11	S
G232_00386	13.7947	SM122	S
G232_00386	7.6194	SM13	S
G232_00386	38.4543	SM14	S
G232_00386	9.9951	SM18	S
G232_00386	12.2807	SM24	S
G232_00386	9.2994	SM27	S
G232_00386	9.0964	SM28	S
G232_00386	13.0205	SM29	S
G232_00386	8.5238	SM35	S
G232_00386	43.1167	SM36	S
G232_00386	9.6585	SM42	S
G232_00386	11.4303	SM48	S
G232_00386	14.4370	SM57	S
G232_00386	7.3471	SM66	S
G232_00386	11.2435	SM67	S
G232_00386	48.5172	SM72	S
G232_00386	7.0288	SM74	S
G232_00386	12.2021	SM84	S
G232_00386	9.1840	SM9	S
G232_00386	7.9486	SM91	S
G232_00387	1.0119	Rstd	R
G232_00387	0.1469	SM102	S
G232_00387	0.7245	SM104	S
G232_00387	0.5370	SM105	S
G232_00387	0.7033	SM108	S
G232_00387	0.5696	SM109	S
G232_00387	0.9217	SM11	S
G232_00387	0.5629	SM122	S
G232_00387	1.0039	SM13	S
G232_00387	0.4597	SM14	S
G232_00387	1.3301	SM18	S
G232_00387	0.6974	SM24	S
G232_00387	0.8259	SM27	S
G232_00387	1.0393	SM28	S
G232_00387	1.4678	SM29	S
G232_00387	0.4857	SM35	S
G232_00387	0.1323	SM36	S
G232_00387	1.2148	SM42	S
G232_00387	0.9818	SM48	S
G232_00387	0.8151	SM57	S
G232_00387	0.8787	SM66	S
G232_00387	0.4091	SM67	S
G232_00387	0.1527	SM72	S
G232_00387	0.8849	SM74	S
G232_00387	1.0053	SM84	S
G232_00387	0.9232	SM9	S
G232_00387	0.8140	SM91	S
G232_00388	0.7037	Rstd	R
G232_00388	4.4615	SM102	S
G232_00388	0.7030	SM104	S
G232_00388	0.7549	SM105	S
G232_00388	0.9419	SM108	S
G232_00388	1.3391	SM109	S
G232_00388	2.0181	SM11	S
G232_00388	0.6424	SM122	S
G232_00388	0.7612	SM13	S
G232_00388	2.7661	SM14	S
G232_00388	1.4860	SM18	S
G232_00388	0.8991	SM24	S
G232_00388	0.8344	SM27	S
G232_00388	1.1893	SM28	S
G232_00388	1.0936	SM29	S
G232_00388	0.5238	SM35	S
G232_00388	4.1518	SM36	S
G232_00388	1.0687	SM42	S
G232_00388	0.8667	SM48	S
G232_00388	1.7143	SM57	S
G232_00388	0.9819	SM66	S
G232_00388	0.9318	SM67	S
G232_00388	4.0296	SM72	S
G232_00388	1.2806	SM74	S
G232_00388	0.9542	SM84	S
G232_00388	1.3040	SM9	S
G232_00388	0.9752	SM91	S
G232_00389	0.6046	Rstd	R
G232_00389	0.8112	SM102	S
G232_00389	0.6465	SM104	S
G232_00389	0.9222	SM105	S
G232_00389	0.7095	SM108	S
G232_00389	0.6217	SM109	S
G232_00389	0.9940	SM11	S
G232_00389	1.3709	SM122	S
G232_00389	0.7709	SM13	S
G232_00389	0.7608	SM14	S
G232_00389	1.1157	SM18	S
G232_00389	0.3202	SM24	S
G232_00389	1.0637	SM27	S
G232_00389	0.9036	SM28	S
G232_00389	1.6374	SM29	S
G232_00389	0.9810	SM35	S
G232_00389	0.2918	SM36	S
G232_00389	0.9313	SM42	S
G232_00389	1.0909	SM48	S
G232_00389	1.1345	SM57	S
G232_00389	0.9123	SM66	S
G232_00389	1.1753	SM67	S
G232_00389	0.2906	SM72	S
G232_00389	0.3453	SM74	S
G232_00389	0.7040	SM84	S
G232_00389	0.5968	SM9	S
G232_00389	0.7006	SM91	S
G232_00390	0.7582	Rstd	R
G232_00390	2.2028	SM102	S
G232_00390	0.6344	SM104	S
G232_00390	0.5253	SM105	S
G232_00390	0.7054	SM108	S
G232_00390	0.6000	SM109	S
G232_00390	0.8675	SM11	S
G232_00390	0.7483	SM122	S
G232_00390	0.6854	SM13	S
G232_00390	1.7554	SM14	S
G232_00390	1.2631	SM18	S
G232_00390	0.7632	SM24	S
G232_00390	0.8153	SM27	S
G232_00390	0.8000	SM28	S
G232_00390	1.2865	SM29	S
G232_00390	0.7048	SM35	S
G232_00390	2.4825	SM36	S
G232_00390	0.8398	SM42	S
G232_00390	0.9758	SM48	S
G232_00390	0.9748	SM57	S
G232_00390	0.6116	SM66	S
G232_00390	1.0422	SM67	S
G232_00390	2.1921	SM72	S
G232_00390	0.3597	SM74	S
G232_00390	0.7796	SM84	S
G232_00390	0.8752	SM9	S
G232_00390	0.7529	SM91	S
G232_00391	0.8553	Rstd	R
G232_00391	1.7343	SM102	S
G232_00391	0.7352	SM104	S
G232_00391	0.6770	SM105	S
G232_00391	0.7075	SM108	S
G232_00391	1.3739	SM109	S
G232_00391	1.0301	SM11	S
G232_00391	0.8543	SM122	S
G232_00391	0.6524	SM13	S
G232_00391	1.4758	SM14	S
G232_00391	1.1559	SM18	S
G232_00391	0.7412	SM24	S
G232_00391	0.8089	SM27	S
G232_00391	1.2179	SM28	S
G232_00391	1.1433	SM29	S
G232_00391	0.8286	SM35	S
G232_00391	1.9805	SM36	S
G232_00391	1.0651	SM42	S
G232_00391	0.6364	SM48	S
G232_00391	0.3109	SM57	S
G232_00391	0.8297	SM66	S
G232_00391	0.7695	SM67	S
G232_00391	1.8276	SM72	S
G232_00391	0.5036	SM74	S
G232_00391	0.9039	SM84	S
G232_00391	0.8768	SM9	S
G232_00391	0.9265	SM91	S
G232_00392	0.8474	Rstd	R
G232_00392	0.2308	SM102	S
G232_00392	0.5833	SM104	S
G232_00392	0.9066	SM105	S
G232_00392	0.8672	SM108	S
G232_00392	0.7174	SM109	S
G232_00392	0.6627	SM11	S
G232_00392	0.7351	SM122	S
G232_00392	1.0485	SM13	S
G232_00392	0.4785	SM14	S
G232_00392	0.8380	SM18	S
G232_00392	0.5746	SM24	S
G232_00392	0.8429	SM27	S
G232_00392	1.2179	SM28	S
G232_00392	1.4415	SM29	S
G232_00392	1.1429	SM35	S
G232_00392	0.4475	SM36	S
G232_00392	0.9859	SM42	S
G232_00392	1.1212	SM48	S
G232_00392	0.7983	SM57	S
G232_00392	0.6748	SM66	S
G232_00392	0.9935	SM67	S
G232_00392	0.5665	SM72	S
G232_00392	0.4892	SM74	S
G232_00392	0.9519	SM84	S
G232_00392	0.8512	SM9	S
G232_00392	0.9876	SM91	S
G232_00393	0.8563	Rstd	R
G232_00393	0.4126	SM102	S
G232_00393	0.6922	SM104	S
G232_00393	0.9222	SM105	S
G232_00393	0.6701	SM108	S
G232_00393	0.6478	SM109	S
G232_00393	0.8675	SM11	S
G232_00393	0.7483	SM122	S
G232_00393	0.8932	SM13	S
G232_00393	0.5968	SM14	S
G232_00393	1.1937	SM18	S
G232_00393	0.9649	SM24	S
G232_00393	0.7304	SM27	S
G232_00393	0.7964	SM28	S
G232_00393	1.1462	SM29	S
G232_00393	1.0857	SM35	S
G232_00393	0.7938	SM36	S
G232_00393	0.7518	SM42	S
G232_00393	0.9939	SM48	S
G232_00393	1.0840	SM57	S
G232_00393	0.7974	SM66	S
G232_00393	0.9513	SM67	S
G232_00393	0.4187	SM72	S
G232_00393	0.9568	SM74	S
G232_00393	0.8467	SM84	S
G232_00393	0.7488	SM9	S
G232_00393	0.8964	SM91	S
G232_00394	0.7631	Rstd	R
G232_00394	0.2867	SM102	S
G232_00394	0.8481	SM104	S
G232_00394	0.6926	SM105	S
G232_00394	0.6867	SM108	S
G232_00394	0.3652	SM109	S
G232_00394	0.5723	SM11	S
G232_00394	0.7550	SM122	S
G232_00394	0.8951	SM13	S
G232_00394	0.6129	SM14	S
G232_00394	1.4580	SM18	S
G232_00394	1.0000	SM24	S
G232_00394	0.7304	SM27	S
G232_00394	0.8536	SM28	S
G232_00394	1.4269	SM29	S
G232_00394	0.7143	SM35	S
G232_00394	0.2062	SM36	S
G232_00394	0.6532	SM42	S
G232_00394	0.4727	SM48	S
G232_00394	1.1261	SM57	S
G232_00394	0.5639	SM66	S
G232_00394	0.6461	SM67	S
G232_00394	0.5222	SM72	S
G232_00394	0.3525	SM74	S
G232_00394	0.7986	SM84	S
G232_00394	0.8176	SM9	S
G232_00394	0.7750	SM91	S
G232_00395	0.7522	Rstd	R
G232_00395	0.1748	SM102	S
G232_00395	0.7500	SM104	S
G232_00395	0.8210	SM105	S
G232_00395	0.7012	SM108	S
G232_00395	0.6043	SM109	S
G232_00395	0.6867	SM11	S
G232_00395	0.9470	SM122	S
G232_00395	0.6466	SM13	S
G232_00395	0.4919	SM14	S
G232_00395	1.1035	SM18	S
G232_00395	1.0000	SM24	S
G232_00395	0.7919	SM27	S
G232_00395	1.0500	SM28	S
G232_00395	0.8977	SM29	S
G232_00395	1.0190	SM35	S
G232_00395	0.0973	SM36	S
G232_00395	1.0106	SM42	S
G232_00395	0.3939	SM48	S
G232_00395	0.7479	SM57	S
G232_00395	0.6245	SM66	S
G232_00395	0.6656	SM67	S
G232_00395	0.0887	SM72	S
G232_00395	0.4892	SM74	S
G232_00395	0.7918	SM84	S
G232_00395	0.6912	SM9	S
G232_00395	0.9150	SM91	S
G232_00396	0.6135	Rstd	R
G232_00396	0.2657	SM102	S
G232_00396	0.8051	SM104	S
G232_00396	0.3346	SM105	S
G232_00396	0.8237	SM108	S
G232_00396	0.4696	SM109	S
G232_00396	0.7048	SM11	S
G232_00396	0.2053	SM122	S
G232_00396	0.6097	SM13	S
G232_00396	0.5672	SM14	S
G232_00396	1.7808	SM18	S
G232_00396	0.8684	SM24	S
G232_00396	0.7261	SM27	S
G232_00396	1.0964	SM28	S
G232_00396	0.7895	SM29	S
G232_00396	1.0667	SM35	S
G232_00396	0.0623	SM36	S
G232_00396	1.0599	SM42	S
G232_00396	0.4485	SM48	S
G232_00396	0.5714	SM57	S
G232_00396	1.0297	SM66	S
G232_00396	0.7078	SM67	S
G232_00396	0.1921	SM72	S
G232_00396	0.5396	SM74	S
G232_00396	0.7231	SM84	S
G232_00396	0.7600	SM9	S
G232_00396	0.6652	SM91	S
G232_00397	1.0109	Rstd	R
G232_00397	5.1748	SM102	S
G232_00397	0.7460	SM104	S
G232_00397	0.8911	SM105	S
G232_00397	0.8797	SM108	S
G232_00397	1.5000	SM109	S
G232_00397	1.4880	SM11	S
G232_00397	1.1325	SM122	S
G232_00397	0.8311	SM13	S
G232_00397	3.9032	SM14	S
G232_00397	1.2046	SM18	S
G232_00397	0.8553	SM24	S
G232_00397	0.8047	SM27	S
G232_00397	0.8536	SM28	S
G232_00397	1.2807	SM29	S
G232_00397	0.8095	SM35	S
G232_00397	7.2296	SM36	S
G232_00397	0.9894	SM42	S
G232_00397	1.2242	SM48	S
G232_00397	0.6303	SM57	S
G232_00397	0.6774	SM66	S
G232_00397	0.8182	SM67	S
G232_00397	5.4778	SM72	S
G232_00397	0.7410	SM74	S
G232_00397	0.8894	SM84	S
G232_00397	0.8064	SM9	S
G232_00397	0.8016	SM91	S
G232_00398	0.7929	Rstd	R
G232_00398	0.5455	SM102	S
G232_00398	0.8347	SM104	S
G232_00398	0.7237	SM105	S
G232_00398	0.9647	SM108	S
G232_00398	0.8478	SM109	S
G232_00398	0.4699	SM11	S
G232_00398	1.4238	SM122	S
G232_00398	0.4058	SM13	S
G232_00398	0.4301	SM14	S
G232_00398	1.0049	SM18	S
G232_00398	0.5395	SM24	S
G232_00398	0.7219	SM27	S
G232_00398	0.6071	SM28	S
G232_00398	1.0497	SM29	S
G232_00398	0.8857	SM35	S
G232_00398	0.5447	SM36	S
G232_00398	0.4419	SM42	S
G232_00398	0.7879	SM48	S
G232_00398	0.9580	SM57	S
G232_00398	0.7110	SM66	S
G232_00398	0.6169	SM67	S
G232_00398	0.5665	SM72	S
G232_00398	0.5108	SM74	S
G232_00398	0.5095	SM84	S
G232_00398	0.6368	SM9	S
G232_00398	0.5810	SM91	S
G232_00399	0.8989	Rstd	R
G232_00399	2.2308	SM102	S
G232_00399	0.7608	SM104	S
G232_00399	0.6537	SM105	S
G232_00399	0.7988	SM108	S
G232_00399	1.0043	SM109	S
G232_00399	1.0783	SM11	S
G232_00399	0.8742	SM122	S
G232_00399	0.6369	SM13	S
G232_00399	1.3145	SM14	S
G232_00399	1.0853	SM18	S
G232_00399	0.6360	SM24	S
G232_00399	0.8089	SM27	S
G232_00399	0.8393	SM28	S
G232_00399	1.1579	SM29	S
G232_00399	1.3714	SM35	S
G232_00399	2.1323	SM36	S
G232_00399	1.1180	SM42	S
G232_00399	0.5818	SM48	S
G232_00399	0.7479	SM57	S
G232_00399	0.7497	SM66	S
G232_00399	0.8442	SM67	S
G232_00399	2.0296	SM72	S
G232_00399	1.2014	SM74	S
G232_00399	0.7979	SM84	S
G232_00399	0.7184	SM9	S
G232_00399	0.8902	SM91	S
G232_00400	0.6204	Rstd	R
G232_00400	1.1399	SM102	S
G232_00400	0.5901	SM104	S
G232_00400	0.6654	SM105	S
G232_00400	0.6494	SM108	S
G232_00400	0.8696	SM109	S
G232_00400	0.5482	SM11	S
G232_00400	0.8344	SM122	S
G232_00400	0.6097	SM13	S
G232_00400	0.7124	SM14	S
G232_00400	0.8940	SM18	S
G232_00400	0.5044	SM24	S
G232_00400	0.7219	SM27	S
G232_00400	0.6143	SM28	S
G232_00400	0.8830	SM29	S
G232_00400	0.7714	SM35	S
G232_00400	0.5292	SM36	S
G232_00400	0.6232	SM42	S
G232_00400	0.5576	SM48	S
G232_00400	0.8655	SM57	S
G232_00400	0.6968	SM66	S
G232_00400	0.5974	SM67	S
G232_00400	0.3251	SM72	S
G232_00400	0.6547	SM74	S
G232_00400	0.5713	SM84	S
G232_00400	0.6288	SM9	S
G232_00400	0.7839	SM91	S
G232_00401	0.6739	Rstd	R
G232_00401	0.0629	SM102	S
G232_00401	0.6815	SM104	S
G232_00401	1.1868	SM105	S
G232_00401	0.7676	SM108	S
G232_00401	0.6043	SM109	S
G232_00401	0.9217	SM11	S
G232_00401	1.0331	SM122	S
G232_00401	0.6466	SM13	S
G232_00401	0.4355	SM14	S
G232_00401	1.2168	SM18	S
G232_00401	0.7632	SM24	S
G232_00401	0.6348	SM27	S
G232_00401	0.5821	SM28	S
G232_00401	0.8830	SM29	S
G232_00401	1.1905	SM35	S
G232_00401	0.0233	SM36	S
G232_00401	0.5563	SM42	S
G232_00401	1.3394	SM48	S
G232_00401	1.7563	SM57	S
G232_00401	0.8645	SM66	S
G232_00401	0.7695	SM67	S
G232_00401	0.1281	SM72	S
G232_00401	0.9353	SM74	S
G232_00401	0.8131	SM84	S
G232_00401	0.8128	SM9	S
G232_00401	0.6829	SM91	S
G232_00402	0.8583	Rstd	R
G232_00402	0.0699	SM102	S
G232_00402	0.8750	SM104	S
G232_00402	0.4163	SM105	S
G232_00402	0.8402	SM108	S
G232_00402	1.2565	SM109	S
G232_00402	0.2530	SM11	S
G232_00402	1.2053	SM122	S
G232_00402	0.6835	SM13	S
G232_00402	0.4489	SM14	S
G232_00402	1.3520	SM18	S
G232_00402	0.6009	SM24	S
G232_00402	0.9023	SM27	S
G232_00402	1.3643	SM28	S
G232_00402	1.4006	SM29	S
G232_00402	0.7714	SM35	S
G232_00402	0.0389	SM36	S
