GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_06956	8.76	11.28	7.58	1.57	5.44	3.22	2.16	1.53	4.22	21.78	10.67	2.43	3.08	3.31	4.46	1.32	22.71	4.46	3.00	2.22	3.61	0.53	13.64	0.66	10.62	4.08	9.99
G232_06957	8.11	25.06	2.69	1.22	3.04	5.81	5.96	0.43	3.92	41.29	12.87	1.04	7.61	3.88	4.85	2.04	43.99	10.84	4.77	0.96	3.17	3.43	44.16	0.84	11.44	7.48	7.55
G232_06958	7.87	0.20	3.96	1.83	1.04	2.94	1.28	0.91	5.05	2.16	10.52	2.61	6.62	2.95	1.55	0.83	0.01	5.14	0.69	0.80	6.48	1.59	0.24	1.17	10.62	8.16	10.87
G232_06959	5.61	18.91	4.60	3.24	5.07	6.43	3.39	0.54	3.62	23.88	16.00	1.27	1.74	1.54	4.76	2.17	34.51	6.50	3.28	1.97	5.42	2.08	32.40	1.45	10.76	4.34	6.69
G232_06960	5.70	16.36	2.01	2.59	3.41	6.25	4.74	1.10	3.84	40.45	9.14	1.50	3.13	2.61	4.55	2.19	42.60	8.81	5.56	2.09	6.44	3.59	35.52	1.62	13.93	5.91	11.01
G232_06961	10.38	1.54	5.48	1.52	3.89	1.80	1.15	1.42	3.57	4.85	9.81	1.77	3.06	2.15	2.29	0.81	3.70	3.39	1.45	1.10	4.73	2.10	2.43	1.51	10.49	4.44	8.95
G232_06962	9.53	4.30	6.62	1.64	2.55	1.86	1.15	1.89	3.82	5.63	13.21	2.38	3.47	2.42	3.45	1.62	7.44	4.97	1.31	0.97	4.65	2.27	5.41	2.13	10.92	6.92	11.91
G232_06963	10.12	3.90	6.23	2.13	3.80	2.36	1.42	1.42	4.28	10.11	10.68	1.54	3.16	1.98	3.46	1.04	10.18	4.52	1.10	1.36	5.53	2.61	5.97	0.77	11.16	5.38	9.30
G232_06964	10.32	4.93	7.13	1.97	3.93	2.65	1.84	1.67	4.77	11.96	11.69	1.52	2.69	2.70	2.38	0.79	12.64	5.83	1.74	1.11	4.95	3.12	8.38	0.45	12.12	4.79	10.47
G232_06965	9.84	0.50	7.32	1.36	4.70	1.30	1.28	1.71	3.48	3.20	8.89	1.42	3.27	2.21	3.48	1.08	1.57	4.36	1.21	1.04	7.41	2.14	2.37	0.98	10.80	4.45	9.56
G232_06966	6.37	0.00	6.52	2.10	3.88	1.43	1.73	0.15	5.46	1.40	10.63	2.67	2.82	1.33	4.56	0.27	0.00	3.51	1.32	0.00	6.38	1.53	0.00	0.85	11.19	5.35	10.39
G232_06967	6.83	1.08	6.34	1.96	3.80	1.70	1.11	1.10	4.56	3.65	9.53	1.80	3.11	1.95	2.79	0.90	2.15	5.06	0.62	1.16	5.54	2.68	1.94	0.89	7.60	4.22	8.31
G232_06968	6.91	0.08	5.59	1.66	2.62	1.54	0.45	1.45	3.67	1.49	9.28	1.85	3.37	1.60	1.85	0.56	0.00	4.93	1.61	0.81	4.73	1.26	0.00	1.46	10.37	4.78	8.86
G232_06969	8.67	0.48	6.06	1.97	3.24	2.40	1.30	0.68	3.20	3.33	8.69	1.61	3.76	1.59	2.51	0.51	1.89	4.95	1.66	0.78	7.00	3.23	1.73	0.91	11.30	4.37	7.82
G232_06970	5.66	1.76	6.71	2.85	4.74	2.21	1.38	1.13	4.18	4.39	8.12	1.60	2.83	0.92	3.44	0.78	3.12	5.72	2.00	0.96	5.54	2.01	2.47	1.42	12.81	4.50	9.70
G232_06971	6.92	0.22	6.23	1.81	3.98	2.02	1.09	1.50	3.55	2.87	9.78	1.46	3.98	1.81	3.30	0.42	0.57	5.16	1.31	1.01	5.74	2.88	0.37	0.94	11.21	4.65	9.75
G232_06972	8.23	0.85	6.42	1.57	5.04	1.96	0.93	1.29	3.91	3.02	8.61	1.74	3.57	2.61	3.14	0.34	1.83	4.36	1.35	0.92	7.53	2.32	1.67	1.23	10.27	4.65	9.34
G232_06973	8.70	0.13	4.42	2.47	3.75	1.82	0.83	1.44	4.14	1.27	9.09	2.08	3.75	2.33	5.02	0.67	0.09	3.93	1.67	1.28	5.73	2.09	0.15	0.56	11.76	4.38	9.45
G232_06974	6.83	0.35	7.39	1.71	3.08	1.39	1.15	1.77	3.96	2.90	10.31	1.04	1.65	3.10	4.48	0.78	0.67	4.02	0.96	0.78	7.01	3.26	0.87	1.19	8.72	4.21	9.99
G232_06975	6.70	0.07	4.12	2.69	3.11	1.17	1.38	1.64	2.84	1.28	0.25	1.15	2.53	4.94	24.92	0.69	0.00	4.13	0.28	0.84	3.67	3.64	0.18	0.95	12.23	5.90	8.82
G232_06976	4.98	0.48	6.52	1.36	3.33	2.04	0.75	1.49	2.65	1.03	11.42	2.92	2.99	2.66	3.56	0.67	0.91	3.80	1.34	1.21	5.22	5.54	0.59	0.72	10.58	5.65	9.26
G232_06977	9.32	0.14	7.19	2.36	5.49	2.61	1.32	1.28	5.53	1.57	10.71	2.05	5.32	3.61	2.64	0.39	0.00	5.78	1.39	0.53	10.14	2.16	0.25	1.39	13.77	6.03	12.09
G232_06978	10.21	4.28	5.41	1.25	4.13	2.21	1.37	1.67	3.88	7.91	11.57	1.63	2.89	1.59	5.37	0.60	7.92	6.78	1.66	1.05	5.74	2.04	5.31	0.80	10.38	6.21	10.90
G232_06979	9.68	0.90	6.53	1.81	5.03	2.15	1.25	1.24	3.44	3.41	10.92	1.72	2.68	2.05	3.74	1.09	1.94	5.94	1.18	1.12	6.90	2.03	1.48	0.76	10.15	4.28	10.35
G232_06980	9.12	2.51	6.77	1.83	3.60	1.37	1.52	1.42	4.26	5.56	10.91	1.59	3.57	2.21	4.66	0.64	5.18	5.05	1.55	1.26	5.36	2.71	3.09	1.02	11.15	4.15	10.09
G232_06981	6.47	1.12	6.49	1.60	4.50	1.99	1.44	1.35	5.18	3.51	10.93	1.69	3.26	2.68	3.63	0.73	1.77	4.89	1.69	1.59	7.69	2.82	1.55	0.75	10.71	5.71	10.45
