GENE	COVERAGE	STRAIN	GROUP
G232_05100	0.6006	Rstd	R
G232_05100	0.0000	SM102	S
G232_05100	0.3562	SM104	S
G232_05100	0.8132	SM105	S
G232_05100	0.6120	SM108	S
G232_05100	0.4913	SM109	S
G232_05100	0.3434	SM11	S
G232_05100	0.3510	SM122	S
G232_05100	0.6447	SM13	S
G232_05100	0.1290	SM14	S
G232_05100	0.0000	SM18	S
G232_05100	0.8246	SM24	S
G232_05100	0.8004	SM27	S
G232_05100	2.1607	SM28	S
G232_05100	3.6550	SM29	S
G232_05100	0.0381	SM35	S
G232_05100	0.0000	SM36	S
G232_05100	1.1373	SM42	S
G232_05100	0.0000	SM48	S
G232_05100	1.1849	SM57	S
G232_05100	0.9239	SM66	S
G232_05100	0.0844	SM67	S
G232_05100	0.0148	SM72	S
G232_05100	0.6763	SM74	S
G232_05100	0.0000	SM84	S
G232_05100	0.7728	SM9	S
G232_05100	0.6811	SM91	S
