GENE	COVERAGE	STRAIN	GROUP
G232_00581	1.1169	Rstd	R
G232_00581	0.1538	SM102	S
G232_00581	1.9570	SM104	S
G232_00581	1.6887	SM105	S
G232_00581	0.9295	SM108	S
G232_00581	1.8174	SM109	S
G232_00581	0.7651	SM11	S
G232_00581	1.2715	SM122	S
G232_00581	1.7748	SM13	S
G232_00581	0.2446	SM14	S
G232_00581	0.0000	SM18	S
G232_00581	0.6053	SM24	S
G232_00581	2.0637	SM27	S
G232_00581	0.4000	SM28	S
G232_00581	1.3977	SM29	S
G232_00581	1.3905	SM35	S
G232_00581	0.0000	SM36	S
G232_00581	0.5211	SM42	S
G232_00581	1.1515	SM48	S
G232_00581	1.7479	SM57	S
G232_00581	1.5058	SM66	S
G232_00581	1.4903	SM67	S
G232_00581	0.0197	SM72	S
G232_00581	1.4604	SM74	S
G232_00581	1.0801	SM84	S
G232_00581	1.6784	SM9	S
G232_00581	0.5040	SM91	S
