GENE	COVERAGE	STRAIN	GROUP
G232_01924	0.7047	Rstd	R
G232_01924	0.1329	SM102	S
G232_01924	0.8790	SM104	S
G232_01924	0.6965	SM105	S
G232_01924	0.7739	SM108	S
G232_01924	0.3217	SM109	S
G232_01924	0.5723	SM11	S
G232_01924	0.4172	SM122	S
G232_01924	1.0233	SM13	S
G232_01924	0.6828	SM14	S
G232_01924	1.1559	SM18	S
G232_01924	1.0088	SM24	S
G232_01924	0.7006	SM27	S
G232_01924	0.9500	SM28	S
G232_01924	1.2047	SM29	S
G232_01924	1.1810	SM35	S
G232_01924	0.0350	SM36	S
G232_01924	0.6109	SM42	S
G232_01924	0.8727	SM48	S
G232_01924	0.6723	SM57	S
G232_01924	1.1471	SM66	S
G232_01924	0.8344	SM67	S
G232_01924	0.1182	SM72	S
G232_01924	1.5468	SM74	S
G232_01924	1.0717	SM84	S
G232_01924	0.5584	SM9	S
G232_01924	0.8229	SM91	S
G232_01925	0.6521	Rstd	R
G232_01925	2.3217	SM102	S
G232_01925	0.7177	SM104	S
G232_01925	0.7977	SM105	S
G232_01925	0.9606	SM108	S
G232_01925	1.3435	SM109	S
G232_01925	1.6566	SM11	S
G232_01925	0.6755	SM122	S
G232_01925	0.6660	SM13	S
G232_01925	2.1882	SM14	S
G232_01925	1.7296	SM18	S
G232_01925	0.8596	SM24	S
G232_01925	0.7028	SM27	S
G232_01925	0.9357	SM28	S
G232_01925	1.2105	SM29	S
G232_01925	1.1429	SM35	S
G232_01925	3.1634	SM36	S
G232_01925	1.1338	SM42	S
G232_01925	0.9212	SM48	S
G232_01925	0.3950	SM57	S
G232_01925	1.0890	SM66	S
G232_01925	1.3831	SM67	S
G232_01925	2.9113	SM72	S
G232_01925	1.1367	SM74	S
G232_01925	0.7414	SM84	S
G232_01925	1.0464	SM9	S
G232_01925	0.7201	SM91	S
G232_01926	0.6670	Rstd	R
G232_01926	0.2238	SM102	S
G232_01926	0.6653	SM104	S
G232_01926	0.7860	SM105	S
G232_01926	0.6598	SM108	S
G232_01926	0.5000	SM109	S
G232_01926	1.2048	SM11	S
G232_01926	0.6093	SM122	S
G232_01926	1.2796	SM13	S
G232_01926	0.6156	SM14	S
G232_01926	1.5262	SM18	S
G232_01926	0.5132	SM24	S
G232_01926	0.9745	SM27	S
G232_01926	1.0750	SM28	S
G232_01926	1.1667	SM29	S
G232_01926	0.8381	SM35	S
