GENE	COVERAGE	STRAIN	GROUP
G232_10100	0.6452	Rstd	R
G232_10100	2.8601	SM102	S
G232_10100	0.7177	SM104	S
G232_10100	0.9183	SM105	S
G232_10100	0.6224	SM108	S
G232_10100	1.2957	SM109	S
G232_10100	1.1928	SM11	S
G232_10100	0.8411	SM122	S
G232_10100	1.1126	SM13	S
G232_10100	1.9677	SM14	S
G232_10100	1.4848	SM18	S
G232_10100	1.2018	SM24	S
G232_10100	0.6561	SM27	S
G232_10100	1.0464	SM28	S
G232_10100	1.0789	SM29	S
G232_10100	0.6952	SM35	S
G232_10100	2.5292	SM36	S
G232_10100	1.1285	SM42	S
G232_10100	0.8242	SM48	S
G232_10100	0.2353	SM57	S
G232_10100	0.8129	SM66	S
G232_10100	0.7922	SM67	S
G232_10100	2.4631	SM72	S
G232_10100	0.4532	SM74	S
G232_10100	0.7902	SM84	S
G232_10100	0.9696	SM9	S
G232_10100	1.1399	SM91	S
G232_10101	0.8355	Rstd	R
G232_10101	5.3497	SM102	S
G232_10101	0.4731	SM104	S
G232_10101	0.9144	SM105	S
G232_10101	0.7967	SM108	S
G232_10101	1.2087	SM109	S
G232_10101	1.6446	SM11	S
G232_10101	0.3444	SM122	S
G232_10101	0.9165	SM13	S
G232_10101	4.9409	SM14	S
G232_10101	1.7333	SM18	S
G232_10101	0.6623	SM24	S
G232_10101	1.0701	SM27	S
G232_10101	1.1964	SM28	S
G232_10101	1.3070	SM29	S
G232_10101	1.4857	SM35	S
G232_10101	7.0350	SM36	S
G232_10101	1.3116	SM42	S
G232_10101	1.3697	SM48	S
G232_10101	1.1849	SM57	S
G232_10101	0.6697	SM66	S
G232_10101	0.6234	SM67	S
G232_10101	5.9360	SM72	S
G232_10101	0.8129	SM74	S
G232_10101	1.0557	SM84	S
G232_10101	0.5392	SM9	S
G232_10101	0.7644	SM91	S
G232_10102	1.0971	Rstd	R
G232_10102	0.7413	SM102	S
G232_10102	1.0027	SM104	S
G232_10102	0.6965	SM105	S
G232_10102	0.7344	SM108	S
G232_10102	0.9304	SM109	S
G232_10102	0.6506	SM11	S
G232_10102	0.8477	SM122	S
G232_10102	1.0796	SM13	S
G232_10102	1.1667	SM14	S
G232_10102	1.3167	SM18	S
G232_10102	0.9518	SM24	S
G232_10102	0.8790	SM27	S
G232_10102	1.1179	SM28	S
G232_10102	1.2251	SM29	S
G232_10102	0.7143	SM35	S
G232_10102	1.1323	SM36	S
G232_10102	0.8116	SM42	S
G232_10102	0.7697	SM48	S
G232_10102	0.6975	SM57	S
G232_10102	0.7961	SM66	S
G232_10102	0.7857	SM67	S
G232_10102	1.1478	SM72	S
G232_10102	0.8849	SM74	S
G232_10102	0.8192	SM84	S
G232_10102	0.8016	SM9	S
G232_10102	0.8335	SM91	S
G232_10103	0.9623	Rstd	R
G232_10103	0.0769	SM102	S
G232_10103	1.1250	SM104	S
G232_10103	0.8054	SM105	S
G232_10103	1.1266	SM108	S
G232_10103	0.8565	SM109	S
G232_10103	0.7711	SM11	S
G232_10103	1.0993	SM122	S
G232_10103	0.8485	SM13	S
G232_10103	0.4489	SM14	S
G232_10103	1.2241	SM18	S
G232_10103	0.4035	SM24	S
G232_10103	0.5902	SM27	S
G232_10103	1.2071	SM28	S
G232_10103	1.5058	SM29	S
G232_10103	1.2571	SM35	S
G232_10103	0.0195	SM36	S
G232_10103	0.7377	SM42	S
G232_10103	0.8909	SM48	S
G232_10103	1.0000	SM57	S
G232_10103	1.0194	SM66	S
G232_10103	0.8539	SM67	S
G232_10103	0.0542	SM72	S
G232_10103	0.7194	SM74	S
G232_10103	0.8299	SM84	S
G232_10103	0.7568	SM9	S
G232_10103	0.9336	SM91	S
