GENE	COVERAGE	STRAIN	GROUP
G232_04919	0.8375	Rstd	R
G232_04919	0.0699	SM102	S
G232_04919	0.7406	SM104	S
G232_04919	0.8210	SM105	S
G232_04919	0.8880	SM108	S
G232_04919	0.4391	SM109	S
G232_04919	0.7349	SM11	S
G232_04919	0.8675	SM122	S
G232_04919	0.8408	SM13	S
G232_04919	0.5887	SM14	S
G232_04919	1.2753	SM18	S
G232_04919	0.8991	SM24	S
G232_04919	0.7580	SM27	S
G232_04919	0.8429	SM28	S
G232_04919	0.9181	SM29	S
G232_04919	0.9619	SM35	S
G232_04919	0.0078	SM36	S
G232_04919	0.5845	SM42	S
G232_04919	1.1697	SM48	S
G232_04919	0.6723	SM57	S
G232_04919	0.8800	SM66	S
G232_04919	0.8442	SM67	S
G232_04919	0.2020	SM72	S
G232_04919	0.4604	SM74	S
G232_04919	0.8970	SM84	S
G232_04919	0.7280	SM9	S
G232_04919	0.9796	SM91	S
G232_04920	0.8811	Rstd	R
G232_04920	0.4406	SM102	S
G232_04920	0.6788	SM104	S
G232_04920	0.7704	SM105	S
G232_04920	0.9502	SM108	S
G232_04920	0.7826	SM109	S
G232_04920	0.8614	SM11	S
G232_04920	1.3046	SM122	S
G232_04920	0.6777	SM13	S
G232_04920	0.5645	SM14	S
G232_04920	1.2144	SM18	S
G232_04920	0.6842	SM24	S
G232_04920	0.8938	SM27	S
G232_04920	0.9000	SM28	S
G232_04920	1.1023	SM29	S
G232_04920	0.7238	SM35	S
G232_04920	0.5019	SM36	S
G232_04920	0.9525	SM42	S
G232_04920	0.6242	SM48	S
G232_04920	0.4286	SM57	S
G232_04920	0.8632	SM66	S
G232_04920	0.8149	SM67	S
G232_04920	0.4729	SM72	S
G232_04920	0.5755	SM74	S
G232_04920	0.8215	SM84	S
G232_04920	0.7232	SM9	S
G232_04920	0.7910	SM91	S
