GENE	COVERAGE	STRAIN	GROUP
G232_05502	0.8860	Rstd	R
G232_05502	0.0979	SM102	S
G232_05502	1.0645	SM104	S
G232_05502	1.3268	SM105	S
G232_05502	0.9710	SM108	S
G232_05502	1.0348	SM109	S
G232_05502	0.8855	SM11	S
G232_05502	1.0927	SM122	S
G232_05502	0.6621	SM13	S
G232_05502	1.2312	SM14	S
G232_05502	4.9513	SM18	S
G232_05502	0.9254	SM24	S
G232_05502	1.2102	SM27	S
G232_05502	0.7107	SM28	S
G232_05502	0.8626	SM29	S
G232_05502	0.8857	SM35	S
G232_05502	0.0272	SM36	S
G232_05502	0.8345	SM42	S
G232_05502	1.2242	SM48	S
G232_05502	0.8908	SM57	S
G232_05502	0.8258	SM66	S
G232_05502	1.0422	SM67	S
G232_05502	0.0739	SM72	S
G232_05502	0.9209	SM74	S
G232_05502	0.8802	SM84	S
G232_05502	1.2336	SM9	S
G232_05502	0.8698	SM91	S
