GENE	COVERAGE	STRAIN	GROUP
G232_00356	0.4777	Rstd	R
G232_00356	0.1538	SM102	S
G232_00356	0.4019	SM104	S
G232_00356	0.5253	SM105	S
G232_00356	0.5705	SM108	S
G232_00356	0.4609	SM109	S
G232_00356	0.5482	SM11	S
G232_00356	0.4040	SM122	S
G232_00356	0.2990	SM13	S
G232_00356	0.3333	SM14	S
G232_00356	0.7223	SM18	S
G232_00356	0.4298	SM24	S
G232_00356	0.4076	SM27	S
G232_00356	0.1750	SM28	S
G232_00356	0.4474	SM29	S
G232_00356	0.3810	SM35	S
G232_00356	0.3658	SM36	S
G232_00356	0.3169	SM42	S
G232_00356	0.7939	SM48	S
G232_00356	1.0420	SM57	S
G232_00356	0.6606	SM66	S
G232_00356	0.3961	SM67	S
G232_00356	0.4335	SM72	S
G232_00356	0.6763	SM74	S
G232_00356	0.4340	SM84	S
G232_00356	0.4624	SM9	S
G232_00356	0.3694	SM91	S
