GENE	COVERAGE	STRAIN	GROUP
G232_01752	0.6660	Rstd	R
G232_01752	0.2727	SM102	S
G232_01752	0.7702	SM104	S
G232_01752	1.1946	SM105	S
G232_01752	0.7676	SM108	S
G232_01752	0.7522	SM109	S
G232_01752	0.7590	SM11	S
G232_01752	0.4901	SM122	S
G232_01752	0.8835	SM13	S
G232_01752	0.6801	SM14	S
G232_01752	1.4458	SM18	S
G232_01752	1.0789	SM24	S
G232_01752	0.8981	SM27	S
G232_01752	0.9786	SM28	S
G232_01752	1.7690	SM29	S
G232_01752	1.0952	SM35	S
G232_01752	0.4942	SM36	S
G232_01752	0.8028	SM42	S
G232_01752	0.6121	SM48	S
G232_01752	0.7395	SM57	S
G232_01752	1.0994	SM66	S
G232_01752	0.9870	SM67	S
G232_01752	0.5517	SM72	S
G232_01752	0.8561	SM74	S
G232_01752	0.8535	SM84	S
G232_01752	1.0160	SM9	S
G232_01752	0.9849	SM91	S
G232_01753	0.9673	Rstd	R
G232_01753	1.1259	SM102	S
G232_01753	0.8172	SM104	S
G232_01753	0.7315	SM105	S
G232_01753	0.7884	SM108	S
G232_01753	1.2217	SM109	S
G232_01753	0.8072	SM11	S
G232_01753	0.5166	SM122	S
G232_01753	0.9476	SM13	S
G232_01753	1.6022	SM14	S
G232_01753	1.6309	SM18	S
G232_01753	0.7149	SM24	S
G232_01753	0.9384	SM27	S
G232_01753	1.2536	SM28	S
G232_01753	1.3041	SM29	S
G232_01753	0.8286	SM35	S
G232_01753	1.8794	SM36	S
G232_01753	0.7447	SM42	S
G232_01753	1.2061	SM48	S
G232_01753	0.9244	SM57	S
G232_01753	0.9135	SM66	S
G232_01753	0.7857	SM67	S
G232_01753	1.5468	SM72	S
G232_01753	0.7914	SM74	S
G232_01753	1.0031	SM84	S
G232_01753	0.9696	SM9	S
G232_01753	0.8326	SM91	S
G232_01754	0.9346	Rstd	R
G232_01754	0.0699	SM102	S
G232_01754	0.9704	SM104	S
G232_01754	0.5798	SM105	S
G232_01754	0.8900	SM108	S
G232_01754	0.7000	SM109	S
G232_01754	0.7169	SM11	S
G232_01754	0.7881	SM122	S
G232_01754	0.7320	SM13	S
G232_01754	0.4785	SM14	S
G232_01754	1.2205	SM18	S
G232_01754	0.9298	SM24	S
G232_01754	0.8620	SM27	S
G232_01754	0.7893	SM28	S
G232_01754	1.1023	SM29	S
G232_01754	0.4857	SM35	S
G232_01754	0.1868	SM36	S
G232_01754	0.7887	SM42	S
G232_01754	1.2000	SM48	S
G232_01754	0.9244	SM57	S
G232_01754	0.8581	SM66	S
G232_01754	0.6623	SM67	S
G232_01754	0.2414	SM72	S
G232_01754	0.6978	SM74	S
G232_01754	0.9474	SM84	S
G232_01754	0.7040	SM9	S
G232_01754	0.9761	SM91	S
G232_01755	0.6046	Rstd	R
G232_01755	0.4615	SM102	S
G232_01755	0.5632	SM104	S
G232_01755	0.9844	SM105	S
G232_01755	0.8216	SM108	S
G232_01755	0.4217	SM109	S
G232_01755	0.3675	SM11	S
G232_01755	1.1788	SM122	S
G232_01755	0.5806	SM13	S
G232_01755	0.2661	SM14	S
G232_01755	0.0353	SM18	S
G232_01755	0.7632	SM24	S
G232_01755	0.7113	SM27	S
G232_01755	0.5393	SM28	S
G232_01755	0.0000	SM29	S
G232_01755	0.5048	SM35	S
G232_01755	0.0000	SM36	S
G232_01755	0.7218	SM42	S
G232_01755	1.2061	SM48	S
G232_01755	1.5882	SM57	S
G232_01755	0.6710	SM66	S
G232_01755	0.7597	SM67	S
G232_01755	0.0887	SM72	S
G232_01755	0.6763	SM74	S
G232_01755	1.0877	SM84	S
G232_01755	0.7360	SM9	S
G232_01755	0.9903	SM91	S
G232_01756	0.9485	Rstd	R
G232_01756	0.2098	SM102	S
G232_01756	0.8441	SM104	S
G232_01756	0.7315	SM105	S
G232_01756	0.7199	SM108	S
G232_01756	0.7696	SM109	S
G232_01756	0.5241	SM11	S
G232_01756	0.8344	SM122	S
G232_01756	0.8233	SM13	S
G232_01756	0.7930	SM14	S
G232_01756	1.5140	SM18	S
G232_01756	0.7281	SM24	S
G232_01756	0.8556	SM27	S
G232_01756	0.9750	SM28	S
G232_01756	1.2427	SM29	S
G232_01756	0.8000	SM35	S
G232_01756	0.1595	SM36	S
G232_01756	0.8926	SM42	S
G232_01756	0.7333	SM48	S
G232_01756	0.7143	SM57	S
G232_01756	0.7058	SM66	S
G232_01756	0.7662	SM67	S
G232_01756	0.1773	SM72	S
G232_01756	0.4820	SM74	S
G232_01756	0.9336	SM84	S
G232_01756	0.8304	SM9	S
G232_01756	0.9619	SM91	S
G232_01757	0.8097	Rstd	R
G232_01757	1.2238	SM102	S
G232_01757	0.7661	SM104	S
G232_01757	0.5097	SM105	S
G232_01757	0.7158	SM108	S
G232_01757	0.7174	SM109	S
G232_01757	0.7349	SM11	S
G232_01757	0.9073	SM122	S
G232_01757	1.0252	SM13	S
G232_01757	0.7876	SM14	S
G232_01757	1.1035	SM18	S
G232_01757	0.5395	SM24	S
G232_01757	0.6115	SM27	S
G232_01757	0.6393	SM28	S
G232_01757	0.9591	SM29	S
G232_01757	0.4952	SM35	S
G232_01757	1.0117	SM36	S
G232_01757	0.7500	SM42	S
G232_01757	0.7939	SM48	S
G232_01757	0.9076	SM57	S
G232_01757	0.6723	SM66	S
G232_01757	1.0000	SM67	S
G232_01757	0.7586	SM72	S
G232_01757	0.5827	SM74	S
G232_01757	1.0427	SM84	S
G232_01757	0.7104	SM9	S
G232_01757	0.8140	SM91	S
G232_01758	0.7998	Rstd	R
G232_01758	0.0000	SM102	S
G232_01758	0.8414	SM104	S
G232_01758	0.6770	SM105	S
G232_01758	0.7510	SM108	S
G232_01758	0.7826	SM109	S
G232_01758	0.4759	SM11	S
G232_01758	0.6291	SM122	S
G232_01758	0.8485	SM13	S
G232_01758	0.3145	SM14	S
G232_01758	1.3764	SM18	S
G232_01758	0.4123	SM24	S
G232_01758	0.9193	SM27	S
G232_01758	0.9179	SM28	S
G232_01758	0.9327	SM29	S
G232_01758	0.6286	SM35	S
G232_01758	0.0467	SM36	S
G232_01758	0.8327	SM42	S
G232_01758	0.5879	SM48	S
G232_01758	0.8571	SM57	S
G232_01758	0.8516	SM66	S
G232_01758	0.6753	SM67	S
G232_01758	0.0296	SM72	S
G232_01758	0.9640	SM74	S
G232_01758	0.8246	SM84	S
G232_01758	0.7808	SM9	S
G232_01758	0.7812	SM91	S
G232_01759	0.9782	Rstd	R
G232_01759	0.0699	SM102	S
G232_01759	0.8441	SM104	S
G232_01759	1.3502	SM105	S
G232_01759	0.8195	SM108	S
G232_01759	0.9000	SM109	S
G232_01759	0.3554	SM11	S
G232_01759	0.6026	SM122	S
G232_01759	0.8602	SM13	S
G232_01759	0.1048	SM14	S
G232_01759	0.9513	SM18	S
G232_01759	0.7281	SM24	S
G232_01759	0.7176	SM27	S
G232_01759	1.1179	SM28	S
G232_01759	0.9064	SM29	S
G232_01759	0.8857	SM35	S
G232_01759	0.0389	SM36	S
G232_01759	0.6338	SM42	S
G232_01759	0.6485	SM48	S
G232_01759	0.3697	SM57	S
G232_01759	0.9290	SM66	S
G232_01759	0.7338	SM67	S
G232_01759	0.1921	SM72	S
G232_01759	0.8201	SM74	S
G232_01759	0.9100	SM84	S
G232_01759	1.1376	SM9	S
G232_01759	0.8291	SM91	S
G232_01760	0.8048	Rstd	R
G232_01760	0.5105	SM102	S
G232_01760	0.7742	SM104	S
G232_01760	0.5798	SM105	S
G232_01760	0.9253	SM108	S
G232_01760	0.7043	SM109	S
G232_01760	0.6566	SM11	S
G232_01760	0.9139	SM122	S
G232_01760	0.6738	SM13	S
G232_01760	0.4892	SM14	S
G232_01760	1.1596	SM18	S
G232_01760	0.5044	SM24	S
G232_01760	0.5839	SM27	S
G232_01760	0.8679	SM28	S
G232_01760	1.1930	SM29	S
G232_01760	0.7714	SM35	S
G232_01760	0.4825	SM36	S
G232_01760	0.7606	SM42	S
G232_01760	0.5758	SM48	S
G232_01760	1.1345	SM57	S
G232_01760	0.7123	SM66	S
G232_01760	0.9675	SM67	S
G232_01760	0.5567	SM72	S
G232_01760	0.4532	SM74	S
G232_01760	0.7719	SM84	S
G232_01760	0.6976	SM9	S
G232_01760	0.8725	SM91	S
G232_01761	0.9475	Rstd	R
G232_01761	0.7972	SM102	S
G232_01761	0.8589	SM104	S
G232_01761	0.3463	SM105	S
G232_01761	0.7116	SM108	S
G232_01761	0.8652	SM109	S
G232_01761	0.9518	SM11	S
G232_01761	1.5629	SM122	S
G232_01761	0.6408	SM13	S
G232_01761	0.5269	SM14	S
G232_01761	1.2351	SM18	S
G232_01761	0.8202	SM24	S
G232_01761	0.4947	SM27	S
G232_01761	0.9464	SM28	S
G232_01761	0.8304	SM29	S
G232_01761	0.3905	SM35	S
G232_01761	0.4202	SM36	S
G232_01761	0.7993	SM42	S
G232_01761	0.9030	SM48	S
G232_01761	0.5042	SM57	S
G232_01761	0.7794	SM66	S
G232_01761	0.9253	SM67	S
G232_01761	0.6158	SM72	S
G232_01761	0.6906	SM74	S
