GENE	COVERAGE	STRAIN	GROUP
G232_01563	0.4252	Rstd	R
G232_01563	0.1818	SM102	S
G232_01563	0.2325	SM104	S
G232_01563	0.0039	SM105	S
G232_01563	0.3859	SM108	S
G232_01563	0.1130	SM109	S
G232_01563	0.0000	SM11	S
G232_01563	0.7086	SM122	S
G232_01563	0.2078	SM13	S
G232_01563	0.2151	SM14	S
G232_01563	0.5311	SM18	S
G232_01563	0.3509	SM24	S
G232_01563	0.1019	SM27	S
G232_01563	0.2107	SM28	S
G232_01563	0.5175	SM29	S
G232_01563	0.0000	SM35	S
G232_01563	0.0000	SM36	S
G232_01563	0.1620	SM42	S
G232_01563	0.3939	SM48	S
G232_01563	0.0000	SM57	S
G232_01563	0.1471	SM66	S
G232_01563	0.5390	SM67	S
G232_01563	0.0000	SM72	S
G232_01563	0.3741	SM74	S
G232_01563	0.2227	SM84	S
G232_01563	0.3200	SM9	S
G232_01563	0.1807	SM91	S
