GENE	COVERAGE	STRAIN	GROUP
G232_10452	0.5292	Rstd	R
G232_10452	0.2937	SM102	S
G232_10452	0.9731	SM104	S
G232_10452	0.9416	SM105	S
G232_10452	0.7946	SM108	S
G232_10452	1.2304	SM109	S
G232_10452	0.5000	SM11	S
G232_10452	0.6093	SM122	S
G232_10452	0.6078	SM13	S
G232_10452	0.2527	SM14	S
G232_10452	1.0901	SM18	S
G232_10452	0.4825	SM24	S
G232_10452	0.5839	SM27	S
G232_10452	0.5929	SM28	S
G232_10452	0.5877	SM29	S
G232_10452	1.3143	SM35	S
G232_10452	0.0000	SM36	S
G232_10452	0.9384	SM42	S
G232_10452	0.3818	SM48	S
G232_10452	0.7983	SM57	S
G232_10452	0.6387	SM66	S
G232_10452	0.9740	SM67	S
G232_10452	0.0000	SM72	S
G232_10452	0.8417	SM74	S
G232_10452	0.8124	SM84	S
G232_10452	0.9360	SM9	S
G232_10452	0.8583	SM91	S
G232_10453	0.7810	Rstd	R
G232_10453	2.9441	SM102	S
G232_10453	0.8387	SM104	S
G232_10453	0.7043	SM105	S
G232_10453	0.8133	SM108	S
G232_10453	0.8870	SM109	S
G232_10453	1.1325	SM11	S
G232_10453	0.9404	SM122	S
G232_10453	0.8097	SM13	S
G232_10453	1.5699	SM14	S
G232_10453	1.3959	SM18	S
G232_10453	1.0307	SM24	S
G232_10453	1.1019	SM27	S
G232_10453	0.9571	SM28	S
G232_10453	1.0234	SM29	S
G232_10453	1.2190	SM35	S
G232_10453	2.6498	SM36	S
G232_10453	0.8891	SM42	S
G232_10453	1.2606	SM48	S
G232_10453	1.0504	SM57	S
G232_10453	0.6013	SM66	S
G232_10453	0.7208	SM67	S
G232_10453	2.1921	SM72	S
G232_10453	0.8489	SM74	S
G232_10453	0.9016	SM84	S
G232_10453	1.1776	SM9	S
G232_10453	1.0000	SM91	S
G232_10454	0.6412	Rstd	R
G232_10454	1.3077	SM102	S
G232_10454	0.8952	SM104	S
G232_10454	0.3152	SM105	S
G232_10454	0.6058	SM108	S
G232_10454	1.0261	SM109	S
G232_10454	0.8193	SM11	S
G232_10454	0.7550	SM122	S
G232_10454	0.5786	SM13	S
G232_10454	1.6667	SM14	S
G232_10454	0.6346	SM18	S
G232_10454	0.7061	SM24	S
G232_10454	0.5287	SM27	S
G232_10454	1.1000	SM28	S
G232_10454	0.8801	SM29	S
G232_10454	0.0762	SM35	S
G232_10454	1.7510	SM36	S
G232_10454	0.7412	SM42	S
G232_10454	1.2424	SM48	S
G232_10454	0.9160	SM57	S
G232_10454	0.4387	SM66	S
G232_10454	0.8896	SM67	S
G232_10454	1.9803	SM72	S
G232_10454	0.3165	SM74	S
G232_10454	0.7140	SM84	S
G232_10454	0.7792	SM9	S
G232_10454	0.8406	SM91	S
