GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_07929	9.49	0.80	4.85	1.35	3.24	1.11	1.11	1.05	3.37	1.95	9.99	1.92	3.21	2.13	3.60	0.48	0.70	4.01	1.51	0.80	5.19	2.05	0.80	0.48	10.81	3.55	9.05
G232_07930	7.97	0.49	5.18	2.53	3.41	1.49	1.05	1.40	2.29	1.88	11.65	1.83	2.75	1.73	3.39	0.85	0.40	3.96	1.03	1.12	6.45	1.93	0.68	0.50	10.57	3.81	9.77
G232_07931	8.62	0.15	7.38	1.95	2.88	1.09	1.49	2.49	3.69	1.45	9.75	0.89	3.67	1.64	2.92	0.47	0.00	6.01	0.55	0.82	6.83	2.58	0.45	1.34	13.65	5.54	10.75
G232_07932	8.07	0.63	6.96	1.38	4.37	1.41	1.44	1.40	2.81	1.69	11.97	1.29	3.48	1.69	3.76	0.87	1.40	3.29	1.47	0.85	6.33	2.33	1.07	1.27	9.59	3.81	8.08
G232_07933	6.58	1.33	6.71	1.57	3.82	2.39	1.77	0.97	3.48	3.11	10.52	1.88	2.91	2.71	3.47	1.03	1.77	4.40	1.70	0.75	7.11	2.12	1.66	1.10	8.74	4.95	7.95
G232_07934	6.41	6.05	4.23	1.13	3.36	2.21	2.43	1.61	5.31	8.79	10.69	1.23	3.27	1.76	4.42	0.51	9.71	4.50	1.57	1.14	4.18	3.43	7.68	1.75	9.03	4.02	8.08
G232_07935	9.43	0.22	5.85	1.75	3.90	2.23	1.46	1.46	4.71	2.26	11.02	1.78	3.69	2.67	4.99	0.92	0.21	3.78	0.89	0.92	7.34	2.78	0.23	0.83	9.13	3.87	10.74
G232_07936	8.83	0.85	6.96	2.24	4.22	1.39	0.69	0.86	4.59	2.93	10.59	1.39	4.01	3.19	3.12	0.76	2.06	3.94	0.96	0.90	5.41	2.47	0.96	1.20	12.46	4.97	10.45
G232_07937	7.59	0.02	6.35	2.06	5.08	1.25	0.84	1.22	4.43	2.10	11.34	1.83	3.40	2.02	0.26	0.93	0.00	5.20	1.56	0.85	5.50	3.33	0.07	1.18	10.61	6.70	9.68
G232_07938	7.40	2.26	3.50	1.14	3.21	1.54	1.77	1.13	2.69	3.83	10.08	1.74	3.96	2.77	2.28	0.81	6.24	4.69	1.20	0.21	6.37	3.51	3.88	0.50	12.24	5.98	8.26
