GENE	COVERAGE	STRAIN	GROUP
G232_01943	0.4698	Rstd	R
G232_01943	2.5944	SM102	S
G232_01943	0.5242	SM104	S
G232_01943	0.6459	SM105	S
G232_01943	0.2822	SM108	S
G232_01943	0.7478	SM109	S
G232_01943	0.6747	SM11	S
G232_01943	0.4040	SM122	S
G232_01943	1.1262	SM13	S
G232_01943	2.8952	SM14	S
G232_01943	1.2351	SM18	S
G232_01943	0.5833	SM24	S
G232_01943	0.6921	SM27	S
G232_01943	0.2036	SM28	S
G232_01943	0.8304	SM29	S
G232_01943	0.5810	SM35	S
G232_01943	4.2685	SM36	S
G232_01943	0.6320	SM42	S
G232_01943	0.4606	SM48	S
G232_01943	0.7647	SM57	S
G232_01943	0.3961	SM66	S
G232_01943	0.5422	SM67	S
G232_01943	3.0739	SM72	S
G232_01943	0.1871	SM74	S
G232_01943	0.8429	SM84	S
G232_01943	0.6224	SM9	S
G232_01943	0.4172	SM91	S
G232_01944	0.5055	Rstd	R
G232_01944	6.7762	SM102	S
G232_01944	0.6747	SM104	S
G232_01944	0.1907	SM105	S
G232_01944	0.8506	SM108	S
G232_01944	1.5000	SM109	S
G232_01944	1.7771	SM11	S
G232_01944	0.3907	SM122	S
G232_01944	0.5728	SM13	S
G232_01944	3.5188	SM14	S
G232_01944	1.1912	SM18	S
G232_01944	0.4430	SM24	S
G232_01944	0.5265	SM27	S
G232_01944	0.5071	SM28	S
G232_01944	1.7573	SM29	S
G232_01944	0.2667	SM35	S
G232_01944	7.1401	SM36	S
G232_01944	0.7482	SM42	S
G232_01944	0.8788	SM48	S
G232_01944	0.8908	SM57	S
G232_01944	0.4942	SM66	S
G232_01944	0.7532	SM67	S
G232_01944	5.5025	SM72	S
G232_01944	0.9712	SM74	S
G232_01944	0.5973	SM84	S
G232_01944	0.4960	SM9	S
G232_01944	0.6652	SM91	S
G232_01945	0.8087	Rstd	R
G232_01945	0.8112	SM102	S
G232_01945	0.9153	SM104	S
G232_01945	0.6031	SM105	S
G232_01945	0.5602	SM108	S
G232_01945	0.8696	SM109	S
G232_01945	1.2289	SM11	S
G232_01945	0.4636	SM122	S
G232_01945	0.6019	SM13	S
G232_01945	0.9946	SM14	S
G232_01945	0.8197	SM18	S
G232_01945	0.5439	SM24	S
G232_01945	0.3949	SM27	S
G232_01945	1.0679	SM28	S
G232_01945	0.9006	SM29	S
G232_01945	0.3048	SM35	S
G232_01945	0.9416	SM36	S
G232_01945	0.7077	SM42	S
G232_01945	0.9273	SM48	S
G232_01945	0.6975	SM57	S
G232_01945	0.9239	SM66	S
G232_01945	0.7565	SM67	S
G232_01945	1.1133	SM72	S
G232_01945	0.7842	SM74	S
G232_01945	0.7971	SM84	S
G232_01945	0.6080	SM9	S
G232_01945	0.7387	SM91	S
G232_01946	0.7463	Rstd	R
G232_01946	2.5315	SM102	S
G232_01946	0.8602	SM104	S
G232_01946	0.8482	SM105	S
G232_01946	0.9461	SM108	S
G232_01946	0.7478	SM109	S
G232_01946	1.0482	SM11	S
G232_01946	0.5033	SM122	S
G232_01946	0.7049	SM13	S
G232_01946	2.0457	SM14	S
G232_01946	1.0451	SM18	S
G232_01946	0.9342	SM24	S
G232_01946	0.7070	SM27	S
G232_01946	0.6536	SM28	S
G232_01946	0.8830	SM29	S
G232_01946	1.2190	SM35	S
G232_01946	2.4358	SM36	S
