GENE	COVERAGE	STRAIN	GROUP
G232_00147	0.1992	Rstd	R
G232_00147	0.0210	SM102	S
G232_00147	0.4973	SM104	S
G232_00147	0.1051	SM105	S
G232_00147	0.7303	SM108	S
G232_00147	0.8826	SM109	S
G232_00147	0.1687	SM11	S
G232_00147	0.1126	SM122	S
G232_00147	0.5417	SM13	S
G232_00147	0.0968	SM14	S
G232_00147	0.0378	SM18	S
G232_00147	0.4912	SM24	S
G232_00147	0.1656	SM27	S
G232_00147	0.2964	SM28	S
G232_00147	0.2895	SM29	S
G232_00147	0.5429	SM35	S
G232_00147	0.0000	SM36	S
G232_00147	0.5088	SM42	S
G232_00147	0.1758	SM48	S
G232_00147	0.5966	SM57	S
G232_00147	0.3690	SM66	S
G232_00147	0.6688	SM67	S
G232_00147	0.0739	SM72	S
G232_00147	0.1583	SM74	S
G232_00147	0.5057	SM84	S
G232_00147	0.3200	SM9	S
G232_00147	0.5686	SM91	S
