GENE	COVERAGE	STRAIN	GROUP
G232_03733	0.3875	Rstd	R
G232_03733	0.4545	SM102	S
G232_03733	0.2984	SM104	S
G232_03733	0.4514	SM105	S
G232_03733	0.6369	SM108	S
G232_03733	0.3217	SM109	S
G232_03733	0.0000	SM11	S
G232_03733	0.1060	SM122	S
G232_03733	0.4194	SM13	S
G232_03733	0.3844	SM14	S
G232_03733	0.7089	SM18	S
G232_03733	0.3026	SM24	S
G232_03733	0.4013	SM27	S
G232_03733	0.7214	SM28	S
G232_03733	0.8596	SM29	S
G232_03733	0.3333	SM35	S
G232_03733	0.9883	SM36	S
G232_03733	0.5335	SM42	S
G232_03733	0.3455	SM48	S
G232_03733	0.0000	SM57	S
G232_03733	0.4297	SM66	S
G232_03733	0.0584	SM67	S
G232_03733	1.0148	SM72	S
G232_03733	0.5036	SM74	S
G232_03733	0.3112	SM84	S
G232_03733	0.5712	SM9	S
G232_03733	0.4872	SM91	S
