GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_01349	0.5610	1.5035	0.5847	0.4903	0.2656	0.2217	0.0301	0.4503	0.2311	0.4677	0.7259	0.3114	0.6412	0.5107	0.4064	0.2476	0.0000	0.4736	0.5212	0.8908	0.3510	0.4026	0.0000	0.3094	0.3951	0.5296	0.4756
G232_01350	1.0208	0.5245	0.9073	0.8054	0.7490	0.9391	0.6265	1.0000	0.9573	0.5860	1.6431	0.8640	1.0170	1.1607	1.2164	0.9619	0.3074	1.1250	0.9515	0.2269	0.9174	0.8377	0.2906	0.9353	0.8841	0.9632	0.9522
G232_01351	0.7502	0.0629	0.9113	1.2335	0.9959	0.9826	1.0723	1.7550	0.7670	0.3333	1.1462	0.9474	0.8556	0.7393	1.2515	1.2762	0.0000	0.5264	0.9515	0.4622	1.0090	1.0747	0.0690	0.7914	0.8780	0.7072	0.8751
G232_01352	0.9623	0.1469	0.9140	0.7237	0.8776	0.5348	0.7651	0.9470	1.0563	0.4946	1.4629	0.7456	0.7771	1.0429	1.0731	0.9905	0.0739	0.9806	0.9030	0.9832	0.8503	0.8896	0.1478	0.6619	0.9771	0.8096	0.9247
G232_01353	1.0030	0.9021	0.8091	1.0506	0.8050	0.4217	0.6506	0.8742	0.7553	1.0457	1.4166	0.5877	0.7325	1.1464	1.4766	0.4476	1.0078	0.7817	0.8970	0.6807	0.6929	1.1006	1.4532	0.8417	0.8185	0.5744	0.8556
G232_01354	0.9832	0.3147	0.9556	0.6770	0.9751	0.8609	1.0904	1.2053	0.7592	0.5188	1.0743	0.7325	0.8004	0.7464	0.3509	0.7524	0.1479	0.7799	0.6303	0.8655	0.8323	0.8994	0.2562	0.6906	0.8924	0.7248	0.9982
G232_01355	0.7195	1.2378	0.9261	0.4903	0.7676	0.8435	1.1928	1.1457	0.6718	0.8790	0.9549	0.7237	0.7410	0.5143	0.9678	0.9143	1.7432	0.7359	0.9212	1.4790	0.6361	0.9026	1.6158	1.0504	0.9397	0.7104	0.7059
G232_01356	0.7047	4.6713	1.0417	0.7315	1.1411	1.5391	1.0904	0.3841	1.0058	3.1720	1.2302	0.7588	0.7197	0.6821	0.9123	1.3524	5.0778	1.0511	0.7091	0.8151	0.9652	0.8994	5.7192	1.0504	0.8436	0.5136	0.9159
G232_01357	0.8969	3.1189	0.7110	0.4553	0.5996	1.5087	0.8554	1.0066	0.7631	2.5269	1.0792	0.5789	0.5053	0.4857	0.6608	0.8381	4.2607	0.8644	0.7818	0.7479	0.7923	0.4968	3.3202	0.5540	0.8741	0.6752	0.7644
G232_01358	0.9415	1.8671	0.8548	1.0000	0.7282	1.0304	0.7530	0.7351	0.7437	1.0806	1.4153	0.8289	0.6454	0.7821	1.0292	0.7333	1.6459	0.7993	0.7758	1.1092	0.6632	0.8409	1.7389	0.8777	0.7292	0.5920	0.7821
G232_01359	0.7988	0.6014	0.9704	0.8210	0.6017	0.6652	0.7229	1.0265	1.0641	0.6882	1.3946	1.0219	0.7834	0.9750	1.3567	0.6952	0.2763	0.8996	0.8121	0.8571	0.9252	0.6818	0.4926	0.7194	0.8192	0.8528	0.9894
G232_01360	0.6789	0.4476	0.7567	0.4591	0.5685	0.5304	0.4639	0.9338	0.4932	0.4140	1.2960	0.3421	0.6454	0.9429	0.8684	0.8667	0.2490	0.4507	0.8606	1.1597	0.6581	0.5390	0.3892	0.5540	0.7735	0.5952	0.7086
G232_01361	0.8117	0.2867	0.7836	0.6459	0.8299	0.9435	0.4398	0.6093	0.7573	0.3387	0.9330	1.0307	0.9830	0.7607	0.5263	1.4762	0.0389	0.9032	0.5212	1.0672	0.8090	0.6006	0.0296	0.6619	0.8360	0.8032	0.9663
G232_01362	0.8821	0.0000	0.6909	0.9961	0.7261	0.9435	0.6446	0.0596	0.9165	0.6882	1.2485	1.1667	0.9342	1.2107	1.9825	1.0952	0.0000	1.1972	0.7152	0.7395	0.8826	0.6753	0.0000	0.4676	0.8604	1.0848	1.1098
G232_01363	0.9366	0.3636	0.6478	0.7549	0.8485	0.3783	0.6687	1.1192	0.7301	0.5726	1.2935	1.0000	0.4883	0.7786	0.9444	0.9048	0.0000	0.6761	0.3697	1.2437	0.4452	0.6461	0.0493	0.3309	0.8741	0.7280	0.6820
G232_01364	0.8474	0.5734	0.8925	0.7004	0.5830	0.6087	0.6687	0.9868	0.5689	0.5323	1.3155	0.5044	0.9151	0.5679	1.0292	0.2095	0.2296	0.5880	0.8242	0.7479	0.8877	0.7825	0.3350	0.6043	0.8223	0.6160	0.7422
G232_01365	0.8454	0.6434	0.7298	0.6498	0.7448	0.4348	0.4759	0.7351	0.9534	0.7151	1.2789	0.7544	0.8811	0.8607	0.7281	0.8857	0.5331	0.7077	0.7212	0.5882	0.6555	0.8474	0.5862	0.4317	0.7544	0.8656	0.8654
G232_01366	0.9187	1.6783	0.8266	0.8521	0.5290	0.8783	0.6867	0.9007	0.8078	1.1398	1.5298	1.0219	0.7091	0.9143	1.0731	1.0476	1.5914	0.8961	0.9273	1.2857	0.7974	1.0325	2.3005	0.4101	0.7742	0.7120	0.9779
G232_01367	0.9286	7.3077	0.9368	0.5409	0.6763	1.4565	1.3012	0.8742	0.8252	4.9812	1.8319	0.7588	0.8259	0.8214	1.0789	0.9810	10.1790	0.8574	1.1697	1.3109	0.6013	1.0779	7.7980	0.5324	0.9817	0.7536	0.7901
