GENE	COVERAGE	STRAIN	GROUP
G232_06812	0.9911	Rstd	R
G232_06812	1.1538	SM102	S
G232_06812	0.7742	SM104	S
G232_06812	0.9222	SM105	S
G232_06812	0.6494	SM108	S
G232_06812	0.7435	SM109	S
G232_06812	1.1024	SM11	S
G232_06812	0.9934	SM122	S
G232_06812	0.5262	SM13	S
G232_06812	0.9247	SM14	S
G232_06812	1.1815	SM18	S
G232_06812	0.7061	SM24	S
G232_06812	0.7410	SM27	S
G232_06812	0.5286	SM28	S
G232_06812	1.2076	SM29	S
G232_06812	0.8857	SM35	S
G232_06812	0.9261	SM36	S
G232_06812	0.6637	SM42	S
G232_06812	0.5939	SM48	S
G232_06812	1.1933	SM57	S
G232_06812	0.8503	SM66	S
G232_06812	0.6883	SM67	S
G232_06812	0.7291	SM72	S
G232_06812	0.8273	SM74	S
G232_06812	0.6812	SM84	S
G232_06812	0.6048	SM9	S
G232_06812	0.7830	SM91	S
G232_06813	0.8692	Rstd	R
G232_06813	0.5944	SM102	S
G232_06813	0.9086	SM104	S
G232_06813	0.6381	SM105	S
G232_06813	0.7324	SM108	S
G232_06813	0.7130	SM109	S
G232_06813	0.3494	SM11	S
G232_06813	0.9669	SM122	S
G232_06813	0.6990	SM13	S
G232_06813	0.3925	SM14	S
G232_06813	1.2375	SM18	S
G232_06813	0.4386	SM24	S
G232_06813	0.7707	SM27	S
G232_06813	0.5607	SM28	S
G232_06813	1.0175	SM29	S
G232_06813	0.3619	SM35	S
G232_06813	0.5058	SM36	S
G232_06813	0.5387	SM42	S
G232_06813	0.3879	SM48	S
G232_06813	0.4538	SM57	S
G232_06813	0.5987	SM66	S
G232_06813	0.4156	SM67	S
G232_06813	0.2414	SM72	S
G232_06813	0.7626	SM74	S
G232_06813	0.7544	SM84	S
G232_06813	0.5424	SM9	S
G232_06813	0.7024	SM91	S
G232_06814	0.8850	Rstd	R
G232_06814	10.3776	SM102	S
G232_06814	0.8629	SM104	S
G232_06814	0.7938	SM105	S
G232_06814	0.8983	SM108	S
G232_06814	0.8739	SM109	S
G232_06814	1.8012	SM11	S
G232_06814	0.9603	SM122	S
G232_06814	0.8641	SM13	S
G232_06814	0.6425	SM14	S
G232_06814	0.0000	SM18	S
G232_06814	0.8421	SM24	S
G232_06814	0.9724	SM27	S
G232_06814	0.9143	SM28	S
G232_06814	0.0000	SM29	S
G232_06814	0.9524	SM35	S
G232_06814	0.1245	SM36	S
G232_06814	0.8415	SM42	S
G232_06814	0.2848	SM48	S
G232_06814	0.8319	SM57	S
G232_06814	1.1342	SM66	S
G232_06814	1.1429	SM67	S
G232_06814	0.0000	SM72	S
G232_06814	1.0719	SM74	S
G232_06814	0.7834	SM84	S
G232_06814	1.2880	SM9	S
G232_06814	0.9291	SM91	S
G232_06815	0.8335	Rstd	R
G232_06815	1.9091	SM102	S
G232_06815	0.8669	SM104	S
G232_06815	0.6187	SM105	S
G232_06815	0.6929	SM108	S
G232_06815	0.9000	SM109	S
G232_06815	0.9157	SM11	S
G232_06815	0.7219	SM122	S
G232_06815	0.7165	SM13	S
G232_06815	1.6210	SM14	S
G232_06815	1.2765	SM18	S
G232_06815	0.9167	SM24	S
G232_06815	0.7240	SM27	S
G232_06815	0.9964	SM28	S
G232_06815	1.2310	SM29	S
G232_06815	1.1238	SM35	S
G232_06815	2.4514	SM36	S
G232_06815	0.8099	SM42	S
G232_06815	1.0727	SM48	S
G232_06815	0.9160	SM57	S
G232_06815	0.8258	SM66	S
G232_06815	0.7468	SM67	S
G232_06815	1.8276	SM72	S
G232_06815	0.8201	SM74	S
G232_06815	0.7498	SM84	S
G232_06815	0.5632	SM9	S
G232_06815	0.8344	SM91	S
G232_06816	0.8117	Rstd	R
G232_06816	0.0000	SM102	S
G232_06816	0.7460	SM104	S
G232_06816	0.7121	SM105	S
G232_06816	0.6722	SM108	S
G232_06816	0.3435	SM109	S
G232_06816	0.4036	SM11	S
G232_06816	1.3444	SM122	S
G232_06816	0.6602	SM13	S
G232_06816	0.3253	SM14	S
G232_06816	1.0183	SM18	S
G232_06816	0.8421	SM24	S
G232_06816	0.9958	SM27	S
G232_06816	0.5893	SM28	S
G232_06816	1.1053	SM29	S
G232_06816	0.6476	SM35	S
G232_06816	0.0000	SM36	S
G232_06816	0.8838	SM42	S
G232_06816	0.4182	SM48	S
G232_06816	0.9580	SM57	S
G232_06816	0.7923	SM66	S
G232_06816	1.0877	SM67	S
G232_06816	0.0394	SM72	S
G232_06816	0.6547	SM74	S
G232_06816	0.9329	SM84	S
G232_06816	0.9072	SM9	S
