GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_05199	6.25	0.00	5.57	2.81	5.30	0.56	2.66	0.31	3.38	2.54	8.87	1.09	3.85	3.30	3.38	0.00	0.26	4.49	1.81	0.94	3.71	3.96	0.00	0.30	12.22	7.05	8.57
G232_05200	10.74	0.84	6.90	2.52	2.63	2.14	0.49	1.32	4.67	3.18	15.26	1.19	4.39	2.08	6.56	1.15	1.55	5.41	0.87	0.29	5.25	3.26	1.74	1.63	10.74	7.83	11.14
G232_05201	8.01	0.12	6.33	1.62	3.66	1.07	0.81	0.97	3.46	1.87	10.38	1.64	3.67	1.79	3.62	0.89	0.06	4.19	1.27	0.71	4.71	2.23	0.08	0.78	10.88	4.23	9.24
G232_05202	9.27	0.17	6.18	2.66	4.14	0.96	0.69	1.67	3.87	1.91	10.46	1.61	3.34	2.18	3.17	0.60	0.28	4.04	1.12	0.93	5.10	2.87	0.40	0.99	10.75	3.95	9.44
G232_05203	6.85	0.00	4.94	2.10	3.31	3.17	0.80	0.94	4.77	2.36	13.98	1.70	3.46	1.58	3.54	0.39	0.01	4.69	1.27	0.68	7.48	1.89	0.16	1.42	9.06	3.44	11.63
G232_05204	8.76	1.94	5.31	1.88	3.18	1.56	1.28	0.79	4.32	4.86	11.86	1.71	5.24	2.49	3.17	0.35	1.55	7.26	0.69	0.76	5.99	2.09	2.62	2.06	9.38	6.48	9.14
G232_05205	6.97	0.83	5.67	1.25	3.96	1.22	1.00	1.62	4.05	3.21	9.17	1.72	2.74	2.30	3.72	0.34	1.53	5.15	1.72	0.65	5.40	2.47	1.34	0.72	8.59	4.67	7.97
G232_05206	8.35	0.33	5.22	2.63	3.79	1.42	0.87	0.86	3.29	2.31	11.81	1.02	3.10	2.32	3.26	0.39	0.20	5.30	1.12	0.70	4.91	1.83	0.42	1.44	10.90	6.21	9.76
G232_05207	8.23	0.09	5.12	1.53	4.15	0.82	0.83	1.38	3.81	1.43	8.96	1.87	3.27	1.76	3.55	0.77	0.21	3.38	1.18	0.78	3.98	2.15	0.31	0.67	10.07	4.20	8.95
G232_05208	9.69	0.14	6.16	1.94	2.99	0.79	0.92	0.68	5.20	1.87	12.20	1.43	3.58	2.38	4.51	0.79	0.65	4.43	0.91	0.78	3.78	2.21	0.29	0.61	10.12	4.67	10.26
