GENE	COVERAGE	STRAIN	GROUP
G232_06851	2.0763	Rstd	R
G232_06851	0.2517	SM102	S
G232_06851	2.2796	SM104	S
G232_06851	1.0934	SM105	S
G232_06851	1.8506	SM108	S
G232_06851	1.3348	SM109	S
G232_06851	1.7530	SM11	S
G232_06851	2.8808	SM122	S
G232_06851	1.0252	SM13	S
G232_06851	0.8306	SM14	S
G232_06851	4.2290	SM18	S
G232_06851	1.1096	SM24	S
G232_06851	1.9342	SM27	S
G232_06851	1.1321	SM28	S
G232_06851	3.9327	SM29	S
G232_06851	1.8571	SM35	S
G232_06851	0.0000	SM36	S
G232_06851	1.8468	SM42	S
G232_06851	1.5939	SM48	S
G232_06851	2.8824	SM57	S
G232_06851	1.8335	SM66	S
G232_06851	1.8117	SM67	S
G232_06851	0.0000	SM72	S
G232_06851	2.3597	SM74	S
G232_06851	2.1831	SM84	S
G232_06851	1.3328	SM9	S
G232_06851	1.8893	SM91	S
G232_06852	0.9376	Rstd	R
G232_06852	0.0839	SM102	S
G232_06852	1.0349	SM104	S
G232_06852	0.8755	SM105	S
G232_06852	0.8278	SM108	S
G232_06852	0.9174	SM109	S
G232_06852	0.9880	SM11	S
G232_06852	1.1457	SM122	S
G232_06852	0.7398	SM13	S
G232_06852	0.4866	SM14	S
G232_06852	1.7527	SM18	S
G232_06852	0.9474	SM24	S
G232_06852	0.9066	SM27	S
G232_06852	0.9250	SM28	S
G232_06852	0.5819	SM29	S
G232_06852	1.2571	SM35	S
G232_06852	0.0000	SM36	S
G232_06852	0.6972	SM42	S
G232_06852	0.4485	SM48	S
G232_06852	0.7899	SM57	S
G232_06852	1.0968	SM66	S
G232_06852	0.7760	SM67	S
G232_06852	0.0591	SM72	S
G232_06852	1.0504	SM74	S
G232_06852	0.7658	SM84	S
G232_06852	1.1264	SM9	S
G232_06852	0.7777	SM91	S
G232_06853	0.6581	Rstd	R
G232_06853	0.2517	SM102	S
G232_06853	0.7487	SM104	S
G232_06853	0.6732	SM105	S
G232_06853	0.9336	SM108	S
G232_06853	0.5609	SM109	S
G232_06853	0.3855	SM11	S
G232_06853	0.8675	SM122	S
G232_06853	0.6796	SM13	S
G232_06853	0.2204	SM14	S
G232_06853	0.0000	SM18	S
G232_06853	0.8202	SM24	S
G232_06853	0.5817	SM27	S
G232_06853	1.1036	SM28	S
G232_06853	1.3509	SM29	S
G232_06853	0.8952	SM35	S
G232_06853	0.0000	SM36	S
G232_06853	0.9965	SM42	S
G232_06853	0.8788	SM48	S
G232_06853	0.9916	SM57	S
G232_06853	0.8245	SM66	S
G232_06853	0.7143	SM67	S
G232_06853	0.1281	SM72	S
G232_06853	0.4892	SM74	S
G232_06853	0.9024	SM84	S
G232_06853	0.7088	SM9	S
G232_06853	0.9734	SM91	S
G232_06854	0.8285	Rstd	R
G232_06854	0.0629	SM102	S
G232_06854	0.5860	SM104	S
G232_06854	0.1518	SM105	S
G232_06854	0.6618	SM108	S
G232_06854	0.2783	SM109	S
G232_06854	0.0843	SM11	S
G232_06854	0.5563	SM122	S
G232_06854	0.8058	SM13	S
G232_06854	0.2204	SM14	S
G232_06854	0.0000	SM18	S
G232_06854	0.6974	SM24	S
G232_06854	0.1380	SM27	S
G232_06854	0.7500	SM28	S
G232_06854	1.2924	SM29	S
G232_06854	0.1048	SM35	S
G232_06854	0.0078	SM36	S
G232_06854	0.7975	SM42	S
G232_06854	0.6364	SM48	S
G232_06854	1.0252	SM57	S
G232_06854	0.7626	SM66	S
G232_06854	0.6299	SM67	S
G232_06854	0.0246	SM72	S
G232_06854	0.2014	SM74	S
G232_06854	0.8085	SM84	S
G232_06854	0.0768	SM9	S
G232_06854	0.7192	SM91	S
