GENE	COVERAGE	STRAIN	GROUP
G232_04801	0.5124	Rstd	R
G232_04801	0.0000	SM102	S
G232_04801	0.9960	SM104	S
G232_04801	1.0233	SM105	S
G232_04801	0.8776	SM108	S
G232_04801	1.3609	SM109	S
G232_04801	0.5181	SM11	S
G232_04801	1.6821	SM122	S
G232_04801	1.1146	SM13	S
G232_04801	0.2339	SM14	S
G232_04801	0.5177	SM18	S
G232_04801	1.5175	SM24	S
G232_04801	0.7771	SM27	S
G232_04801	0.8071	SM28	S
G232_04801	0.3596	SM29	S
G232_04801	0.6762	SM35	S
G232_04801	0.0000	SM36	S
G232_04801	0.6180	SM42	S
G232_04801	0.1273	SM48	S
G232_04801	1.2101	SM57	S
G232_04801	1.4439	SM66	S
G232_04801	0.5390	SM67	S
G232_04801	0.1970	SM72	S
G232_04801	0.6187	SM74	S
G232_04801	0.3783	SM84	S
G232_04801	0.8336	SM9	S
G232_04801	0.3694	SM91	S
G232_04802	1.1130	Rstd	R
G232_04802	0.6364	SM102	S
G232_04802	1.5941	SM104	S
G232_04802	1.3735	SM105	S
G232_04802	0.5830	SM108	S
G232_04802	0.4913	SM109	S
G232_04802	0.8675	SM11	S
G232_04802	1.4702	SM122	S
G232_04802	0.7767	SM13	S
G232_04802	1.1452	SM14	S
G232_04802	1.0317	SM18	S
G232_04802	0.8684	SM24	S
G232_04802	0.6561	SM27	S
G232_04802	1.1607	SM28	S
G232_04802	1.4094	SM29	S
G232_04802	0.2667	SM35	S
G232_04802	0.0000	SM36	S
G232_04802	1.0088	SM42	S
G232_04802	0.6545	SM48	S
G232_04802	0.0000	SM57	S
G232_04802	0.8697	SM66	S
G232_04802	0.6494	SM67	S
G232_04802	0.1675	SM72	S
G232_04802	1.2518	SM74	S
G232_04802	0.7559	SM84	S
G232_04802	0.9472	SM9	S
G232_04802	0.6298	SM91	S
G232_04803	0.8484	Rstd	R
G232_04803	0.0839	SM102	S
G232_04803	1.0753	SM104	S
G232_04803	0.9183	SM105	S
G232_04803	0.8340	SM108	S
G232_04803	0.9565	SM109	S
G232_04803	0.6867	SM11	S
G232_04803	0.5960	SM122	S
G232_04803	0.7010	SM13	S
G232_04803	0.6425	SM14	S
G232_04803	1.5371	SM18	S
G232_04803	0.6272	SM24	S
G232_04803	0.5372	SM27	S
G232_04803	0.9321	SM28	S
G232_04803	0.7105	SM29	S
G232_04803	0.2286	SM35	S
G232_04803	0.0000	SM36	S
G232_04803	0.9243	SM42	S
G232_04803	1.0424	SM48	S
G232_04803	0.4034	SM57	S
G232_04803	0.6310	SM66	S
G232_04803	0.7597	SM67	S
G232_04803	0.0000	SM72	S
G232_04803	0.7626	SM74	S
G232_04803	0.9336	SM84	S
G232_04803	0.6576	SM9	S
G232_04803	0.7848	SM91	S
G232_04804	1.0743	Rstd	R
G232_04804	2.4056	SM102	S
G232_04804	0.7083	SM104	S
G232_04804	0.4397	SM105	S
G232_04804	0.7220	SM108	S
G232_04804	1.2087	SM109	S
G232_04804	1.0964	SM11	S
G232_04804	0.4702	SM122	S
G232_04804	0.8505	SM13	S
G232_04804	2.2903	SM14	S
G232_04804	1.4568	SM18	S
G232_04804	1.0439	SM24	S
G232_04804	0.5414	SM27	S
G232_04804	1.0571	SM28	S
G232_04804	0.8538	SM29	S
G232_04804	0.8095	SM35	S
G232_04804	3.5603	SM36	S
G232_04804	0.9542	SM42	S
G232_04804	0.5879	SM48	S
G232_04804	1.0084	SM57	S
G232_04804	0.6723	SM66	S
G232_04804	0.6104	SM67	S
G232_04804	2.7143	SM72	S
G232_04804	0.5180	SM74	S
G232_04804	0.9527	SM84	S
G232_04804	1.2528	SM9	S
G232_04804	1.0000	SM91	S
G232_04805	1.1665	Rstd	R
G232_04805	0.2937	SM102	S
G232_04805	0.8481	SM104	S
G232_04805	0.7198	SM105	S
G232_04805	0.8651	SM108	S
G232_04805	0.5261	SM109	S
G232_04805	0.5482	SM11	S
G232_04805	1.1656	SM122	S
G232_04805	0.8874	SM13	S
G232_04805	0.5645	SM14	S
G232_04805	1.2156	SM18	S
G232_04805	0.6754	SM24	S
G232_04805	0.8153	SM27	S
G232_04805	0.7500	SM28	S
G232_04805	1.2573	SM29	S
G232_04805	0.8095	SM35	S
G232_04805	0.2529	SM36	S
G232_04805	0.7940	SM42	S
G232_04805	0.7576	SM48	S
G232_04805	0.6218	SM57	S
G232_04805	0.7200	SM66	S
G232_04805	0.8734	SM67	S
G232_04805	0.3251	SM72	S
G232_04805	0.4964	SM74	S
G232_04805	0.9779	SM84	S
G232_04805	0.6880	SM9	S
G232_04805	0.8707	SM91	S
G232_04806	0.8176	Rstd	R
G232_04806	0.2308	SM102	S
G232_04806	0.7917	SM104	S
G232_04806	0.6809	SM105	S
G232_04806	0.7863	SM108	S
G232_04806	0.5739	SM109	S
G232_04806	0.6386	SM11	S
G232_04806	1.1126	SM122	S
G232_04806	0.6777	SM13	S
G232_04806	0.6720	SM14	S
G232_04806	1.3837	SM18	S
G232_04806	0.4079	SM24	S
G232_04806	0.9151	SM27	S
G232_04806	0.7393	SM28	S
G232_04806	1.0497	SM29	S
G232_04806	0.6571	SM35	S
G232_04806	0.0117	SM36	S
G232_04806	0.7535	SM42	S
G232_04806	0.4848	SM48	S
G232_04806	1.2101	SM57	S
G232_04806	0.8426	SM66	S
G232_04806	0.8669	SM67	S
G232_04806	0.0640	SM72	S
G232_04806	0.5396	SM74	S
G232_04806	0.9260	SM84	S
G232_04806	0.7488	SM9	S
G232_04806	0.8043	SM91	S
G232_04807	0.9643	Rstd	R
G232_04807	0.6014	SM102	S
G232_04807	0.6841	SM104	S
G232_04807	0.4708	SM105	S
G232_04807	0.7697	SM108	S
G232_04807	0.5087	SM109	S
G232_04807	0.5723	SM11	S
G232_04807	0.5629	SM122	S
G232_04807	0.6816	SM13	S
G232_04807	0.4113	SM14	S
G232_04807	1.5079	SM18	S
G232_04807	0.6404	SM24	S
G232_04807	0.7197	SM27	S
G232_04807	1.1464	SM28	S
G232_04807	1.3099	SM29	S
G232_04807	0.4857	SM35	S
G232_04807	0.1790	SM36	S
G232_04807	0.9419	SM42	S
G232_04807	0.6545	SM48	S
G232_04807	0.4454	SM57	S
G232_04807	0.6271	SM66	S
G232_04807	0.7727	SM67	S
G232_04807	0.1970	SM72	S
G232_04807	0.6691	SM74	S
G232_04807	0.8863	SM84	S
G232_04807	0.6544	SM9	S
G232_04807	0.9070	SM91	S
G232_04808	0.9584	Rstd	R
G232_04808	0.1748	SM102	S
G232_04808	0.7460	SM104	S
G232_04808	0.7743	SM105	S
G232_04808	0.8963	SM108	S
G232_04808	0.6174	SM109	S
G232_04808	0.6205	SM11	S
G232_04808	0.8808	SM122	S
G232_04808	0.9029	SM13	S
G232_04808	0.7177	SM14	S
G232_04808	1.3325	SM18	S
G232_04808	0.6272	SM24	S
G232_04808	0.8577	SM27	S
G232_04808	1.1143	SM28	S
G232_04808	1.2427	SM29	S
G232_04808	0.7619	SM35	S
G232_04808	0.1673	SM36	S
G232_04808	0.8521	SM42	S
G232_04808	0.5515	SM48	S
G232_04808	0.7227	SM57	S
G232_04808	0.6826	SM66	S
G232_04808	0.8312	SM67	S
G232_04808	0.2365	SM72	S
G232_04808	0.2734	SM74	S
G232_04808	0.8879	SM84	S
G232_04808	0.8848	SM9	S
G232_04808	0.9743	SM91	S
G232_04809	0.7582	Rstd	R
G232_04809	1.0839	SM102	S
G232_04809	0.8481	SM104	S
G232_04809	0.4475	SM105	S
G232_04809	0.5602	SM108	S
G232_04809	0.7000	SM109	S
G232_04809	0.7651	SM11	S
G232_04809	0.8675	SM122	S
G232_04809	0.5845	SM13	S
G232_04809	1.0430	SM14	S
G232_04809	0.9695	SM18	S
