GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_05239	8.36	0.40	6.20	1.57	4.15	1.97	1.00	1.02	4.63	2.11	10.31	1.93	4.95	2.47	3.05	0.82	0.04	4.33	0.90	0.43	5.34	2.43	0.14	0.87	10.56	3.95	9.09
G232_05240	7.77	0.14	5.24	3.76	3.69	1.64	0.54	1.58	2.49	1.20	9.12	2.83	3.63	2.81	4.13	1.21	0.11	4.28	1.21	1.29	6.06	1.64	0.14	1.07	8.91	5.03	9.04
G232_05241	8.62	0.30	6.75	2.50	4.07	2.20	0.69	1.76	4.54	1.94	10.62	1.66	4.10	1.77	4.46	1.19	0.48	4.90	1.08	0.68	6.91	2.81	0.59	1.42	10.67	5.14	9.09
G232_05242	12.38	0.07	5.90	2.50	4.64	2.02	1.35	0.94	3.40	1.37	9.66	1.66	4.95	2.10	3.11	0.92	0.00	4.73	1.12	0.94	6.42	2.51	0.00	1.25	11.36	4.01	11.57
G232_05243	10.88	0.85	7.34	1.29	4.69	2.01	1.35	1.74	3.34	3.35	9.62	1.18	2.06	2.33	4.07	0.64	0.87	3.80	1.18	1.16	6.63	2.48	0.88	1.17	10.15	3.67	9.42
G232_05244	7.03	0.58	7.50	1.27	4.04	1.79	0.61	1.10	3.24	2.65	9.40	1.23	2.48	1.85	3.67	0.72	0.62	3.06	1.22	0.52	6.12	1.90	0.90	1.08	9.03	3.83	8.79
G232_05245	9.22	0.12	5.73	1.60	4.02	1.51	0.56	0.42	4.00	2.22	10.73	0.87	2.76	1.33	4.13	0.47	0.03	4.02	0.41	0.22	4.56	1.84	0.07	0.69	9.97	5.53	9.11
G232_05246	6.78	0.00	6.86	2.32	3.69	2.10	1.50	1.12	4.42	0.67	8.59	1.70	5.25	2.59	3.00	0.67	0.00	5.30	0.34	0.44	7.47	2.19	0.00	0.92	10.10	4.57	8.80
G232_05247	6.10	0.51	6.08	1.89	4.78	2.39	1.33	2.08	3.46	1.64	9.80	1.37	3.75	2.52	4.80	0.44	0.08	2.46	1.40	1.30	8.17	2.82	0.31	0.44	11.54	3.08	5.67
G232_05248	8.08	0.40	7.99	2.25	4.42	2.59	1.09	0.97	3.70	2.65	8.45	1.63	3.10	2.57	3.96	0.56	1.12	4.62	0.77	0.77	7.08	2.37	0.78	0.80	8.85	4.06	8.76
G232_05249	7.82	0.11	7.11	1.69	4.13	1.33	0.60	2.26	4.62	1.69	8.91	1.94	3.36	2.90	1.92	0.65	0.00	4.72	1.11	0.71	5.38	2.96	0.08	0.59	12.52	5.41	10.47
G232_05250	9.82	0.05	7.51	2.86	4.36	1.60	1.57	2.17	3.97	2.07	10.32	1.25	3.16	1.62	4.44	0.36	0.00	5.29	1.84	0.73	6.64	4.05	0.18	1.35	12.02	7.36	11.04
G232_05251	9.24	1.23	7.71	1.75	3.72	1.12	1.84	1.07	5.10	1.25	10.36	1.13	3.54	2.41	3.87	0.23	0.73	4.41	0.83	0.93	6.48	2.91	0.77	0.71	8.95	5.14	11.21
G232_05252	8.61	0.00	5.44	1.91	3.01	2.10	1.69	1.66	5.16	2.93	10.23	1.81	4.17	1.63	5.12	0.99	0.14	5.76	1.15	0.95	6.67	2.63	0.07	1.38	13.73	5.85	11.37
