GENE	COVERAGE	STRAIN	GROUP
G232_05227	0.8672	Rstd	R
G232_05227	1.4336	SM102	S
G232_05227	0.8911	SM104	S
G232_05227	0.6148	SM105	S
G232_05227	0.9564	SM108	S
G232_05227	0.8783	SM109	S
G232_05227	0.7651	SM11	S
G232_05227	0.5033	SM122	S
G232_05227	0.6039	SM13	S
G232_05227	0.7446	SM14	S
G232_05227	1.4348	SM18	S
G232_05227	0.8991	SM24	S
G232_05227	0.6178	SM27	S
G232_05227	0.9929	SM28	S
G232_05227	1.0760	SM29	S
G232_05227	0.6286	SM35	S
G232_05227	0.6965	SM36	S
G232_05227	0.7165	SM42	S
G232_05227	0.9576	SM48	S
G232_05227	0.5462	SM57	S
G232_05227	0.8710	SM66	S
G232_05227	0.7468	SM67	S
G232_05227	1.1478	SM72	S
G232_05227	0.6403	SM74	S
G232_05227	0.9542	SM84	S
G232_05227	0.6816	SM9	S
G232_05227	0.6430	SM91	S
