GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_02385	0.9554	0.4126	0.5874	0.4942	0.7199	0.8565	0.6205	1.2185	0.6602	0.3199	1.4762	0.8202	0.7495	0.6107	1.3450	0.2952	0.5642	1.1320	0.9212	0.9244	0.7406	0.8766	0.6355	0.3094	1.0290	0.7728	1.0576
G232_02386	1.0069	0.7972	0.9395	0.7899	0.7801	0.9565	0.5301	0.9205	0.7476	0.8629	1.2850	0.4693	0.7049	0.8250	1.0439	1.2571	1.1128	0.8715	0.6303	0.3950	0.7342	0.7370	1.1675	0.4101	0.6690	0.6656	0.6856
G232_02387	1.2398	1.9860	0.7809	0.7860	0.7116	0.9130	1.3795	0.6887	1.1301	1.1559	1.2984	0.9561	1.0870	1.1464	1.7368	0.7905	1.8093	1.6197	0.9455	0.4622	0.7819	1.6364	1.7241	0.3597	0.7551	0.8704	0.8308
G232_02388	1.2656	0.4615	0.9946	1.4825	0.5892	0.7348	0.7470	0.4238	0.9476	0.6962	1.6663	1.5307	1.4607	1.5571	1.2164	1.1619	0.8288	1.3592	0.3152	0.8235	1.0710	0.6299	0.5813	1.0935	0.6987	0.7872	0.8990
G232_02389	0.8523	0.1818	0.9126	0.8327	1.1224	0.7000	0.5120	1.3444	0.8039	0.5349	1.3788	0.8728	0.8599	0.9607	0.7515	0.8952	0.0000	0.7940	0.6364	0.7563	0.8039	0.8766	0.0000	0.5971	0.9039	0.8672	0.8609
G232_02390	0.9138	0.2238	0.9933	0.8599	0.6535	0.8000	0.8614	0.7285	0.8893	0.6290	1.0658	0.6053	0.7091	0.7143	0.9035	1.4000	0.3307	0.9120	0.4909	1.0588	0.6568	0.8929	0.3596	0.5324	0.7361	0.6720	0.8388
G232_02391	0.9633	0.1678	0.7030	1.0506	1.0830	1.1217	0.2831	1.0861	0.7223	0.4731	1.2582	0.6974	0.4416	1.3571	1.1257	0.6190	0.3074	1.0123	0.5758	1.0084	0.7471	1.1623	0.4926	1.1799	0.8124	0.6032	0.8468
G232_02392	0.9217	0.8671	0.6788	0.8521	0.6743	0.6826	0.7169	1.1523	0.9398	0.9892	1.3264	0.5526	0.8047	0.9393	1.0088	1.2857	0.9377	0.9912	0.9939	0.5378	0.7316	0.7175	0.8128	0.8273	0.8810	0.7808	0.9796
G232_02393	0.8474	0.4266	0.6505	1.8872	1.2241	0.2174	1.1325	1.3974	0.3437	0.1989	0.7564	0.9342	0.7452	1.0893	0.9971	0.8000	0.0000	0.6514	1.3030	1.8908	0.9071	1.0617	0.0985	1.1079	0.7826	0.8656	0.8308
G232_02394	0.6739	0.1049	0.8239	0.8638	0.9440	0.3130	0.9819	0.7815	0.6990	0.4812	1.2180	0.7149	0.8854	0.5929	0.6988	1.3429	0.0156	0.8151	0.9636	1.1597	1.0529	1.0779	0.1576	0.7410	0.8047	0.7904	0.9920
G232_02395	0.7998	0.9091	0.8495	0.5953	0.6577	0.9043	0.8072	0.9934	0.8019	0.5242	1.1644	0.7368	0.8386	0.9071	0.6491	0.9905	0.5875	0.9384	0.6364	0.7059	0.9213	0.8864	0.5714	0.6619	0.8406	0.7696	1.0062
