GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_09896	0.9514	0.1049	0.7823	0.5331	0.6888	0.5913	0.3976	1.0397	1.0835	0.8011	1.3179	0.8553	0.8620	0.8643	0.8304	0.7619	0.0311	0.9437	0.5576	0.8824	0.8284	0.9935	0.0591	1.1511	0.8207	0.7168	0.8273
G232_09897	1.1348	0.1538	0.8132	0.6265	1.0622	0.9000	0.5783	0.5960	0.9534	0.5376	1.2290	0.6491	0.7983	1.1107	1.0351	0.7238	0.1712	0.9032	0.8788	0.7479	0.7665	0.8084	0.1724	0.7986	0.9436	0.5696	0.7325
G232_09898	1.1199	8.0140	0.8898	0.6887	0.7303	1.5565	1.6205	0.8477	0.8233	5.3011	1.1681	0.7061	0.7155	0.7143	0.8158	0.9238	10.0078	0.9718	0.9818	0.8992	0.5948	0.8182	8.3054	0.8777	0.9870	0.6336	0.8955
G232_09899	0.9098	0.9720	0.9046	0.7588	0.8299	1.0130	0.8614	0.9404	0.8233	0.9194	1.2229	0.7149	0.7601	1.0286	0.8713	0.9238	1.2685	0.8327	0.8485	0.7479	0.8723	1.0260	1.2167	0.7410	0.8284	0.8304	0.9451
G232_09900	0.9841	1.9510	0.9973	0.6965	0.8610	1.1957	0.9036	1.0596	0.8039	2.1801	1.3130	0.7149	0.9321	1.2571	1.4474	1.1238	2.8988	1.1039	0.8667	0.7815	0.8942	0.7532	2.7192	0.8921	0.8185	0.7056	0.9628
G232_09901	0.9237	0.1818	0.9489	0.9300	0.6971	0.6913	1.0241	0.9404	0.8466	0.4167	1.5834	0.5877	0.8705	1.1357	1.1140	0.5333	0.6265	0.8398	1.0848	0.2689	0.5948	0.7468	0.4532	0.7050	1.1014	1.1328	0.9097
G232_09902	0.7919	0.1189	0.5780	0.5292	0.8112	0.6304	0.2771	1.1589	1.0078	0.8333	1.3605	1.4956	1.1720	1.1893	1.2076	0.3524	0.1518	0.9877	0.9576	0.3613	0.8426	0.8117	0.2857	0.5827	0.8436	0.9376	0.8565
G232_09903	1.0515	1.2308	0.8253	0.6381	1.1680	0.7000	0.6506	1.0331	0.5165	1.3172	1.2777	0.8465	0.6030	1.1643	1.2515	1.4571	1.5992	0.7835	0.3333	0.8235	0.7445	1.1753	1.2808	0.4460	0.7788	0.7136	0.7803
G232_09904	1.1437	0.1958	0.7056	1.0078	0.8257	0.6652	0.6867	1.1921	1.5184	0.8441	1.6894	0.7982	0.8599	1.0786	1.3480	0.2762	0.1323	1.1356	0.7697	0.4706	0.9806	0.7208	0.3103	0.4964	0.8040	1.2544	0.8105
G232_09905	0.7849	0.0000	0.7164	0.7082	0.9419	0.9478	0.5542	0.4172	0.8291	0.3199	0.4202	0.6667	0.8068	0.9643	1.5673	1.1048	0.0000	0.7394	0.2667	0.8319	0.8697	0.8571	0.1626	1.0432	0.6537	0.9168	0.9238
