GENE	COVERAGE	STRAIN	GROUP
G232_10200	1.2389	Rstd	R
G232_10200	0.4476	SM102	S
G232_10200	1.2863	SM104	S
G232_10200	0.7276	SM105	S
G232_10200	0.7178	SM108	S
G232_10200	0.9348	SM109	S
G232_10200	0.7590	SM11	S
G232_10200	1.9073	SM122	S
G232_10200	0.8058	SM13	S
G232_10200	0.5833	SM14	S
G232_10200	0.6760	SM18	S
G232_10200	0.7895	SM24	S
G232_10200	1.6900	SM27	S
G232_10200	1.0500	SM28	S
G232_10200	0.5409	SM29	S
G232_10200	1.2762	SM35	S
G232_10200	0.3735	SM36	S
G232_10200	1.0599	SM42	S
G232_10200	1.1212	SM48	S
G232_10200	1.1597	SM57	S
G232_10200	1.1948	SM66	S
G232_10200	1.0455	SM67	S
G232_10200	0.7685	SM72	S
G232_10200	1.3597	SM74	S
G232_10200	1.0542	SM84	S
G232_10200	0.7648	SM9	S
G232_10200	0.9167	SM91	S
G232_10201	0.9247	Rstd	R
G232_10201	0.1608	SM102	S
G232_10201	0.9167	SM104	S
G232_10201	0.8132	SM105	S
G232_10201	0.5664	SM108	S
G232_10201	1.0478	SM109	S
G232_10201	0.5422	SM11	S
G232_10201	1.5960	SM122	S
G232_10201	0.7650	SM13	S
G232_10201	0.4194	SM14	S
G232_10201	0.7552	SM18	S
G232_10201	1.0000	SM24	S
G232_10201	1.6093	SM27	S
G232_10201	0.8179	SM28	S
G232_10201	0.5936	SM29	S
G232_10201	0.6000	SM35	S
G232_10201	0.4202	SM36	S
G232_10201	0.7218	SM42	S
G232_10201	0.8182	SM48	S
G232_10201	0.8235	SM57	S
G232_10201	0.9394	SM66	S
G232_10201	0.6786	SM67	S
G232_10201	0.5222	SM72	S
G232_10201	0.5971	SM74	S
G232_10201	0.8978	SM84	S
G232_10201	1.0960	SM9	S
G232_10201	0.8884	SM91	S
G232_10202	0.7631	Rstd	R
G232_10202	0.0909	SM102	S
G232_10202	0.9516	SM104	S
G232_10202	0.5019	SM105	S
G232_10202	0.0000	SM108	S
G232_10202	1.2174	SM109	S
G232_10202	0.3735	SM11	S
G232_10202	1.7285	SM122	S
G232_10202	0.8563	SM13	S
G232_10202	0.6989	SM14	S
G232_10202	0.0000	SM18	S
G232_10202	0.9254	SM24	S
G232_10202	2.3376	SM27	S
G232_10202	0.4750	SM28	S
G232_10202	0.3801	SM29	S
G232_10202	1.2476	SM35	S
G232_10202	1.1595	SM36	S
G232_10202	0.6479	SM42	S
G232_10202	0.4788	SM48	S
G232_10202	1.1092	SM57	S
G232_10202	1.2503	SM66	S
G232_10202	0.4805	SM67	S
G232_10202	0.8473	SM72	S
G232_10202	0.6115	SM74	S
G232_10202	0.5774	SM84	S
G232_10202	0.7872	SM9	S
G232_10202	0.7210	SM91	S
