GENE	COVERAGE	STRAIN	GROUP
G232_06916	0.4737	Rstd	R
G232_06916	0.4126	SM102	S
G232_06916	0.4960	SM104	S
G232_06916	0.4280	SM105	S
G232_06916	0.4232	SM108	S
G232_06916	0.5000	SM109	S
G232_06916	0.3072	SM11	S
G232_06916	0.5364	SM122	S
G232_06916	0.5029	SM13	S
G232_06916	0.5457	SM14	S
G232_06916	0.8453	SM18	S
G232_06916	0.3772	SM24	S
G232_06916	0.5159	SM27	S
G232_06916	0.4607	SM28	S
G232_06916	0.8977	SM29	S
G232_06916	0.5905	SM35	S
G232_06916	0.2412	SM36	S
G232_06916	0.4313	SM42	S
G232_06916	0.4545	SM48	S
G232_06916	0.3529	SM57	S
G232_06916	0.4413	SM66	S
G232_06916	0.4026	SM67	S
G232_06916	0.3300	SM72	S
G232_06916	0.3165	SM74	S
G232_06916	0.5408	SM84	S
G232_06916	0.5296	SM9	S
G232_06916	0.4535	SM91	S
G232_06917	0.8295	Rstd	R
G232_06917	0.0280	SM102	S
G232_06917	0.9113	SM104	S
G232_06917	0.6965	SM105	S
G232_06917	0.5539	SM108	S
G232_06917	0.6522	SM109	S
G232_06917	0.2530	SM11	S
G232_06917	0.7417	SM122	S
G232_06917	0.8330	SM13	S
G232_06917	0.3790	SM14	S
G232_06917	1.3374	SM18	S
G232_06917	0.8465	SM24	S
G232_06917	0.8938	SM27	S
G232_06917	0.7929	SM28	S
G232_06917	1.1901	SM29	S
G232_06917	0.4286	SM35	S
G232_06917	0.0778	SM36	S
G232_06917	0.9507	SM42	S
G232_06917	0.6727	SM48	S
G232_06917	0.4706	SM57	S
G232_06917	0.7961	SM66	S
G232_06917	0.6104	SM67	S
G232_06917	0.0493	SM72	S
G232_06917	0.2518	SM74	S
G232_06917	1.0580	SM84	S
G232_06917	0.6176	SM9	S
G232_06917	0.8096	SM91	S
G232_06918	0.7275	Rstd	R
G232_06918	0.3776	SM102	S
G232_06918	0.8831	SM104	S
G232_06918	0.8833	SM105	S
G232_06918	0.8423	SM108	S
G232_06918	0.5696	SM109	S
G232_06918	0.7108	SM11	S
G232_06918	0.8808	SM122	S
G232_06918	0.7786	SM13	S
G232_06918	0.4758	SM14	S
G232_06918	1.3057	SM18	S
G232_06918	0.7895	SM24	S
G232_06918	0.6412	SM27	S
G232_06918	1.0357	SM28	S
G232_06918	1.1111	SM29	S
G232_06918	0.7429	SM35	S
G232_06918	0.2412	SM36	S
G232_06918	0.7975	SM42	S
G232_06918	0.5636	SM48	S
G232_06918	0.8824	SM57	S
G232_06918	0.9510	SM66	S
G232_06918	0.9481	SM67	S
G232_06918	0.2808	SM72	S
G232_06918	0.6475	SM74	S
G232_06918	0.7826	SM84	S
G232_06918	0.6416	SM9	S
G232_06918	0.8893	SM91	S
G232_06919	0.8702	Rstd	R
G232_06919	3.0839	SM102	S
G232_06919	0.8858	SM104	S
G232_06919	0.7821	SM105	S
G232_06919	0.6224	SM108	S
G232_06919	1.5826	SM109	S
G232_06919	1.6205	SM11	S
G232_06919	0.7020	SM122	S
G232_06919	1.0097	SM13	S
G232_06919	2.4543	SM14	S
G232_06919	1.4080	SM18	S
G232_06919	0.8114	SM24	S
G232_06919	0.8620	SM27	S
G232_06919	1.0821	SM28	S
G232_06919	1.4532	SM29	S
G232_06919	0.8381	SM35	S
G232_06919	4.1595	SM36	S
G232_06919	1.1620	SM42	S
G232_06919	0.6000	SM48	S
G232_06919	0.7815	SM57	S
G232_06919	0.8465	SM66	S
G232_06919	0.8864	SM67	S
G232_06919	3.6650	SM72	S
G232_06919	0.5324	SM74	S
G232_06919	0.7780	SM84	S
G232_06919	0.6416	SM9	S
G232_06919	0.9584	SM91	S
G232_06920	1.1526	Rstd	R
G232_06920	0.7902	SM102	S
G232_06920	0.7473	SM104	S
G232_06920	0.6732	SM105	S
G232_06920	0.7842	SM108	S
G232_06920	0.7870	SM109	S
G232_06920	0.7892	SM11	S
G232_06920	0.7815	SM122	S
G232_06920	0.7631	SM13	S
G232_06920	1.0806	SM14	S
G232_06920	1.2716	SM18	S
G232_06920	0.8728	SM24	S
G232_06920	0.6476	SM27	S
G232_06920	0.3857	SM28	S
G232_06920	0.9883	SM29	S
G232_06920	1.2190	SM35	S
G232_06920	0.8988	SM36	S
G232_06920	0.7412	SM42	S
G232_06920	0.7636	SM48	S
G232_06920	0.8067	SM57	S
G232_06920	0.8942	SM66	S
G232_06920	0.7435	SM67	S
G232_06920	0.7044	SM72	S
G232_06920	0.4964	SM74	S
G232_06920	0.7902	SM84	S
G232_06920	0.6976	SM9	S
G232_06920	0.8494	SM91	S
G232_06921	1.1625	Rstd	R
G232_06921	0.0839	SM102	S
G232_06921	0.8589	SM104	S
G232_06921	0.8521	SM105	S
G232_06921	0.8589	SM108	S
G232_06921	0.5609	SM109	S
G232_06921	0.5843	SM11	S
G232_06921	1.0728	SM122	S
G232_06921	0.7883	SM13	S
G232_06921	0.5242	SM14	S
G232_06921	1.3143	SM18	S
G232_06921	0.6974	SM24	S
G232_06921	0.8662	SM27	S
G232_06921	0.9071	SM28	S
G232_06921	1.3304	SM29	S
G232_06921	0.9048	SM35	S
G232_06921	0.0272	SM36	S
G232_06921	0.9419	SM42	S
G232_06921	0.5636	SM48	S
G232_06921	0.6218	SM57	S
G232_06921	0.7690	SM66	S
G232_06921	0.8149	SM67	S
G232_06921	0.0936	SM72	S
G232_06921	0.5180	SM74	S
G232_06921	0.9191	SM84	S
G232_06921	0.8064	SM9	S
G232_06921	0.9531	SM91	S
G232_06922	0.4569	Rstd	R
G232_06922	0.5944	SM102	S
G232_06922	0.6882	SM104	S
G232_06922	0.7198	SM105	S
G232_06922	0.6058	SM108	S
G232_06922	1.1478	SM109	S
G232_06922	0.8494	SM11	S
G232_06922	0.8543	SM122	S
G232_06922	0.6175	SM13	S
G232_06922	0.5188	SM14	S
G232_06922	1.1705	SM18	S
G232_06922	0.6535	SM24	S
G232_06922	0.7856	SM27	S
G232_06922	0.7821	SM28	S
G232_06922	0.9123	SM29	S
G232_06922	1.4667	SM35	S
G232_06922	0.2568	SM36	S
G232_06922	0.7113	SM42	S
G232_06922	0.9515	SM48	S
G232_06922	0.4790	SM57	S
G232_06922	0.5677	SM66	S
G232_06922	0.6364	SM67	S
G232_06922	0.3350	SM72	S
G232_06922	1.1583	SM74	S
G232_06922	0.7742	SM84	S
G232_06922	0.5392	SM9	S
G232_06922	0.7768	SM91	S
G232_06923	0.8117	Rstd	R
G232_06923	2.0420	SM102	S
G232_06923	0.8575	SM104	S
G232_06923	0.6615	SM105	S
G232_06923	0.8133	SM108	S
G232_06923	1.0870	SM109	S
G232_06923	0.9880	SM11	S
G232_06923	1.0132	SM122	S
G232_06923	0.9107	SM13	S
G232_06923	1.7258	SM14	S
G232_06923	1.7162	SM18	S
G232_06923	0.9693	SM24	S
G232_06923	0.8854	SM27	S
G232_06923	1.1357	SM28	S
G232_06923	1.1023	SM29	S
G232_06923	0.4476	SM35	S
G232_06923	2.7276	SM36	S
G232_06923	0.8891	SM42	S
G232_06923	0.8303	SM48	S
G232_06923	0.9244	SM57	S
G232_06923	0.8645	SM66	S
G232_06923	0.9675	SM67	S
G232_06923	2.7438	SM72	S
G232_06923	0.8561	SM74	S
G232_06923	0.8268	SM84	S
G232_06923	0.9936	SM9	S
G232_06923	0.8326	SM91	S
G232_06924	0.9326	Rstd	R
G232_06924	4.3357	SM102	S
G232_06924	0.8831	SM104	S
G232_06924	0.6148	SM105	S
G232_06924	0.8693	SM108	S
G232_06924	1.3043	SM109	S
G232_06924	1.1747	SM11	S
G232_06924	0.8940	SM122	S
G232_06924	0.7553	SM13	S
G232_06924	2.8898	SM14	S
G232_06924	0.1449	SM18	S
G232_06924	0.6009	SM24	S
G232_06924	0.7771	SM27	S
G232_06924	1.0214	SM28	S
G232_06924	0.7982	SM29	S
G232_06924	0.8571	SM35	S
G232_06924	5.4553	SM36	S
G232_06924	0.8785	SM42	S
G232_06924	1.2121	SM48	S
G232_06924	1.3613	SM57	S
G232_06924	0.7923	SM66	S
G232_06924	0.7208	SM67	S
G232_06924	5.6650	SM72	S
G232_06924	1.0216	SM74	S
G232_06924	0.8612	SM84	S
G232_06924	0.7296	SM9	S
G232_06924	0.8875	SM91	S
G232_06925	0.8484	Rstd	R
G232_06925	3.6364	SM102	S
G232_06925	1.1962	SM104	S
G232_06925	0.5875	SM105	S
G232_06925	0.7884	SM108	S
G232_06925	1.2043	SM109	S
G232_06925	0.7289	SM11	S
G232_06925	1.2583	SM122	S
G232_06925	0.3689	SM13	S
G232_06925	2.0511	SM14	S
G232_06925	1.6017	SM18	S
G232_06925	0.8816	SM24	S
G232_06925	0.6200	SM27	S
G232_06925	0.9464	SM28	S
G232_06925	1.5585	SM29	S
G232_06925	0.5810	SM35	S
G232_06925	2.4747	SM36	S
G232_06925	1.0194	SM42	S
G232_06925	1.2606	SM48	S
G232_06925	0.8319	SM57	S
G232_06925	0.8981	SM66	S
G232_06925	0.7370	SM67	S
G232_06925	2.6749	SM72	S
G232_06925	0.0935	SM74	S
G232_06925	0.8528	SM84	S
G232_06925	0.7792	SM9	S
G232_06925	0.8911	SM91	S
G232_06926	0.8969	Rstd	R
G232_06926	0.7902	SM102	S
G232_06926	0.9516	SM104	S
G232_06926	0.8093	SM105	S
G232_06926	0.8154	SM108	S
G232_06926	0.8043	SM109	S
G232_06926	0.6807	SM11	S
G232_06926	0.8146	SM122	S
G232_06926	0.8777	SM13	S
G232_06926	0.5565	SM14	S
G232_06926	1.4336	SM18	S
G232_06926	0.7412	SM24	S
G232_06926	0.6858	SM27	S
G232_06926	1.1929	SM28	S
G232_06926	1.0643	SM29	S
G232_06926	1.2000	SM35	S
G232_06926	0.6809	SM36	S
