GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_07109	7.52	2.61	5.68	1.96	4.15	2.40	1.77	1.06	3.83	5.51	11.29	1.63	3.71	2.29	4.52	1.25	5.11	5.01	1.74	0.81	6.64	3.58	3.17	0.90	11.64	4.71	9.34
G232_07110	8.74	0.43	6.28	2.45	4.54	2.10	1.90	1.33	5.33	2.67	10.64	1.66	4.27	2.59	3.68	0.97	0.49	4.81	1.49	0.71	7.66	3.06	0.50	1.30	12.20	5.68	10.08
G232_07111	6.07	1.58	4.10	1.10	3.52	2.34	1.30	1.58	4.43	3.59	8.27	0.87	3.17	1.43	3.38	1.21	5.62	3.99	0.90	0.92	3.94	1.93	3.36	0.61	8.96	3.32	7.56
G232_07112	9.84	0.80	5.88	1.63	3.94	1.69	1.30	1.46	3.21	3.82	9.90	1.19	3.49	2.11	3.69	1.02	1.82	5.14	1.56	0.92	6.69	2.95	1.68	0.90	9.98	4.57	8.69
G232_07113	9.62	1.02	7.98	2.43	4.08	2.15	1.04	1.06	5.67	4.47	10.65	2.15	4.82	2.34	5.24	0.80	3.01	4.92	1.34	2.01	6.57	3.00	1.94	1.05	12.11	5.15	10.76
G232_07114	7.61	3.72	5.31	1.13	4.14	2.33	1.95	1.20	5.08	5.18	11.79	1.94	6.08	2.42	4.85	0.77	3.82	4.49	1.64	0.85	5.81	2.65	3.55	0.97	12.94	6.31	11.21
G232_07115	7.49	0.77	5.59	2.12	3.46	1.54	1.33	1.25	5.18	2.39	10.62	1.98	3.59	3.06	3.93	0.76	1.20	5.04	2.21	1.06	7.22	2.60	1.27	0.93	11.41	6.05	10.35
G232_07116	8.42	1.56	5.51	1.69	3.21	2.14	1.60	1.43	4.33	3.93	10.51	1.46	4.54	2.19	4.00	0.79	3.98	4.66	1.36	1.26	5.90	3.08	2.80	0.92	11.24	4.38	9.82
G232_07117	5.69	1.90	6.90	1.22	4.38	2.18	1.92	2.78	4.60	7.42	10.58	1.42	4.15	1.34	4.26	0.55	5.02	4.69	1.06	1.51	7.94	1.36	4.08	1.72	9.95	5.61	10.44
G232_07118	8.46	4.33	5.90	2.00	3.24	2.37	1.17	0.46	6.05	7.26	12.26	2.62	5.08	2.46	4.21	0.61	7.56	6.37	2.27	0.84	6.37	2.03	6.83	1.21	11.63	6.74	10.18
G232_07119	8.94	0.60	6.68	2.11	4.47	1.45	1.29	1.86	4.65	2.77	11.07	1.58	4.33	2.38	3.96	1.06	0.92	3.73	1.15	0.90	6.06	2.42	0.88	1.13	12.18	4.79	10.23
