GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_00148	10.45	0.04	4.99	2.95	3.45	2.02	0.75	1.17	3.68	0.62	1.67	2.11	4.37	2.08	0.67	1.24	0.16	5.19	1.71	0.71	5.07	1.77	0.11	0.68	11.54	4.53	7.04
G232_00149	10.91	0.00	9.11	3.05	5.12	0.95	0.88	0.34	5.67	2.30	0.00	1.58	4.92	1.55	0.23	0.55	0.00	5.04	1.27	0.53	4.68	2.59	0.00	0.18	14.07	5.32	6.48
G232_00150	7.36	0.36	4.05	2.95	2.89	1.56	1.64	1.35	8.47	2.77	14.60	2.73	6.19	4.52	5.82	0.89	1.18	5.62	1.00	0.97	6.94	2.64	0.73	1.02	13.44	9.65	12.62
G232_00151	7.82	0.28	6.21	1.02	4.69	1.36	1.23	1.09	3.90	0.66	9.88	1.23	2.69	2.32	2.78	0.45	0.19	4.05	0.94	0.80	4.90	2.67	0.51	1.34	8.96	4.13	9.38
G232_00152	8.62	0.12	6.37	1.68	3.56	1.10	1.22	1.00	5.69	2.35	11.55	2.04	3.03	3.23	5.18	1.05	0.03	5.38	0.92	0.41	5.60	3.93	0.09	0.93	12.86	5.45	11.43
G232_00153	10.90	0.81	7.26	2.65	2.89	0.45	1.72	0.69	4.44	3.07	11.61	2.04	3.42	2.35	4.53	0.59	1.19	4.93	1.60	0.19	8.40	1.33	0.87	0.61	11.10	5.19	8.37
G232_00154	7.59	0.27	6.61	2.32	3.70	1.91	1.23	1.54	4.33	1.58	7.66	1.23	3.72	1.86	1.69	0.71	0.21	3.72	1.19	0.97	7.61	2.71	0.47	1.36	10.50	5.41	9.38
G232_00155	7.73	0.09	6.15	2.25	3.70	3.36	0.70	1.31	5.07	1.05	0.00	1.64	5.17	1.16	0.09	0.77	0.00	5.15	1.69	0.74	9.85	2.73	0.11	1.46	11.67	6.45	10.07
G232_00156	0.53	0.28	8.13	2.23	20.60	1.69	2.91	1.80	3.00	0.45	0.00	0.00	5.43	0.06	0.08	0.65	0.76	0.16	2.59	1.50	3.50	4.54	0.61	1.30	22.64	5.37	0.72
G232_00157	6.09	0.86	4.85	1.81	3.90	0.82	0.80	1.13	4.41	0.94	8.38	0.88	2.16	1.71	3.30	0.64	1.00	4.62	0.74	1.40	5.24	3.50	1.03	0.60	11.22	3.36	7.54
G232_00158	8.42	0.10	5.94	3.56	4.38	1.84	0.78	2.03	4.44	1.58	9.46	1.18	3.43	1.32	3.01	0.38	0.00	4.06	1.07	1.16	7.15	1.85	0.25	0.72	9.24	5.40	8.83
G232_00159	7.16	1.14	7.77	1.55	3.75	0.73	2.02	1.09	2.29	1.72	9.75	1.90	4.67	2.89	2.56	0.41	1.45	4.96	1.63	0.80	6.82	2.95	1.07	1.28	13.23	4.81	11.20
G232_00160	6.22	1.70	6.65	1.61	2.89	2.36	0.95	1.41	2.25	4.16	9.60	1.12	2.66	2.74	2.81	0.63	2.40	4.82	0.63	1.02	6.58	2.64	2.90	1.36	10.79	4.30	9.46
G232_00161	9.72	0.97	4.64	1.95	3.61	1.24	1.84	1.80	4.75	4.30	9.97	1.82	3.82	1.87	2.45	0.56	2.37	4.52	2.35	1.16	6.14	2.89	2.08	1.00	12.83	3.99	10.70
G232_00162	8.24	0.38	6.02	2.28	3.59	1.57	1.50	1.23	5.51	1.39	10.89	2.04	3.75	2.77	3.54	0.88	0.32	5.41	1.14	0.58	6.24	2.26	0.34	1.19	11.01	5.75	11.07
G232_00163	10.82	0.18	4.08	1.83	4.21	1.13	1.13	0.63	3.36	0.97	3.81	1.16	4.33	2.57	1.21	0.38	0.55	4.30	2.75	0.77	7.47	3.69	0.00	1.40	8.73	3.79	10.12
G232_00164	9.66	1.62	7.10	1.90	3.38	1.72	0.92	1.24	3.70	3.97	9.85	1.71	3.69	2.21	2.85	1.20	3.44	4.13	1.19	0.96	4.97	2.62	2.62	0.94	11.53	4.12	9.58
