GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_08159	9.54	0.09	5.75	1.43	3.66	1.81	1.10	1.28	2.92	1.93	6.52	1.42	2.54	1.74	3.17	0.88	0.37	3.59	0.99	1.03	5.73	1.99	0.34	1.73	9.54	3.45	7.79
G232_08160	12.52	0.57	7.30	2.47	4.79	1.59	1.04	1.53	3.74	2.02	9.40	1.58	2.89	2.38	3.82	0.87	0.95	3.59	1.53	0.41	6.82	2.31	1.29	1.57	14.56	3.22	11.48
G232_08161	7.80	1.73	6.71	1.75	2.84	1.92	0.91	0.83	4.67	4.68	10.10	1.27	2.95	3.02	3.84	0.85	2.01	5.69	1.25	1.17	5.83	2.51	1.79	0.69	10.47	3.57	9.22
G232_08162	8.05	0.43	6.67	1.73	5.19	2.14	1.24	0.89	2.50	1.87	6.79	1.42	3.35	2.02	3.34	0.36	0.28	3.16	0.91	1.01	6.15	2.56	0.69	1.13	8.88	3.75	8.04
G232_08163	8.36	2.64	4.59	1.35	4.14	2.18	1.31	1.68	4.98	5.21	10.67	2.27	2.77	2.21	4.59	0.61	3.08	3.51	1.46	0.91	6.74	2.73	2.98	1.17	7.93	3.33	11.59
G232_08164	9.25	0.75	6.11	2.03	3.36	1.44	1.37	1.60	4.89	3.02	9.40	2.54	3.82	2.38	3.51	0.65	1.23	3.74	1.23	0.69	5.70	2.53	1.30	0.34	11.82	5.72	9.84
G232_08165	7.18	0.30	6.17	1.70	4.14	1.22	1.46	1.31	5.59	2.72	11.49	2.22	5.01	3.30	4.03	0.48	0.29	4.87	1.10	0.86	5.19	2.77	0.41	0.69	11.76	5.57	10.07
G232_08166	7.79	0.63	4.96	1.75	4.27	2.26	1.24	0.83	5.75	3.38	15.81	2.78	6.53	5.87	4.01	0.91	1.41	6.82	2.47	0.48	5.87	1.15	0.93	1.32	11.22	6.12	8.09
G232_08167	8.37	0.00	7.56	0.77	4.63	1.73	0.95	0.54	5.83	0.88	5.65	2.09	4.82	2.69	1.97	0.38	0.00	3.63	1.32	0.86	7.63	3.03	0.00	1.59	12.51	4.88	8.22
G232_08168	13.02	0.81	5.84	2.21	3.85	1.73	0.94	1.33	4.62	3.34	14.67	1.84	4.54	2.96	3.69	0.52	1.10	5.76	1.59	1.33	6.48	2.73	1.09	0.71	13.21	5.82	11.35
