GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_08731	8.50	1.47	5.03	1.75	3.65	1.52	0.91	0.97	3.35	4.87	11.02	2.16	3.85	2.63	3.93	0.35	2.90	5.52	1.39	0.83	4.75	2.77	1.89	0.61	10.88	4.32	9.72
G232_08732	8.38	0.11	6.97	2.17	4.49	2.46	1.63	0.88	3.08	1.65	11.92	1.65	4.46	2.00	5.37	1.09	0.11	6.27	2.02	1.97	5.24	2.27	0.29	1.65	9.25	4.93	12.16
G232_08733	8.80	0.80	8.41	1.89	3.39	1.62	1.12	1.07	2.60	3.16	7.38	0.82	1.90	1.17	2.93	0.51	0.63	3.53	1.28	1.66	5.63	2.08	2.01	0.66	7.71	3.15	5.24
G232_08734	6.23	1.54	5.20	1.70	3.91	3.31	1.89	1.50	3.89	3.19	8.18	1.62	4.74	3.00	3.80	1.18	2.31	4.04	1.25	0.94	6.81	3.29	1.78	1.78	10.60	4.10	8.41
G232_08735	8.53	0.00	7.30	0.65	4.67	1.21	1.13	1.52	4.57	2.17	9.74	1.32	3.34	1.54	3.46	0.89	0.29	3.74	1.09	0.66	6.56	2.36	0.11	1.46	10.60	5.74	10.34
G232_08736	12.66	1.24	5.91	1.95	4.97	2.27	0.84	0.55	5.82	4.49	11.57	3.87	4.61	3.14	4.30	0.52	1.47	6.52	2.49	0.95	6.97	2.66	0.64	0.88	10.02	6.54	13.43
G232_08737	9.53	1.76	6.20	1.38	3.74	2.29	1.25	1.50	4.36	3.60	11.00	1.71	4.26	2.77	3.53	0.79	3.36	4.42	1.22	0.95	5.73	2.63	3.20	1.15	10.25	5.68	8.96
G232_08738	9.30	0.56	6.52	2.00	2.52	1.27	0.83	1.42	3.92	1.12	8.39	1.88	4.30	1.76	1.93	0.68	0.77	5.94	1.22	0.44	2.19	1.98	0.88	0.82	12.19	3.81	8.44
G232_08739	9.01	0.68	6.12	2.25	2.78	1.27	0.50	1.70	4.18	1.72	11.75	2.83	4.17	2.34	2.33	0.92	0.59	5.33	1.81	0.49	3.26	3.94	0.41	0.72	11.39	4.63	10.67
G232_08740	10.12	0.28	7.47	1.87	3.39	1.60	0.76	0.88	4.38	2.60	12.01	1.65	4.01	1.80	2.98	1.19	0.13	4.61	1.39	0.54	5.19	3.28	0.23	0.63	15.16	4.18	9.74
G232_08741	7.04	3.29	7.62	2.56	6.89	2.37	1.27	2.09	3.24	2.44	9.48	0.97	3.30	1.81	3.42	0.58	2.78	4.24	1.18	1.60	4.85	3.08	5.57	1.45	8.56	3.63	7.45
G232_08742	10.95	0.28	6.73	1.61	3.39	1.20	1.29	2.39	5.58	3.64	10.47	1.55	2.34	2.68	3.70	0.43	0.35	5.69	2.37	0.92	6.81	2.78	0.92	1.25	11.19	4.53	11.01
G232_08743	9.54	1.17	6.44	2.36	3.82	1.74	1.23	0.96	3.88	3.63	10.50	1.76	3.81	2.21	4.13	0.55	1.60	4.13	1.33	0.81	5.21	2.77	1.29	0.99	12.13	4.46	10.72
G232_08744	8.25	2.02	5.88	2.52	3.11	2.13	1.67	1.33	4.57	4.63	10.64	1.49	2.70	1.79	3.79	0.64	4.35	4.68	1.18	1.36	6.86	2.84	2.99	1.25	10.77	4.13	9.78
G232_08745	7.66	1.34	6.97	1.77	5.26	2.75	1.77	1.63	3.15	1.70	11.33	1.70	2.63	1.92	3.24	0.58	1.93	4.05	1.23	1.31	8.57	2.93	1.86	1.57	8.77	4.38	8.63
G232_08746	8.63	1.64	7.04	2.05	3.82	2.42	2.78	0.75	4.13	4.98	11.47	2.17	3.51	2.87	2.71	0.78	3.63	6.06	1.09	2.16	5.87	2.19	3.24	1.91	10.65	5.11	9.22
G232_08747	8.25	0.19	3.86	1.78	3.28	1.20	0.85	0.85	4.16	5.29	4.58	1.99	4.98	2.03	1.57	0.27	0.38	4.77	1.57	0.00	7.45	1.13	0.19	1.10	12.29	3.35	10.21
G232_08748	8.82	0.25	6.27	1.45	4.02	2.18	1.67	0.82	3.99	1.17	9.12	1.97	3.75	2.66	3.90	0.49	0.08	4.25	0.99	1.37	6.31	2.62	0.35	1.06	11.23	5.13	10.01
G232_08749	7.45	1.49	5.98	1.35	4.16	1.73	1.46	1.14	3.61	2.67	9.30	1.42	2.80	2.57	4.21	0.85	3.16	4.73	1.18	0.90	5.57	2.59	2.45	1.20	9.94	5.78	10.05
G232_08750	8.83	0.36	6.12	2.06	4.42	1.91	0.53	1.38	4.62	1.30	9.67	1.07	3.48	2.17	2.78	0.68	0.01	5.43	1.59	0.63	5.14	1.70	0.34	0.89	13.20	5.89	7.78
G232_08751	8.82	0.11	4.98	1.36	3.29	2.21	1.32	1.54	4.53	2.41	12.15	1.84	4.42	2.86	4.07	0.62	0.12	5.33	1.35	0.21	4.37	2.51	0.31	0.53	10.01	5.07	11.58
G232_08752	7.36	0.57	5.03	2.01	3.90	1.50	1.20	1.05	4.43	1.69	9.82	1.71	3.45	2.15	4.17	1.00	0.72	4.49	1.38	0.60	6.20	2.23	0.57	0.81	10.83	5.68	9.41
G232_08753	17.19	0.22	13.53	5.79	6.23	1.75	2.23	2.92	12.24	2.05	2.64	4.16	13.53	3.80	4.34	2.50	0.09	7.44	1.39	2.01	14.28	2.56	0.27	2.95	10.74	16.04	15.11
