GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_09646	0.8850	0.7203	0.7567	0.5837	0.8693	0.6435	0.5542	0.6887	0.9883	0.6640	1.2887	0.9956	0.8132	1.1536	1.1520	0.5810	0.6576	1.1285	0.5273	0.6555	0.6142	0.7565	0.7094	0.6619	0.7780	0.9568	0.8964
G232_09647	1.0367	3.6434	1.0712	0.4981	0.7386	1.3609	1.1988	0.7152	1.0485	2.8011	1.3959	1.0307	0.7856	0.8500	1.1871	0.9905	4.3424	1.0440	1.0970	1.2521	0.8297	0.5519	4.5665	0.8993	0.9809	0.7680	0.8928
G232_09648	0.5461	6.9650	0.6573	1.4280	0.9481	1.6304	0.4398	0.5033	0.9689	5.4946	0.0000	0.5263	0.9002	0.4643	0.0000	1.2762	11.3113	1.2887	1.1758	1.0420	0.7987	0.8994	9.8768	0.7986	1.0145	0.5792	0.7033
G232_09649	0.7602	1.7692	0.9220	0.6304	0.6120	0.9478	0.7952	0.9934	0.5825	0.9758	1.2424	0.8509	0.6327	0.9393	1.3099	0.7333	1.5642	0.7271	1.0061	1.0336	0.8013	0.7305	1.9458	0.7986	0.7857	0.7360	0.8025
G232_09650	0.7958	3.6084	0.8226	0.9105	0.9315	1.5130	1.6325	1.0596	0.7184	2.9651	1.1535	0.5570	0.9321	1.1107	0.9591	1.1429	4.5409	1.0458	0.9152	1.3613	0.5961	1.0747	2.6404	0.8273	0.8703	0.8176	0.7865
G232_09651	0.8365	0.8112	0.9772	0.8560	0.9523	0.7348	1.0181	0.3576	0.7437	0.8925	1.4324	0.7982	0.7240	0.9357	1.1754	0.8476	1.1206	1.0246	0.7636	0.6723	0.8529	0.7890	0.9852	0.6619	0.9291	0.6912	1.0053
G232_09652	0.7701	1.5944	0.8266	0.8872	0.8257	1.0826	0.3735	0.6358	0.9262	1.2930	1.1815	1.0175	0.8471	1.2036	0.8333	0.3905	1.2412	1.0458	0.8545	0.9160	1.0271	0.6591	1.5911	0.4101	0.9008	0.8896	0.7352
G232_09653	0.5966	0.0000	0.9610	1.0156	0.6826	0.8913	0.4036	0.6159	0.7243	0.2097	1.2607	1.1798	1.1083	1.0071	1.1257	0.7238	0.0117	1.0739	0.7758	0.5882	0.7677	1.0292	0.0148	0.5036	1.0252	0.8624	0.8450
G232_09654	1.0585	0.2517	0.8777	0.6809	1.0726	1.3435	0.9036	1.2053	0.5650	0.4462	1.4373	0.6053	0.8705	0.8500	1.2719	0.9619	0.0195	1.0123	0.8303	1.3866	1.0645	1.1299	0.0739	1.0072	0.8688	0.6640	0.9779
G232_09655	0.9455	0.8112	0.7661	0.6732	0.7407	0.8696	0.6627	0.9868	0.8854	0.7876	1.0853	0.6053	0.6900	1.3036	1.1257	0.7143	0.8366	0.8838	0.6667	0.8571	0.7381	0.7435	0.9409	0.3885	0.9489	0.6128	1.0035
G232_09656	0.7393	1.0490	0.9651	0.5759	0.8278	0.4261	0.3675	1.4702	0.8019	0.9543	1.4665	0.6491	0.6794	0.6250	1.1988	0.7905	1.2257	1.0546	0.4970	1.0672	0.6929	0.8377	0.9852	0.6978	0.8291	0.7392	0.9920
G232_09657	0.6640	1.2238	0.7769	0.8988	0.8755	0.9870	1.1506	0.7748	0.5981	1.2097	1.1133	0.7456	0.6858	1.0536	1.2602	0.7429	1.5525	0.9243	0.6424	1.2857	0.8077	1.0130	1.3695	0.9424	0.8749	0.8752	0.7600
G232_09658	0.6789	0.0559	1.0013	0.5798	1.0643	0.9609	0.6566	0.9801	0.8272	0.4113	0.7235	1.0219	0.7771	0.8857	0.2456	0.5143	0.0000	0.9507	0.4667	0.7395	0.8090	0.8961	0.0246	0.6115	0.9031	0.5408	0.9345
