GENE	COVERAGE	STRAIN	GROUP
G232_10764	0.8246	Rstd	R
G232_10764	0.0000	SM102	S
G232_10764	0.9987	SM104	S
G232_10764	0.8794	SM105	S
G232_10764	0.8050	SM108	S
G232_10764	0.8783	SM109	S
G232_10764	0.4759	SM11	S
G232_10764	0.8477	SM122	S
G232_10764	0.5689	SM13	S
G232_10764	0.7070	SM14	S
G232_10764	0.0000	SM18	S
G232_10764	0.8377	SM24	S
G232_10764	1.1699	SM27	S
G232_10764	0.4250	SM28	S
G232_10764	0.5263	SM29	S
G232_10764	0.6000	SM35	S
G232_10764	0.0000	SM36	S
G232_10764	0.5651	SM42	S
G232_10764	0.9879	SM48	S
G232_10764	0.6975	SM57	S
G232_10764	0.6890	SM66	S
G232_10764	0.7922	SM67	S
G232_10764	0.3054	SM72	S
G232_10764	0.8777	SM74	S
G232_10764	0.8574	SM84	S
G232_10764	0.8032	SM9	S
G232_10764	0.7635	SM91	S
G232_10765	0.7344	Rstd	R
G232_10765	0.0839	SM102	S
G232_10765	0.8844	SM104	S
G232_10765	0.7704	SM105	S
G232_10765	0.9938	SM108	S
G232_10765	0.6696	SM109	S
G232_10765	0.6386	SM11	S
G232_10765	1.0331	SM122	S
G232_10765	0.7981	SM13	S
G232_10765	0.5860	SM14	S
G232_10765	1.1535	SM18	S
G232_10765	0.9167	SM24	S
G232_10765	0.6518	SM27	S
G232_10765	1.0000	SM28	S
G232_10765	1.1433	SM29	S
G232_10765	0.5619	SM35	S
G232_10765	0.0467	SM36	S
G232_10765	1.0493	SM42	S
G232_10765	0.6970	SM48	S
G232_10765	0.8908	SM57	S
G232_10765	0.7561	SM66	S
G232_10765	0.6071	SM67	S
G232_10765	0.0591	SM72	S
G232_10765	0.7626	SM74	S
G232_10765	0.8711	SM84	S
G232_10765	0.7584	SM9	S
G232_10765	0.9079	SM91	S
G232_10766	0.7740	Rstd	R
G232_10766	1.4406	SM102	S
G232_10766	0.7487	SM104	S
G232_10766	0.7588	SM105	S
G232_10766	0.8320	SM108	S
G232_10766	0.7913	SM109	S
G232_10766	0.9096	SM11	S
G232_10766	1.0132	SM122	S
G232_10766	0.8136	SM13	S
G232_10766	1.0833	SM14	S
G232_10766	1.2132	SM18	S
G232_10766	0.7939	SM24	S
G232_10766	0.7813	SM27	S
G232_10766	1.0893	SM28	S
G232_10766	1.0322	SM29	S
G232_10766	0.4286	SM35	S
G232_10766	1.2879	SM36	S
G232_10766	1.0775	SM42	S
G232_10766	1.0606	SM48	S
G232_10766	0.8319	SM57	S
G232_10766	0.6606	SM66	S
G232_10766	0.7630	SM67	S
G232_10766	1.3498	SM72	S
G232_10766	0.5612	SM74	S
G232_10766	0.8696	SM84	S
G232_10766	0.8608	SM9	S
G232_10766	0.8911	SM91	S
G232_10767	0.8652	Rstd	R
G232_10767	0.9441	SM102	S
G232_10767	0.9046	SM104	S
G232_10767	0.6965	SM105	S
G232_10767	0.7988	SM108	S
G232_10767	1.0348	SM109	S
G232_10767	0.4819	SM11	S
G232_10767	1.0199	SM122	S
G232_10767	0.6777	SM13	S
G232_10767	0.6102	SM14	S
G232_10767	1.2789	SM18	S
G232_10767	0.4561	SM24	S
G232_10767	0.4586	SM27	S
G232_10767	0.5786	SM28	S
G232_10767	0.9357	SM29	S
G232_10767	0.8762	SM35	S
G232_10767	0.7276	SM36	S
G232_10767	0.7958	SM42	S
G232_10767	0.5636	SM48	S
G232_10767	1.3445	SM57	S
G232_10767	0.7961	SM66	S
G232_10767	0.7468	SM67	S
G232_10767	1.1478	SM72	S
G232_10767	0.8345	SM74	S
G232_10767	0.6552	SM84	S
G232_10767	0.5984	SM9	S
G232_10767	0.7609	SM91	S
G232_10768	0.8543	Rstd	R
G232_10768	0.9930	SM102	S
G232_10768	0.9919	SM104	S
G232_10768	0.5525	SM105	S
G232_10768	0.7116	SM108	S
G232_10768	0.6000	SM109	S
G232_10768	0.3855	SM11	S
G232_10768	1.4702	SM122	S
G232_10768	0.8058	SM13	S
G232_10768	0.6613	SM14	S
G232_10768	0.8343	SM18	S
G232_10768	0.8333	SM24	S
G232_10768	0.6454	SM27	S
G232_10768	0.6786	SM28	S
G232_10768	1.2281	SM29	S
G232_10768	0.4571	SM35	S
G232_10768	1.3307	SM36	S
G232_10768	0.6092	SM42	S
G232_10768	0.4667	SM48	S
G232_10768	0.7059	SM57	S
