GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_06133	0.7255	0.2378	0.9825	0.7393	0.8817	0.7217	0.8434	0.7020	0.9146	0.7688	1.6480	0.6272	1.0403	0.8786	1.1784	1.0286	0.1362	0.8521	0.7030	0.7647	0.9084	0.7792	0.2759	0.8345	0.9207	0.8256	0.8255
G232_06134	0.8860	0.4476	0.8347	1.1051	1.0124	0.6696	0.8072	1.3709	0.9631	0.5672	1.4482	0.9868	0.8408	1.0393	1.4415	0.8381	0.5409	0.9243	0.7758	0.6303	0.9381	0.9610	0.6059	0.7482	0.9161	0.9280	0.9345
G232_06135	1.2111	2.3566	0.8293	0.7938	0.8029	0.9522	1.1928	0.8940	1.0350	2.5403	1.3849	0.8816	0.7197	0.9607	1.1842	0.6667	3.3930	1.1514	1.0182	0.9412	0.8619	1.0032	3.1626	0.6115	0.8291	0.9312	0.9885
G232_06136	0.8513	0.3357	0.8965	0.8911	0.7448	0.7826	0.8434	1.0464	0.8932	0.6263	1.3520	0.7325	0.8514	1.0250	2.2602	0.8381	0.3619	0.8204	0.9758	0.8235	0.8477	0.8831	0.4581	0.6763	0.9489	0.7760	0.8574
G232_06137	0.7522	0.2238	0.7930	0.7510	0.8382	0.7609	0.6566	1.0728	0.8272	0.7285	1.1389	0.9430	0.8599	0.8321	1.1228	0.9333	0.0117	0.7905	0.9152	0.9496	0.8439	0.9351	0.0690	0.9424	0.8513	0.8736	0.9690
G232_06138	0.7562	0.4825	0.8777	1.0506	0.8963	0.9130	1.1024	1.7483	0.9534	0.5430	0.0597	1.0351	0.7749	0.3643	0.2544	1.2667	0.0000	0.8820	1.8606	0.6807	1.0761	1.1721	0.1232	1.3165	0.8680	0.9744	0.8113
G232_06139	0.6442	0.7692	0.7796	1.1868	0.4046	1.5087	0.6807	1.2318	0.7553	0.6075	0.0000	0.6842	0.7558	0.4321	0.0000	0.0000	0.6109	0.8944	1.0121	0.8151	1.0697	0.7532	1.0640	1.1583	0.7864	0.5456	1.0345
G232_06140	1.0823	0.4755	0.9570	0.8638	0.6535	0.8217	0.6325	0.7020	0.7049	0.8065	1.4019	0.7193	0.5839	0.8036	1.4211	0.7238	0.8405	0.8187	0.7576	0.7815	0.7381	0.9838	0.5764	0.6259	0.8642	0.8528	0.9663
G232_06141	0.8186	10.1189	0.9059	0.9455	0.7863	2.3130	2.1205	1.3113	0.8427	6.0699	1.3191	0.8684	0.6369	0.9893	0.7807	0.8952	11.5486	1.0018	1.3333	1.2101	0.6890	0.9545	11.3300	1.0144	1.0778	0.8784	0.7520
G232_06142	0.6115	0.9231	0.6841	0.4825	0.7012	0.6826	0.6386	1.0199	0.5845	0.7204	0.9501	0.5132	0.6348	0.5607	0.4942	0.5333	0.8210	0.4965	0.5879	0.7059	0.5935	0.5909	1.0148	0.5180	0.6773	0.6192	0.6174
G232_06143	0.7582	0.2238	0.6223	0.5447	0.5851	0.8087	0.5000	0.6887	0.6990	0.3871	0.8441	0.7061	0.4820	0.6714	0.7602	0.8571	0.0895	0.6320	0.7273	0.9076	0.6477	0.6429	0.0591	0.4892	0.5347	0.5392	0.6430
G232_06144	0.7711	0.2587	0.8024	0.7821	0.8527	0.6174	0.8253	0.8079	0.7204	1.1640	1.2229	0.8640	0.6730	0.8250	0.8772	1.0095	0.2412	0.9032	1.9152	0.6975	0.7690	0.7435	0.2414	0.6691	0.8444	0.7744	0.9451
G232_06145	1.2012	1.2797	0.8118	1.1634	0.8942	1.1348	0.9157	0.9603	0.7612	0.7876	1.4263	0.8553	0.8089	1.0750	1.0965	0.8095	1.2335	0.8539	0.8606	0.7227	1.0142	1.0519	1.2266	1.0576	0.9443	0.8272	0.9008
G232_06146	1.1873	1.3007	0.9973	0.6265	0.8278	1.0870	0.9337	0.7417	1.2000	1.1801	1.4421	0.6886	0.7941	0.9500	1.3421	1.0762	1.6381	0.9824	0.7758	0.4706	1.3897	1.3214	1.4532	0.6403	0.8459	0.6336	0.8273
G232_06147	0.6442	0.1189	0.8965	0.5798	0.7158	0.7130	0.6145	0.4437	0.6466	0.2473	1.2083	0.5482	0.7134	0.6964	1.0760	0.5143	0.0545	0.6690	0.8667	0.8403	0.6516	1.0065	0.0985	0.9712	0.8535	0.7216	0.7733
G232_06148	1.0357	0.5385	0.8387	0.7704	0.7344	1.2043	0.0060	1.1060	0.8117	0.5672	1.2680	0.6886	0.7155	0.5500	0.7632	0.5143	0.2763	0.8697	0.5515	0.7143	0.5987	0.6948	0.1232	0.7410	0.8444	0.9952	0.8618
G232_06149	0.6987	0.0490	0.6599	0.5097	0.6473	0.8261	0.6988	1.3179	0.8757	0.6935	1.1389	0.3728	0.8471	0.6857	0.8012	0.6190	0.1051	0.9014	0.5030	1.0756	1.0465	0.8831	0.0049	1.0360	0.9588	0.6048	0.8406
G232_06150	1.2339	0.0000	1.2836	0.4630	0.7095	1.2043	1.1325	0.9205	0.3942	0.2903	1.4348	0.8860	0.4034	0.7821	0.6725	1.9905	0.2023	0.5440	0.0121	1.0084	0.9097	0.9968	0.0000	1.4388	1.0069	0.9296	0.6067
G232_06151	1.0139	0.3427	0.7218	1.0623	0.6929	0.6435	0.7470	0.4636	0.7709	0.3145	1.0609	0.6404	0.7113	0.7321	1.2924	0.6857	0.2957	0.6813	0.5394	0.6471	0.7394	0.6688	0.1921	0.6403	0.7628	0.7616	0.8291
G232_06152	1.1645	0.6154	0.8441	0.5058	0.9710	0.5783	0.4819	1.1854	0.7456	0.8575	1.3118	0.5789	0.7325	0.6786	0.7515	0.5048	0.4202	0.5458	0.7758	0.7311	0.9071	0.6169	0.4926	0.5971	0.7231	0.7504	0.7564
G232_06153	0.9395	0.6643	0.7608	0.4241	0.9046	0.9957	0.5361	1.2119	0.5670	1.1640	1.1949	0.4693	0.7176	0.9071	1.0439	0.8476	0.8405	0.8363	0.6000	0.8319	0.9755	0.8766	0.5320	0.6259	0.7895	0.7264	0.7157
G232_06154	1.1417	6.9301	0.7715	0.4047	0.7614	0.9696	1.1867	0.2980	0.7146	4.9140	1.3350	0.4605	0.4480	0.5929	0.8977	0.9238	6.5253	0.7430	1.4424	1.4454	0.6168	0.5000	5.1133	0.8561	0.7582	0.6848	0.6918
G232_06155	1.0258	0.0000	0.8401	0.8949	0.9336	0.5478	0.6084	0.5695	0.7515	0.6317	1.4409	0.7895	1.0297	1.0857	1.0000	0.9143	0.0000	0.5528	0.5152	0.7563	0.6710	0.6201	0.0246	0.5036	0.9214	0.8768	1.0018
G232_06156	0.8315	1.3497	0.8884	1.1323	0.6245	0.7174	0.8193	0.3113	0.8641	1.4462	1.5420	0.8596	0.6476	0.8964	1.0468	0.6857	1.3230	0.7746	1.0061	1.1513	0.8439	0.7208	1.3005	0.2302	0.9382	0.8064	0.8521
