GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_07257	8.88	2.43	6.84	2.46	3.93	2.49	1.60	1.12	4.51	6.58	8.97	1.45	4.09	2.88	5.30	1.10	4.15	4.66	1.42	1.61	5.57	2.66	3.83	1.49	12.23	4.61	11.15
G232_07258	9.58	0.12	6.87	2.36	4.00	1.60	1.11	0.81	3.95	2.82	10.84	2.04	3.42	1.94	3.53	0.75	0.08	4.06	1.36	0.78	5.55	2.72	0.21	0.61	10.69	6.16	9.24
G232_07259	9.16	0.82	7.02	2.07	4.94	2.09	1.45	1.20	4.36	1.63	9.46	1.48	3.72	2.90	4.73	1.03	1.34	4.52	1.84	1.01	8.33	2.15	1.46	1.63	10.07	5.53	8.73
G232_07260	9.09	5.98	7.04	2.33	3.06	2.38	1.80	1.60	3.72	12.00	10.41	1.85	4.25	2.62	4.27	0.93	13.86	4.68	1.53	0.87	4.24	2.62	9.12	0.68	11.24	5.28	9.38
G232_07261	10.45	0.29	5.58	1.82	2.97	1.14	1.00	1.39	4.22	2.68	12.23	2.24	6.53	3.39	3.61	1.10	1.09	5.60	1.69	0.17	3.92	3.10	1.51	0.85	12.31	7.19	11.69
G232_07262	8.99	0.82	6.48	2.42	4.42	1.71	1.17	1.45	4.74	4.05	9.78	1.37	3.89	2.19	3.92	0.40	1.66	5.02	0.95	1.37	8.31	2.66	1.46	0.63	10.16	5.46	10.41
G232_07263	9.68	1.43	6.02	2.25	4.03	1.96	1.33	1.60	4.01	3.54	9.15	1.43	2.46	2.39	2.42	0.60	3.78	4.97	1.21	1.03	6.53	1.77	2.97	0.74	10.24	4.25	9.32
G232_07264	3.84	0.00	10.90	3.21	6.15	3.02	1.95	1.77	4.27	2.26	10.91	1.94	4.05	2.52	2.77	0.75	0.00	5.60	2.43	1.65	7.34	3.26	0.15	1.48	8.31	4.65	8.73
G232_07265	8.33	0.19	7.59	1.49	2.82	1.80	0.78	1.12	2.91	2.65	11.77	1.38	2.56	1.79	6.73	0.98	0.41	3.88	0.40	0.84	4.62	2.31	0.22	0.13	9.71	4.52	7.09
G232_07266	9.12	1.48	7.82	1.87	4.12	1.80	1.67	1.42	3.44	3.77	9.50	2.29	3.16	2.02	4.03	0.72	2.64	4.08	1.39	0.80	6.38	2.48	2.10	1.01	9.22	4.62	9.62
G232_07267	11.06	2.37	5.67	1.82	3.32	2.37	1.07	1.24	4.58	6.91	9.81	1.78	3.65	3.98	4.39	0.60	5.73	5.96	1.36	1.00	5.76	2.88	3.66	0.80	11.95	5.68	8.94
G232_07268	10.70	0.55	6.21	2.18	4.85	1.57	1.27	1.23	3.28	1.54	10.26	1.41	4.09	2.78	3.77	0.38	0.23	4.05	0.68	1.07	7.60	3.21	0.25	1.50	12.30	4.02	8.80
G232_07269	10.27	3.33	7.73	2.77	4.19	2.44	1.60	1.07	3.85	8.54	10.58	1.48	4.23	2.38	3.87	0.88	8.45	6.01	1.70	0.75	3.71	2.00	5.61	0.69	11.77	3.52	9.34
G232_07270	9.60	0.55	8.59	1.82	4.79	2.28	1.06	0.68	3.00	2.86	8.86	1.40	2.29	2.75	3.38	0.96	0.72	4.44	0.76	0.93	8.66	2.18	0.45	1.46	9.56	4.51	8.33
