GENE	COVERAGE	STRAIN	GROUP
G232_04691	0.5758	Rstd	R
G232_04691	0.0979	SM102	S
G232_04691	0.8024	SM104	S
G232_04691	0.7860	SM105	S
G232_04691	0.8693	SM108	S
G232_04691	0.7913	SM109	S
G232_04691	0.2289	SM11	S
G232_04691	0.2715	SM122	S
G232_04691	0.7340	SM13	S
G232_04691	0.4220	SM14	S
G232_04691	0.2935	SM18	S
G232_04691	0.5921	SM24	S
G232_04691	0.5775	SM27	S
G232_04691	0.8750	SM28	S
G232_04691	0.4211	SM29	S
G232_04691	0.9333	SM35	S
G232_04691	0.0000	SM36	S
G232_04691	0.6426	SM42	S
G232_04691	0.5333	SM48	S
G232_04691	0.9328	SM57	S
G232_04691	0.8503	SM66	S
G232_04691	0.3994	SM67	S
G232_04691	0.0000	SM72	S
G232_04691	0.5899	SM74	S
G232_04691	0.8421	SM84	S
G232_04691	0.7328	SM9	S
G232_04691	0.7493	SM91	S
