GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_09831	0.9881	2.0490	0.8763	1.3619	0.5353	0.6261	0.7530	1.3775	0.6563	2.6909	0.8002	0.8684	0.4034	0.9571	1.3392	1.0286	2.3230	0.7236	0.6848	1.1513	0.5406	0.8831	2.5714	0.6259	0.6789	1.0192	0.8955
G232_09832	0.5927	1.0839	0.8038	0.6342	0.7116	0.7913	0.5904	0.8013	0.6874	1.1452	1.0974	0.8728	0.7155	1.1286	0.4357	1.0857	1.3969	1.0863	0.4242	1.5714	0.8710	0.7110	1.6305	0.6906	0.8436	0.8480	0.8875
G232_09833	1.0436	0.2098	1.2366	0.4591	0.9108	1.0826	1.0181	0.6755	0.8893	0.3817	0.9220	0.6667	0.8556	1.0929	1.3596	1.1619	0.4903	0.5898	0.9636	0.7227	0.9213	0.8409	0.4286	0.8201	0.8436	0.7728	0.8140
G232_09834	0.9049	0.0280	0.7648	0.6887	0.9108	0.5348	0.6566	0.4768	0.8524	0.5645	1.3057	0.7895	0.8301	0.7357	1.0906	0.9238	0.0311	0.7306	0.7273	0.6723	0.9523	0.7857	0.0739	0.8417	0.9100	0.7872	0.8592
G232_09835	0.9653	4.2028	0.6694	1.0156	0.7967	1.1783	1.5361	0.9536	0.9029	3.1586	1.1437	1.0219	0.9087	1.0571	1.2573	0.9143	5.3774	1.0563	1.4848	1.2773	0.7200	1.0455	4.5074	0.4892	0.8940	0.6624	0.8485
G232_09836	1.0258	0.2308	0.8159	0.9572	0.7635	0.6739	0.5361	0.9536	0.7398	0.5323	1.1937	0.9298	0.7941	1.1750	1.4386	0.5143	0.3346	1.0845	0.8424	0.7731	0.7406	0.6981	0.3300	0.6619	1.0160	0.9728	0.9486
G232_09837	0.8821	0.9161	0.7742	0.6615	0.8610	0.6130	0.7530	0.8808	0.6408	0.8172	1.2716	0.6009	0.6518	0.9429	1.2719	0.5810	1.1323	0.6919	0.6606	0.7395	0.5806	0.7890	0.9458	0.4964	0.8429	0.6320	0.8184
G232_09838	1.0515	1.0420	0.9140	0.6265	0.8361	0.7087	0.3373	1.0066	0.6252	0.8629	1.2899	0.7544	0.5605	0.6464	1.2368	0.9048	1.3113	0.7412	0.9030	0.7731	0.7071	0.8701	0.9409	0.6763	0.8009	0.8592	0.8291
G232_09839	1.0218	0.3566	1.1962	1.1751	0.8237	0.9000	0.9759	1.2185	1.0718	0.3629	1.8076	0.8465	1.1423	1.4750	1.0292	0.7143	0.0817	1.0687	0.9697	0.8908	1.0387	0.6981	0.2857	0.4820	0.9100	0.7264	0.9929
G232_09840	0.8444	0.9650	0.9435	1.1012	0.9066	0.6000	1.1265	0.3642	0.6485	1.1989	1.3276	0.6886	1.0849	1.1679	1.2222	0.4857	0.6926	0.8275	0.5576	0.6975	0.8361	1.0390	0.8276	0.7050	0.8734	0.7840	0.8344
G232_09841	0.9693	1.0629	1.0484	0.6887	0.7095	0.9348	0.4518	1.6159	0.3786	0.9032	1.2473	0.4649	0.7686	0.3750	0.6754	1.5619	0.5097	0.6514	0.2303	0.5462	0.9871	0.5844	0.9655	0.8993	0.7018	0.6880	0.6643
G232_09842	0.7711	0.1189	0.9046	0.6187	0.8548	0.9217	0.5723	1.0331	0.8000	0.6371	1.0804	0.5395	0.8747	0.8857	1.1667	1.0571	0.0000	0.9261	0.8061	0.4034	0.7381	0.8084	0.0000	0.3453	0.9291	0.5728	0.8671
