GENE	COVERAGE	STRAIN	GROUP
G232_00367	2.7106	Rstd	R
G232_00367	0.0769	SM102	S
G232_00367	1.3212	SM104	S
G232_00367	1.8599	SM105	S
G232_00367	1.1494	SM108	S
G232_00367	1.0826	SM109	S
G232_00367	1.0602	SM11	S
G232_00367	1.5960	SM122	S
G232_00367	1.1961	SM13	S
G232_00367	0.7151	SM14	S
G232_00367	0.1157	SM18	S
G232_00367	2.3596	SM24	S
G232_00367	1.8217	SM27	S
G232_00367	1.9786	SM28	S
G232_00367	10.9854	SM29	S
G232_00367	1.9619	SM35	S
G232_00367	0.0389	SM36	S
G232_00367	1.8750	SM42	S
G232_00367	1.4121	SM48	S
G232_00367	1.2773	SM57	S
G232_00367	1.1845	SM66	S
G232_00367	1.4448	SM67	S
G232_00367	0.0197	SM72	S
G232_00367	1.7554	SM74	S
G232_00367	1.2571	SM84	S
G232_00367	3.0288	SM9	S
G232_00367	1.6324	SM91	S
