GENE	COVERAGE	STRAIN	GROUP
G232_04887	0.3300	Rstd	R
G232_04887	0.0350	SM102	S
G232_04887	0.2097	SM104	S
G232_04887	0.1946	SM105	S
G232_04887	0.4315	SM108	S
G232_04887	0.5696	SM109	S
G232_04887	0.3976	SM11	S
G232_04887	0.7616	SM122	S
G232_04887	0.2602	SM13	S
G232_04887	0.2688	SM14	S
G232_04887	0.3508	SM18	S
G232_04887	0.1447	SM24	S
G232_04887	0.1868	SM27	S
G232_04887	0.2821	SM28	S
G232_04887	0.5263	SM29	S
G232_04887	0.0000	SM35	S
G232_04887	0.0545	SM36	S
G232_04887	0.4930	SM42	S
G232_04887	0.2788	SM48	S
G232_04887	0.1261	SM57	S
G232_04887	0.1845	SM66	S
G232_04887	0.0000	SM67	S
G232_04887	0.0197	SM72	S
G232_04887	0.1223	SM74	S
G232_04887	0.4470	SM84	S
G232_04887	0.3552	SM9	S
G232_04887	0.3109	SM91	S
