GENE	COVERAGE	STRAIN	GROUP
G232_01418	0.7919	Rstd	R
G232_01418	0.8112	SM102	S
G232_01418	0.7231	SM104	S
G232_01418	0.8054	SM105	S
G232_01418	0.7365	SM108	S
G232_01418	0.6217	SM109	S
G232_01418	0.4337	SM11	S
G232_01418	0.9073	SM122	S
G232_01418	0.7126	SM13	S
G232_01418	0.8253	SM14	S
G232_01418	1.3337	SM18	S
G232_01418	0.7193	SM24	S
G232_01418	0.8259	SM27	S
G232_01418	0.8393	SM28	S
G232_01418	1.2515	SM29	S
G232_01418	0.5429	SM35	S
G232_01418	0.9105	SM36	S
G232_01418	0.8891	SM42	S
G232_01418	0.8061	SM48	S
G232_01418	0.4454	SM57	S
G232_01418	0.6206	SM66	S
G232_01418	0.7890	SM67	S
G232_01418	0.7833	SM72	S
G232_01418	0.5971	SM74	S
G232_01418	0.8955	SM84	S
G232_01418	0.7120	SM9	S
G232_01418	0.9345	SM91	S
G232_01419	1.0387	Rstd	R
G232_01419	2.6503	SM102	S
G232_01419	0.8320	SM104	S
G232_01419	0.8677	SM105	S
G232_01419	0.9149	SM108	S
G232_01419	0.5304	SM109	S
G232_01419	0.9096	SM11	S
G232_01419	0.4570	SM122	S
G232_01419	0.7864	SM13	S
G232_01419	2.1667	SM14	S
G232_01419	1.4641	SM18	S
G232_01419	0.6623	SM24	S
G232_01419	0.7516	SM27	S
G232_01419	0.8036	SM28	S
G232_01419	1.3129	SM29	S
G232_01419	0.6286	SM35	S
G232_01419	2.4280	SM36	S
G232_01419	0.6567	SM42	S
G232_01419	0.8000	SM48	S
G232_01419	0.2857	SM57	S
G232_01419	0.6374	SM66	S
G232_01419	0.7468	SM67	S
G232_01419	1.8424	SM72	S
G232_01419	0.3237	SM74	S
G232_01419	0.8223	SM84	S
G232_01419	0.9520	SM9	S
G232_01419	0.9770	SM91	S
G232_01420	0.8117	Rstd	R
G232_01420	0.9930	SM102	S
G232_01420	0.8118	SM104	S
G232_01420	0.6537	SM105	S
G232_01420	0.7178	SM108	S
G232_01420	0.6217	SM109	S
G232_01420	0.6988	SM11	S
G232_01420	1.1921	SM122	S
G232_01420	0.8408	SM13	S
G232_01420	1.1263	SM14	S
G232_01420	1.5773	SM18	S
G232_01420	0.9956	SM24	S
G232_01420	0.8875	SM27	S
G232_01420	1.0214	SM28	S
G232_01420	1.2807	SM29	S
G232_01420	0.6667	SM35	S
G232_01420	1.1946	SM36	S
G232_01420	1.1743	SM42	S
G232_01420	0.4970	SM48	S
G232_01420	0.7983	SM57	S
G232_01420	0.9239	SM66	S
G232_01420	0.7370	SM67	S
G232_01420	1.1872	SM72	S
G232_01420	0.7554	SM74	S
G232_01420	0.9245	SM84	S
G232_01420	0.9664	SM9	S
G232_01420	0.9601	SM91	S
G232_01421	0.9217	Rstd	R
G232_01421	0.4406	SM102	S
G232_01421	0.7110	SM104	S
G232_01421	0.4747	SM105	S
G232_01421	0.7759	SM108	S
G232_01421	0.4304	SM109	S
G232_01421	0.6145	SM11	S
G232_01421	0.5894	SM122	S
G232_01421	0.8699	SM13	S
G232_01421	0.7688	SM14	S
G232_01421	1.6650	SM18	S
G232_01421	0.8991	SM24	S
G232_01421	1.0637	SM27	S
G232_01421	0.8893	SM28	S
G232_01421	1.5643	SM29	S
G232_01421	0.5429	SM35	S
G232_01421	0.2374	SM36	S
G232_01421	0.9085	SM42	S
G232_01421	0.8667	SM48	S
G232_01421	0.7479	SM57	S
G232_01421	0.8129	SM66	S
G232_01421	0.4870	SM67	S
G232_01421	0.3842	SM72	S
G232_01421	0.3094	SM74	S
G232_01421	0.6880	SM84	S
G232_01421	1.1760	SM9	S
G232_01421	0.8415	SM91	S
G232_01422	0.7631	Rstd	R
G232_01422	0.4126	SM102	S
G232_01422	0.7702	SM104	S
G232_01422	0.9027	SM105	S
G232_01422	0.8174	SM108	S
G232_01422	0.5217	SM109	S
G232_01422	0.3916	SM11	S
G232_01422	0.7219	SM122	S
G232_01422	0.7689	SM13	S
G232_01422	0.7366	SM14	S
G232_01422	1.2314	SM18	S
G232_01422	0.5833	SM24	S
G232_01422	0.7919	SM27	S
G232_01422	0.8071	SM28	S
G232_01422	1.0673	SM29	S
G232_01422	0.6857	SM35	S
G232_01422	0.2568	SM36	S
G232_01422	0.7095	SM42	S
G232_01422	0.9394	SM48	S
G232_01422	0.3866	SM57	S
G232_01422	0.5613	SM66	S
G232_01422	0.8994	SM67	S
G232_01422	0.2611	SM72	S
G232_01422	0.5899	SM74	S
G232_01422	0.7689	SM84	S
G232_01422	0.6864	SM9	S
G232_01422	0.7644	SM91	S
G232_01423	0.5045	Rstd	R
G232_01423	0.5035	SM102	S
G232_01423	0.7702	SM104	S
G232_01423	0.9339	SM105	S
G232_01423	0.6618	SM108	S
G232_01423	0.6304	SM109	S
G232_01423	0.7349	SM11	S
G232_01423	0.3974	SM122	S
G232_01423	0.8369	SM13	S
G232_01423	0.5806	SM14	S
G232_01423	1.5530	SM18	S
G232_01423	0.5439	SM24	S
G232_01423	0.7665	SM27	S
G232_01423	0.6750	SM28	S
G232_01423	1.3713	SM29	S
G232_01423	1.3429	SM35	S
G232_01423	0.9611	SM36	S
G232_01423	1.0176	SM42	S
G232_01423	0.2667	SM48	S
G232_01423	1.0420	SM57	S
G232_01423	0.6748	SM66	S
G232_01423	0.6916	SM67	S
G232_01423	0.7438	SM72	S
G232_01423	0.9496	SM74	S
G232_01423	0.7590	SM84	S
G232_01423	0.4672	SM9	S
G232_01423	0.7520	SM91	S
G232_01424	0.5927	Rstd	R
G232_01424	1.3287	SM102	S
G232_01424	0.7648	SM104	S
G232_01424	0.8911	SM105	S
G232_01424	0.7884	SM108	S
G232_01424	0.9174	SM109	S
G232_01424	0.7229	SM11	S
G232_01424	0.8013	SM122	S
G232_01424	0.9359	SM13	S
G232_01424	0.8522	SM14	S
G232_01424	1.1839	SM18	S
G232_01424	1.0132	SM24	S
G232_01424	0.7197	SM27	S
G232_01424	0.8964	SM28	S
G232_01424	1.3567	SM29	S
G232_01424	0.7048	SM35	S
G232_01424	1.1984	SM36	S
G232_01424	0.7324	SM42	S
G232_01424	0.7091	SM48	S
G232_01424	0.4958	SM57	S
G232_01424	0.8968	SM66	S
G232_01424	0.6818	SM67	S
G232_01424	1.5616	SM72	S
G232_01424	0.6835	SM74	S
G232_01424	0.7712	SM84	S
G232_01424	0.5664	SM9	S
G232_01424	0.7617	SM91	S
G232_01425	0.8305	Rstd	R
G232_01425	0.0000	SM102	S
G232_01425	0.5941	SM104	S
G232_01425	1.1284	SM105	S
G232_01425	0.6369	SM108	S
G232_01425	0.7304	SM109	S
G232_01425	0.7952	SM11	S
G232_01425	0.7815	SM122	S
G232_01425	0.7883	SM13	S
G232_01425	0.7634	SM14	S
G232_01425	1.3130	SM18	S
G232_01425	0.5789	SM24	S
G232_01425	0.8450	SM27	S
G232_01425	0.8464	SM28	S
G232_01425	1.5643	SM29	S
G232_01425	0.9714	SM35	S
G232_01425	0.0000	SM36	S
G232_01425	0.7500	SM42	S
G232_01425	1.0667	SM48	S
G232_01425	0.5798	SM57	S
G232_01425	0.7406	SM66	S
G232_01425	0.9708	SM67	S
G232_01425	0.1034	SM72	S
G232_01425	0.4388	SM74	S
G232_01425	0.8932	SM84	S
G232_01425	0.8240	SM9	S
G232_01425	0.7414	SM91	S
G232_01426	0.7126	Rstd	R
G232_01426	2.1678	SM102	S
G232_01426	0.7755	SM104	S
G232_01426	0.6887	SM105	S
G232_01426	0.7054	SM108	S
G232_01426	1.0870	SM109	S
G232_01426	1.1807	SM11	S
G232_01426	0.7285	SM122	S
G232_01426	0.8990	SM13	S
G232_01426	1.9489	SM14	S
G232_01426	1.2753	SM18	S
G232_01426	0.6667	SM24	S
G232_01426	0.8641	SM27	S
G232_01426	0.9393	SM28	S
G232_01426	1.2749	SM29	S
G232_01426	1.2952	SM35	S
G232_01426	3.2062	SM36	S
G232_01426	0.8891	SM42	S
G232_01426	1.1879	SM48	S
G232_01426	0.8067	SM57	S
G232_01426	0.7871	SM66	S
G232_01426	0.6753	SM67	S
G232_01426	2.5419	SM72	S
G232_01426	0.7482	SM74	S
G232_01426	1.0198	SM84	S
G232_01426	0.7664	SM9	S
G232_01426	0.8353	SM91	S
G232_01427	0.8692	Rstd	R
G232_01427	0.4615	SM102	S
G232_01427	0.8024	SM104	S
G232_01427	0.8560	SM105	S
G232_01427	0.9232	SM108	S
G232_01427	0.8739	SM109	S
G232_01427	0.7651	SM11	S
G232_01427	0.8808	SM122	S
G232_01427	0.8175	SM13	S
G232_01427	0.5806	SM14	S
G232_01427	1.1973	SM18	S
G232_01427	0.7939	SM24	S
G232_01427	0.7367	SM27	S
G232_01427	0.7321	SM28	S
G232_01427	0.9415	SM29	S
G232_01427	1.1238	SM35	S
G232_01427	0.4125	SM36	S
G232_01427	0.8820	SM42	S
G232_01427	1.1212	SM48	S
G232_01427	0.7059	SM57	S
G232_01427	0.8258	SM66	S
