GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_07622	0.5540	0.0979	0.4691	0.3969	0.2822	0.2826	0.2711	0.4901	0.3709	0.0457	0.5968	0.4342	0.2951	0.2893	0.2427	0.2381	0.0272	0.2676	0.7394	0.1513	0.3523	0.1104	0.1084	0.4101	0.4180	0.2432	0.2790
G232_07623	0.8969	0.9441	0.8306	0.5720	0.7863	0.6522	0.8072	0.6026	0.6291	0.7634	1.5201	0.7412	0.6433	0.8357	1.0585	0.8000	1.0700	0.7870	0.6848	0.6218	0.8774	0.8117	1.1281	0.8993	0.7696	0.9504	0.7954
G232_07624	0.9901	0.8671	0.6505	1.1323	0.5539	0.5348	0.9277	0.4901	0.9398	1.0699	1.5664	0.8421	0.8535	1.2536	1.1813	0.8190	0.7004	0.8169	0.8909	0.2857	0.7523	0.5292	0.5271	0.6619	0.9230	0.9936	1.1453
G232_07625	1.0654	0.0490	0.8642	1.1751	0.7510	1.0087	0.6627	0.4570	0.6000	0.8817	1.1924	0.4868	0.6348	0.8607	0.7076	1.0286	0.0661	0.7324	0.6061	0.6639	0.8013	1.1299	0.0739	1.0791	0.9031	0.7040	0.7502
G232_07626	0.8642	1.9510	0.7043	0.8093	0.8838	0.7435	0.9157	0.5828	0.9631	2.0780	1.2826	0.8114	0.8938	0.9893	1.1082	0.8095	2.1556	0.9630	0.8000	0.7143	0.6465	0.6136	1.7488	0.3741	0.9565	0.9936	0.7609
G232_07627	0.7572	0.6923	0.7433	0.7354	0.7282	0.9478	0.8434	0.6159	0.6951	0.6263	1.2156	0.6754	0.8004	0.7250	1.0000	0.7619	0.5914	0.7764	0.6182	0.9664	0.8077	0.5195	0.6700	1.0791	0.7658	0.7136	0.7945
G232_07628	0.9356	1.1958	0.7312	0.7626	0.7158	0.5304	0.4277	0.5629	0.6854	0.9839	0.8879	0.8377	0.8323	0.8143	0.8041	0.7905	1.1167	0.7306	0.6000	0.7227	0.5806	0.5812	1.0296	0.3669	0.7010	0.6112	0.6714
G232_07629	0.5590	1.7552	0.7554	0.4786	0.9025	0.7783	0.8373	0.7483	0.6971	0.9355	0.9562	0.5789	0.9193	0.5679	1.1345	0.2095	2.3191	0.9137	1.3636	1.7395	1.0426	0.7175	2.1429	1.2086	0.9535	0.7600	0.7644
G232_07630	0.8821	0.1538	0.8575	0.6031	0.6266	0.9783	1.3735	0.3311	0.7981	0.3172	1.1218	0.7018	0.8004	0.6429	0.8304	0.7333	0.0078	0.5810	1.6121	0.9496	0.7729	0.6266	0.0887	0.4820	0.8787	0.7088	0.7414
G232_07631	0.6452	0.0000	1.0417	0.3930	0.7469	0.9304	0.4699	0.3046	0.5534	1.1156	1.0378	0.7763	0.3928	0.5250	0.7573	1.0286	0.6265	0.3856	0.0000	0.2269	0.8542	1.1331	0.3251	0.5252	0.5126	0.5360	0.7892
G232_07632	0.7879	0.1259	0.8495	1.0856	0.9481	1.1304	0.9518	0.5828	0.8602	0.3414	1.1462	0.6842	0.4713	0.7429	0.8684	0.2762	0.0000	0.6514	0.8909	0.3782	0.9368	1.0649	0.0394	0.9856	0.7262	0.5632	0.7617
G232_07633	1.2359	0.0979	0.7191	0.3346	0.7386	0.4696	0.3494	1.0265	0.4388	0.4677	0.8477	0.6623	0.5329	0.5571	0.6404	0.5429	0.0000	0.6180	1.0848	0.3025	0.7071	0.7045	0.0345	1.3453	0.8223	0.9408	0.7697
