GENE	COVERAGE	STRAIN	GROUP
G232_08765	0.7602	Rstd	R
G232_08765	0.1399	SM102	S
G232_08765	0.9610	SM104	S
G232_08765	0.8327	SM105	S
G232_08765	0.6971	SM108	S
G232_08765	0.3087	SM109	S
G232_08765	0.5060	SM11	S
G232_08765	1.1854	SM122	S
G232_08765	1.0544	SM13	S
G232_08765	0.1962	SM14	S
G232_08765	1.5725	SM18	S
G232_08765	0.7982	SM24	S
G232_08765	0.8684	SM27	S
G232_08765	1.1821	SM28	S
G232_08765	1.3246	SM29	S
G232_08765	1.2667	SM35	S
G232_08765	0.1984	SM36	S
G232_08765	0.5563	SM42	S
G232_08765	0.5697	SM48	S
G232_08765	0.5966	SM57	S
G232_08765	0.8658	SM66	S
G232_08765	0.4675	SM67	S
G232_08765	0.4286	SM72	S
G232_08765	1.2806	SM74	S
G232_08765	0.8261	SM84	S
G232_08765	0.7712	SM9	S
G232_08765	1.1435	SM91	S
G232_08766	0.9435	Rstd	R
G232_08766	0.7203	SM102	S
G232_08766	0.7231	SM104	S
G232_08766	0.8482	SM105	S
G232_08766	0.8382	SM108	S
G232_08766	0.4087	SM109	S
G232_08766	0.7229	SM11	S
G232_08766	1.0927	SM122	S
G232_08766	0.8447	SM13	S
G232_08766	0.5511	SM14	S
G232_08766	1.4190	SM18	S
G232_08766	0.7325	SM24	S
G232_08766	0.6837	SM27	S
G232_08766	0.8107	SM28	S
G232_08766	1.4269	SM29	S
G232_08766	1.0952	SM35	S
G232_08766	0.3852	SM36	S
G232_08766	0.7007	SM42	S
G232_08766	0.6303	SM48	S
G232_08766	0.6134	SM57	S
G232_08766	0.7923	SM66	S
G232_08766	0.9026	SM67	S
G232_08766	0.4483	SM72	S
G232_08766	1.0647	SM74	S
G232_08766	0.7643	SM84	S
G232_08766	0.8976	SM9	S
G232_08766	0.8335	SM91	S
G232_08767	0.9683	Rstd	R
G232_08767	0.3007	SM102	S
G232_08767	0.9503	SM104	S
G232_08767	0.5525	SM105	S
G232_08767	0.7386	SM108	S
G232_08767	0.7043	SM109	S
G232_08767	0.3976	SM11	S
G232_08767	1.0464	SM122	S
G232_08767	0.8563	SM13	S
G232_08767	0.7634	SM14	S
G232_08767	1.3727	SM18	S
G232_08767	0.8947	SM24	S
G232_08767	0.9278	SM27	S
G232_08767	0.7929	SM28	S
G232_08767	1.0760	SM29	S
G232_08767	0.5524	SM35	S
G232_08767	0.3735	SM36	S
G232_08767	0.8151	SM42	S
G232_08767	0.8788	SM48	S
G232_08767	0.6303	SM57	S
G232_08767	0.8026	SM66	S
G232_08767	1.4351	SM67	S
G232_08767	0.3005	SM72	S
G232_08767	0.4676	SM74	S
G232_08767	0.8848	SM84	S
G232_08767	0.8160	SM9	S
G232_08767	0.9672	SM91	S
G232_08768	0.7859	Rstd	R
G232_08768	0.0000	SM102	S
G232_08768	0.7043	SM104	S
G232_08768	0.9222	SM105	S
G232_08768	0.7095	SM108	S
G232_08768	0.4609	SM109	S
G232_08768	0.3554	SM11	S
G232_08768	1.1921	SM122	S
G232_08768	0.7786	SM13	S
G232_08768	0.1156	SM14	S
G232_08768	1.6577	SM18	S
G232_08768	0.9649	SM24	S
G232_08768	1.0488	SM27	S
G232_08768	1.2714	SM28	S
G232_08768	1.9444	SM29	S
G232_08768	0.5905	SM35	S
G232_08768	0.0000	SM36	S
G232_08768	1.0511	SM42	S
G232_08768	0.0000	SM48	S
G232_08768	1.5798	SM57	S
G232_08768	0.6594	SM66	S
G232_08768	0.8864	SM67	S
G232_08768	0.0345	SM72	S
G232_08768	0.1151	SM74	S
G232_08768	0.7254	SM84	S
G232_08768	1.1264	SM9	S
G232_08768	1.1949	SM91	S
G232_08769	0.8226	Rstd	R
G232_08769	1.8392	SM102	S
G232_08769	0.9019	SM104	S
G232_08769	0.7393	SM105	S
G232_08769	1.0311	SM108	S
G232_08769	0.7435	SM109	S
G232_08769	1.1687	SM11	S
G232_08769	0.9272	SM122	S
G232_08769	0.7049	SM13	S
G232_08769	1.0242	SM14	S
G232_08769	1.2156	SM18	S
G232_08769	0.6009	SM24	S
G232_08769	0.6072	SM27	S
G232_08769	0.9393	SM28	S
G232_08769	1.5614	SM29	S
G232_08769	0.6667	SM35	S
G232_08769	2.0078	SM36	S
G232_08769	0.6655	SM42	S
G232_08769	1.0485	SM48	S
G232_08769	0.5798	SM57	S
G232_08769	0.8258	SM66	S
G232_08769	0.6786	SM67	S
G232_08769	1.9360	SM72	S
G232_08769	0.6043	SM74	S
G232_08769	0.7521	SM84	S
G232_08769	0.6160	SM9	S
G232_08769	0.9043	SM91	S
G232_08770	1.0664	Rstd	R
G232_08770	0.0000	SM102	S
G232_08770	0.9153	SM104	S
G232_08770	0.4125	SM105	S
G232_08770	0.9979	SM108	S
G232_08770	1.1783	SM109	S
G232_08770	0.5361	SM11	S
G232_08770	0.6490	SM122	S
G232_08770	0.8311	SM13	S
G232_08770	0.3226	SM14	S
G232_08770	1.1096	SM18	S
G232_08770	1.2851	SM24	S
G232_08770	0.7346	SM27	S
G232_08770	0.9536	SM28	S
G232_08770	0.5848	SM29	S
G232_08770	0.5429	SM35	S
G232_08770	0.0000	SM36	S
G232_08770	0.6567	SM42	S
G232_08770	0.3091	SM48	S
G232_08770	0.9076	SM57	S
G232_08770	0.9961	SM66	S
G232_08770	0.8409	SM67	S
G232_08770	0.0443	SM72	S
G232_08770	0.5755	SM74	S
G232_08770	0.7666	SM84	S
G232_08770	0.9376	SM9	S
G232_08770	1.0425	SM91	S
G232_08771	1.0634	Rstd	R
G232_08771	0.7622	SM102	S
G232_08771	0.8468	SM104	S
G232_08771	0.7315	SM105	S
G232_08771	0.7842	SM108	S
G232_08771	0.7000	SM109	S
G232_08771	0.4217	SM11	S
G232_08771	0.9669	SM122	S
G232_08771	0.8466	SM13	S
G232_08771	0.9597	SM14	S
G232_08771	1.5664	SM18	S
G232_08771	1.0219	SM24	S
G232_08771	1.1932	SM27	S
G232_08771	1.0107	SM28	S
G232_08771	1.6637	SM29	S
G232_08771	0.4857	SM35	S
G232_08771	0.5603	SM36	S
G232_08771	1.1796	SM42	S
G232_08771	0.8788	SM48	S
G232_08771	0.5882	SM57	S
G232_08771	0.7613	SM66	S
G232_08771	0.6071	SM67	S
G232_08771	0.8424	SM72	S
G232_08771	0.7698	SM74	S
G232_08771	0.8352	SM84	S
G232_08771	0.8560	SM9	S
G232_08771	0.9495	SM91	S
G232_08772	0.7235	Rstd	R
G232_08772	0.7343	SM102	S
G232_08772	0.9220	SM104	S
G232_08772	0.5097	SM105	S
G232_08772	0.8257	SM108	S
G232_08772	0.6130	SM109	S
