GENE	COVERAGE	STRAIN	GROUP
G232_02760	0.7740	Rstd	R
G232_02760	0.0699	SM102	S
G232_02760	0.8441	SM104	S
G232_02760	0.6342	SM105	S
G232_02760	0.7635	SM108	S
G232_02760	0.7217	SM109	S
G232_02760	0.5602	SM11	S
G232_02760	0.9338	SM122	S
G232_02760	0.9184	SM13	S
G232_02760	0.4435	SM14	S
G232_02760	0.3739	SM18	S
G232_02760	0.9430	SM24	S
G232_02760	0.8323	SM27	S
G232_02760	1.0286	SM28	S
G232_02760	2.4795	SM29	S
G232_02760	1.2286	SM35	S
G232_02760	0.0350	SM36	S
G232_02760	0.8680	SM42	S
G232_02760	0.7091	SM48	S
G232_02760	0.4790	SM57	S
G232_02760	0.8490	SM66	S
G232_02760	1.2468	SM67	S
G232_02760	0.0148	SM72	S
G232_02760	0.6259	SM74	S
G232_02760	0.8802	SM84	S
G232_02760	0.5904	SM9	S
G232_02760	0.8255	SM91	S
