GENE	COVERAGE	STRAIN	GROUP
G232_10156	1.7007	Rstd	R
G232_10156	0.0000	SM102	S
G232_10156	1.3723	SM104	S
G232_10156	1.5447	SM105	S
G232_10156	1.7552	SM108	S
G232_10156	1.2304	SM109	S
G232_10156	0.9940	SM11	S
G232_10156	2.7550	SM122	S
G232_10156	1.2447	SM13	S
G232_10156	0.6747	SM14	S
G232_10156	2.7028	SM18	S
G232_10156	0.6754	SM24	S
G232_10156	1.0149	SM27	S
G232_10156	1.0571	SM28	S
G232_10156	0.1374	SM29	S
G232_10156	1.4476	SM35	S
G232_10156	0.0000	SM36	S
G232_10156	1.3609	SM42	S
G232_10156	1.7030	SM48	S
G232_10156	0.8992	SM57	S
G232_10156	1.2129	SM66	S
G232_10156	0.5877	SM67	S
G232_10156	0.0000	SM72	S
G232_10156	1.1223	SM74	S
G232_10156	0.6636	SM84	S
G232_10156	1.0128	SM9	S
G232_10156	1.2197	SM91	S
