GENE	COVERAGE	STRAIN	GROUP
G232_09007	0.1952	Rstd	R
G232_09007	0.3566	SM102	S
G232_09007	0.1989	SM104	S
G232_09007	0.0195	SM105	S
G232_09007	0.1286	SM108	S
G232_09007	0.3435	SM109	S
G232_09007	0.5723	SM11	S
G232_09007	0.6424	SM122	S
G232_09007	0.0466	SM13	S
G232_09007	0.3360	SM14	S
G232_09007	0.2801	SM18	S
G232_09007	0.0000	SM24	S
G232_09007	0.0000	SM27	S
G232_09007	0.0000	SM28	S
G232_09007	0.3158	SM29	S
G232_09007	0.0000	SM35	S
G232_09007	0.6576	SM36	S
G232_09007	0.1567	SM42	S
G232_09007	0.6121	SM48	S
G232_09007	0.3193	SM57	S
G232_09007	0.0000	SM66	S
G232_09007	0.5584	SM67	S
G232_09007	0.3300	SM72	S
G232_09007	0.3022	SM74	S
G232_09007	0.1503	SM84	S
G232_09007	0.0000	SM9	S
G232_09007	0.1036	SM91	S
