GENE	COVERAGE	STRAIN	GROUP
G232_02761	0.9118	Rstd	R
G232_02761	0.1469	SM102	S
G232_02761	1.3737	SM104	S
G232_02761	1.6148	SM105	S
G232_02761	0.8237	SM108	S
G232_02761	4.4174	SM109	S
G232_02761	0.4699	SM11	S
G232_02761	0.9205	SM122	S
G232_02761	0.8816	SM13	S
G232_02761	0.2984	SM14	S
G232_02761	0.0305	SM18	S
G232_02761	0.6447	SM24	S
G232_02761	1.4883	SM27	S
G232_02761	1.1464	SM28	S
G232_02761	0.3129	SM29	S
G232_02761	2.3429	SM35	S
G232_02761	0.0545	SM36	S
G232_02761	0.5845	SM42	S
G232_02761	0.4606	SM48	S
G232_02761	0.9160	SM57	S
G232_02761	1.0077	SM66	S
G232_02761	0.4740	SM67	S
G232_02761	0.0246	SM72	S
G232_02761	4.7986	SM74	S
G232_02761	1.0061	SM84	S
G232_02761	1.3680	SM9	S
G232_02761	0.7910	SM91	S
