GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_06800	0.7056	2.8601	0.9691	0.9922	0.7697	1.3870	1.2831	1.1457	0.7650	2.7070	0.7247	0.7500	0.9469	0.6643	1.0439	0.9333	4.1907	1.0088	1.0121	1.0840	0.7832	0.8734	4.1724	0.6906	0.9779	0.9264	0.9681
G232_06801	0.5223	4.3217	0.7030	0.1751	0.5456	0.4913	0.9096	1.0132	1.0718	1.8737	1.0244	0.8947	0.8471	0.5107	0.5468	0.5714	2.1790	0.8398	0.4970	0.3529	0.7303	0.7987	4.7438	0.7626	0.9291	0.6080	0.9283
G232_06802	0.8652	0.8951	0.9973	1.0584	0.6680	0.7826	0.7410	0.8543	0.8738	0.7957	1.4397	0.4342	0.8960	0.9536	1.5614	0.8000	0.8482	0.7923	0.8606	0.8067	0.5948	0.8442	1.0640	0.3453	0.8940	0.8496	0.9132
G232_06803	0.7393	0.2168	0.8118	0.7237	0.6037	0.6130	0.6446	0.8609	0.9068	0.5995	1.5761	0.7939	0.7941	0.9750	1.2515	0.7333	0.2101	0.8504	0.6545	0.6471	0.6297	0.8019	0.2956	0.6475	0.8551	0.8512	0.8007
G232_06804	0.8236	0.4615	0.8132	0.6887	0.7635	0.3304	0.6687	0.9272	0.6932	0.8548	1.2314	0.7193	0.7495	0.7500	0.7310	0.3714	0.1440	0.8415	0.7333	0.5378	0.6348	0.6266	0.3251	0.4029	0.7483	0.7744	0.8184
G232_06805	0.7998	0.0000	0.8293	0.2957	0.2614	0.3565	1.5783	1.2781	0.4718	0.0000	1.2119	0.9298	0.6178	0.6893	0.6228	0.5905	0.0000	0.8327	0.4182	0.8067	0.7574	0.8734	0.0640	0.4317	0.7529	0.8112	0.7821
G232_06806	0.7691	0.1748	0.6989	0.8482	0.9066	0.5652	0.5542	1.0927	0.7068	0.4301	1.2631	0.7588	0.6348	0.7286	0.9737	0.9714	0.0350	0.7095	0.6970	0.7731	0.9406	0.7305	0.0640	0.9424	0.9321	0.6304	0.7768
G232_06807	0.8494	0.9720	0.9718	0.8794	0.9378	0.4913	0.4518	1.2715	0.7456	0.8629	1.3435	0.7675	0.6794	0.9393	0.6462	0.6571	1.1518	0.7447	0.7091	0.8992	1.2142	1.1364	0.7438	0.6043	0.6621	0.6944	0.8273
G232_06808	0.8712	0.5245	0.8710	0.6187	0.8921	0.6522	0.5241	0.8543	0.6660	0.6613	1.2400	0.3640	0.7707	0.6750	0.7222	0.8476	0.6965	0.8134	0.6242	0.8824	0.6206	0.7500	0.6552	0.4820	0.8596	0.8208	0.7919
G232_06809	0.4767	1.3776	1.1532	0.7432	0.6432	1.0261	0.8133	0.6623	0.5534	1.7124	1.3094	0.2588	0.6051	0.7964	1.2661	1.0762	1.8560	0.7835	0.6364	1.5042	0.7316	0.4643	1.8867	0.2878	0.7300	0.5296	0.9052
G232_06810	0.8989	0.3007	0.7137	0.3113	0.9295	0.7174	0.3675	0.8344	0.7592	0.5296	1.3581	0.4430	0.7070	0.8321	0.9064	0.6952	0.0895	0.6725	0.3152	0.7899	0.8284	0.7045	0.2315	0.4029	0.7902	0.6480	0.7795
G232_06811	0.8940	1.1399	0.7245	0.5914	0.6162	0.5609	0.8494	0.7748	0.9165	0.8817	1.1937	0.8728	0.7707	1.0071	1.0117	0.6476	1.3463	0.8011	0.7273	0.8067	0.8077	0.9091	1.4581	0.6403	0.9321	0.8304	0.7467
