GENE	COVERAGE	STRAIN	GROUP
G232_05487	0.6204	Rstd	R
G232_05487	0.1958	SM102	S
G232_05487	0.8118	SM104	S
G232_05487	0.9105	SM105	S
G232_05487	0.7884	SM108	S
G232_05487	0.8957	SM109	S
G232_05487	0.5843	SM11	S
G232_05487	1.7152	SM122	S
G232_05487	0.5534	SM13	S
G232_05487	0.4301	SM14	S
G232_05487	0.7917	SM18	S
G232_05487	0.7763	SM24	S
G232_05487	0.6178	SM27	S
G232_05487	1.0857	SM28	S
G232_05487	0.9444	SM29	S
G232_05487	0.9143	SM35	S
G232_05487	0.0623	SM36	S
G232_05487	0.7764	SM42	S
G232_05487	0.7273	SM48	S
G232_05487	0.6303	SM57	S
G232_05487	0.6387	SM66	S
G232_05487	0.7857	SM67	S
G232_05487	0.0443	SM72	S
G232_05487	0.9353	SM74	S
G232_05487	0.8345	SM84	S
G232_05487	0.6544	SM9	S
G232_05487	0.7848	SM91	S
G232_05488	0.8028	Rstd	R
G232_05488	0.0629	SM102	S
G232_05488	0.6801	SM104	S
G232_05488	0.7198	SM105	S
G232_05488	0.6432	SM108	S
G232_05488	0.3217	SM109	S
G232_05488	0.5542	SM11	S
G232_05488	0.7417	SM122	S
G232_05488	0.7184	SM13	S
G232_05488	0.2715	SM14	S
G232_05488	0.8112	SM18	S
G232_05488	0.8202	SM24	S
G232_05488	0.9172	SM27	S
G232_05488	0.7893	SM28	S
G232_05488	1.0263	SM29	S
G232_05488	0.6000	SM35	S
G232_05488	0.0739	SM36	S
G232_05488	0.9102	SM42	S
G232_05488	0.7394	SM48	S
G232_05488	0.4790	SM57	S
G232_05488	0.3768	SM66	S
G232_05488	0.6688	SM67	S
G232_05488	0.0739	SM72	S
G232_05488	0.6403	SM74	S
G232_05488	0.9664	SM84	S
G232_05488	0.7920	SM9	S
G232_05488	0.9531	SM91	S
G232_05489	0.6938	Rstd	R
G232_05489	0.5874	SM102	S
G232_05489	0.8414	SM104	S
G232_05489	0.1245	SM105	S
G232_05489	0.7407	SM108	S
G232_05489	0.5913	SM109	S
G232_05489	1.2530	SM11	S
G232_05489	0.6424	SM122	S
G232_05489	0.7689	SM13	S
G232_05489	1.1613	SM14	S
G232_05489	1.1437	SM18	S
G232_05489	0.9123	SM24	S
G232_05489	0.3121	SM27	S
G232_05489	0.7750	SM28	S
G232_05489	1.2310	SM29	S
G232_05489	0.6286	SM35	S
G232_05489	0.8482	SM36	S
G232_05489	0.6039	SM42	S
G232_05489	0.5030	SM48	S
G232_05489	0.8067	SM57	S
G232_05489	0.8310	SM66	S
G232_05489	0.8247	SM67	S
G232_05489	0.6453	SM72	S
G232_05489	1.2302	SM74	S
G232_05489	0.7635	SM84	S
G232_05489	0.6048	SM9	S
G232_05489	0.7653	SM91	S
G232_05490	0.8593	Rstd	R
G232_05490	0.3846	SM102	S
G232_05490	0.8978	SM104	S
G232_05490	0.6809	SM105	S
G232_05490	0.9730	SM108	S
G232_05490	1.1087	SM109	S
G232_05490	0.6867	SM11	S
G232_05490	1.0662	SM122	S
G232_05490	0.9612	SM13	S
G232_05490	0.5161	SM14	S
G232_05490	1.1547	SM18	S
G232_05490	0.7895	SM24	S
G232_05490	0.5754	SM27	S
G232_05490	0.7429	SM28	S
G232_05490	1.1930	SM29	S
G232_05490	0.3524	SM35	S
G232_05490	0.1012	SM36	S
G232_05490	0.7711	SM42	S
G232_05490	0.6848	SM48	S
G232_05490	1.0672	SM57	S
G232_05490	0.9252	SM66	S
G232_05490	0.8182	SM67	S
G232_05490	0.3153	SM72	S
G232_05490	0.6835	SM74	S
G232_05490	0.8314	SM84	S
G232_05490	0.6304	SM9	S
G232_05490	0.9176	SM91	S
G232_05491	0.9445	Rstd	R
G232_05491	0.0070	SM102	S
G232_05491	0.9073	SM104	S
G232_05491	0.9689	SM105	S
G232_05491	0.7344	SM108	S
G232_05491	0.7783	SM109	S
G232_05491	0.8434	SM11	S
G232_05491	0.8146	SM122	S
G232_05491	0.5243	SM13	S
G232_05491	0.6532	SM14	S
G232_05491	1.4202	SM18	S
G232_05491	0.8947	SM24	S
G232_05491	0.6900	SM27	S
G232_05491	0.6786	SM28	S
G232_05491	0.7076	SM29	S
G232_05491	0.4000	SM35	S
G232_05491	0.0934	SM36	S
G232_05491	0.6954	SM42	S
G232_05491	1.0667	SM48	S
G232_05491	0.3361	SM57	S
G232_05491	0.5174	SM66	S
G232_05491	0.8344	SM67	S
G232_05491	0.1675	SM72	S
G232_05491	0.3813	SM74	S
G232_05491	0.8764	SM84	S
G232_05491	0.7504	SM9	S
G232_05491	0.9194	SM91	S
G232_05492	0.9703	Rstd	R
G232_05492	0.6503	SM102	S
G232_05492	0.8831	SM104	S
G232_05492	0.8988	SM105	S
G232_05492	0.6556	SM108	S
G232_05492	0.6391	SM109	S
G232_05492	0.4036	SM11	S
G232_05492	0.9603	SM122	S
G232_05492	0.8427	SM13	S
G232_05492	0.5054	SM14	S
G232_05492	1.0134	SM18	S
G232_05492	0.8246	SM24	S
G232_05492	0.9766	SM27	S
G232_05492	1.0214	SM28	S
G232_05492	0.7632	SM29	S
G232_05492	0.8667	SM35	S
G232_05492	0.6031	SM36	S
G232_05492	0.8750	SM42	S
G232_05492	0.5455	SM48	S
G232_05492	0.6387	SM57	S
G232_05492	0.4194	SM66	S
G232_05492	0.9286	SM67	S
G232_05492	1.0246	SM72	S
G232_05492	0.3381	SM74	S
G232_05492	1.0366	SM84	S
G232_05492	0.8896	SM9	S
G232_05492	0.9398	SM91	S
