GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_09767	8.67	0.98	6.14	1.76	2.94	1.60	1.87	2.04	3.32	2.53	9.78	1.46	3.88	1.78	4.18	0.37	2.25	5.72	1.34	0.63	6.06	3.50	2.92	0.95	11.37	3.43	11.28
G232_09768	7.94	1.00	5.44	1.50	2.79	1.68	0.69	1.68	4.13	4.41	10.05	1.80	3.69	2.86	3.15	0.68	2.87	5.57	1.45	0.37	4.49	2.42	2.02	1.09	13.08	5.15	9.89
G232_09769	10.09	2.19	6.67	2.45	3.76	2.19	1.07	1.42	4.74	3.76	11.46	1.35	3.80	2.42	4.04	1.02	2.67	4.77	1.43	1.01	8.10	3.08	2.35	1.38	12.16	5.50	9.54
G232_09770	7.64	0.57	7.02	1.65	3.87	1.22	0.92	1.58	3.72	2.24	10.51	1.52	3.26	3.14	2.42	1.67	0.44	5.22	1.15	0.76	6.44	2.70	0.69	1.14	10.46	5.80	10.07
G232_09771	11.53	0.47	6.23	1.60	4.08	2.33	0.74	1.45	5.00	1.94	9.79	2.40	2.92	2.18	4.63	1.27	1.50	5.11	2.31	1.04	7.93	3.39	1.23	1.19	13.15	4.72	10.92
G232_09772	10.61	0.19	6.11	1.68	3.90	0.86	0.93	1.21	4.01	1.98	12.79	2.27	3.88	2.76	4.31	0.79	0.00	4.11	1.69	1.60	7.00	1.84	0.10	1.18	11.55	4.13	10.60
G232_09773	9.46	2.10	4.78	1.53	4.46	2.49	1.25	2.50	2.20	5.43	7.39	1.90	3.39	3.11	4.25	0.20	2.30	3.09	1.71	1.18	8.44	3.74	3.68	1.51	11.21	5.07	10.10
G232_09774	9.22	0.06	5.89	2.53	3.47	1.00	0.78	1.19	3.98	2.01	10.09	1.48	2.89	1.90	4.01	0.67	0.08	5.66	1.86	1.03	5.48	1.84	0.28	1.26	12.17	4.20	10.63
G232_09775	9.80	2.58	6.75	1.25	4.80	2.03	1.35	1.28	3.87	5.34	10.66	1.00	3.93	2.79	4.22	1.07	5.09	5.42	1.55	0.61	4.97	2.97	3.00	1.10	11.38	5.08	9.16
G232_09776	4.59	0.00	3.89	2.67	2.36	1.63	0.67	0.45	3.59	0.84	10.52	2.30	2.41	2.73	3.17	1.34	0.15	3.45	1.17	0.39	5.88	1.25	0.00	0.95	10.40	4.57	9.73
G232_09777	11.71	9.66	6.90	2.86	3.07	5.25	2.45	1.38	5.10	18.53	12.81	2.52	4.37	3.23	3.47	0.74	24.11	6.85	1.12	1.16	5.66	2.55	14.39	1.80	9.24	6.27	8.09
G232_09778	9.73	5.47	5.53	1.72	3.78	1.67	2.51	1.79	5.29	12.47	11.52	1.89	4.59	1.94	3.71	0.75	13.52	5.12	2.64	1.71	5.63	1.89	7.96	1.33	12.21	5.71	10.32
G232_09779	7.36	0.64	6.59	2.19	2.86	0.89	1.41	1.09	3.44	1.75	10.30	2.03	3.93	1.78	5.36	1.04	0.34	4.28	1.41	1.48	8.29	2.06	0.30	0.73	10.95	6.30	9.48
G232_09780	6.56	1.47	5.86	1.27	4.73	2.12	1.90	0.96	2.91	2.70	7.55	1.56	2.60	2.24	2.14	1.32	4.17	4.64	2.09	0.51	5.83	2.75	2.46	1.25	11.09	4.03	9.77
G232_09781	8.24	1.08	5.86	1.57	3.04	1.72	0.90	1.05	3.12	2.64	11.60	1.58	2.37	1.41	3.29	1.07	1.13	5.59	1.21	0.55	4.61	2.70	1.41	1.86	10.45	4.67	7.02
G232_09782	8.89	2.29	9.86	1.61	3.33	1.97	2.15	1.27	3.49	5.50	7.46	0.74	3.44	2.28	4.69	0.64	4.08	3.07	0.89	1.83	4.42	2.77	3.22	1.13	11.03	4.08	8.49
G232_09783	7.03	2.48	6.97	1.76	3.41	2.27	1.33	0.92	3.44	5.48	8.19	1.51	2.52	1.51	2.71	0.99	3.98	4.85	2.06	0.63	6.68	1.68	3.49	0.91	9.77	4.94	7.99
G232_09784	7.71	1.11	7.23	1.54	3.49	1.50	1.89	1.06	4.82	2.49	8.29	1.45	2.57	1.79	3.31	1.15	1.30	4.82	0.96	0.81	6.63	1.90	2.09	0.90	10.09	6.00	9.40
G232_09785	10.33	2.44	4.76	1.97	3.15	1.90	1.36	1.55	3.04	7.34	11.54	1.86	2.05	3.11	4.58	1.34	8.18	6.61	0.78	0.85	5.35	0.78	5.61	1.91	8.93	5.05	7.38
G232_09786	9.14	15.14	5.51	1.85	2.49	3.45	2.08	1.32	4.31	24.80	12.66	1.19	3.40	2.70	6.46	1.54	25.19	8.35	2.02	1.05	4.28	2.28	16.68	0.89	11.38	5.48	7.67
G232_09787	8.11	2.16	5.74	1.93	3.94	2.10	1.30	1.50	4.36	4.38	10.86	1.97	4.24	3.11	3.06	0.79	5.37	5.03	1.43	1.03	5.80	2.25	3.49	1.22	11.67	5.29	8.43
G232_09788	7.22	0.62	5.49	1.23	3.99	2.56	1.26	1.48	3.60	2.81	10.52	2.41	4.47	2.08	2.70	0.98	0.97	4.55	1.63	0.92	7.42	2.23	0.90	1.62	10.52	5.23	8.88
G232_09789	17.61	12.31	9.41	1.94	7.99	4.20	2.55	2.23	6.24	20.00	17.78	3.77	6.79	3.45	6.21	0.95	27.40	9.17	1.76	1.27	6.66	3.05	14.92	0.94	14.90	6.28	14.33
G232_09790	10.35	0.45	7.86	1.35	4.81	1.85	0.82	0.87	3.90	1.95	11.86	2.45	5.08	2.83	4.11	0.91	0.22	5.14	1.06	1.05	5.56	2.59	0.36	0.89	10.21	5.71	10.01
G232_09791	7.41	0.17	4.92	1.84	3.83	1.56	1.26	1.33	4.32	1.84	7.16	2.63	4.50	1.12	2.02	0.99	0.17	3.49	1.58	1.06	7.80	2.60	0.11	0.86	9.45	4.80	9.18
G232_09792	7.98	1.83	6.95	2.57	4.34	2.09	1.59	0.86	3.64	3.40	11.28	1.48	3.53	2.63	4.07	0.83	3.27	3.34	1.05	1.46	6.30	2.60	3.16	0.93	11.22	5.98	9.63
G232_09793	9.81	2.82	6.16	0.93	3.40	1.80	1.29	1.26	3.90	9.78	12.39	1.43	2.62	3.32	4.21	1.33	8.47	3.55	0.75	1.61	6.47	1.65	3.98	1.26	8.86	4.51	8.23
G232_09794	11.38	1.96	6.13	1.78	3.60	1.35	1.08	1.50	4.48	6.39	10.78	1.72	3.16	3.11	3.63	0.80	4.74	5.76	1.21	0.95	4.94	2.41	3.24	1.01	11.51	4.75	8.97
G232_09795	2.03	0.29	2.63	0.25	1.49	0.95	0.87	0.00	2.06	0.50	2.70	1.25	1.80	0.00	0.76	0.00	0.23	0.62	0.47	0.25	3.57	0.74	0.25	0.34	4.55	1.77	5.81
