GENE	COVERAGE	STRAIN	GROUP
G232_03694	0.1794	Rstd	R
G232_03694	0.0000	SM102	S
G232_03694	0.4019	SM104	S
G232_03694	0.2335	SM105	S
G232_03694	0.0934	SM108	S
G232_03694	0.3609	SM109	S
G232_03694	0.1386	SM11	S
G232_03694	0.2980	SM122	S
G232_03694	0.1515	SM13	S
G232_03694	0.1882	SM14	S
G232_03694	0.3544	SM18	S
G232_03694	0.0965	SM24	S
G232_03694	0.0701	SM27	S
G232_03694	0.0857	SM28	S
G232_03694	0.5205	SM29	S
G232_03694	0.8571	SM35	S
G232_03694	0.0000	SM36	S
G232_03694	0.2324	SM42	S
G232_03694	0.3394	SM48	S
G232_03694	0.1513	SM57	S
G232_03694	0.3200	SM66	S
G232_03694	0.4773	SM67	S
G232_03694	0.0837	SM72	S
G232_03694	0.2878	SM74	S
G232_03694	0.1579	SM84	S
G232_03694	0.0688	SM9	S
G232_03694	0.3543	SM91	S
