GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_06632	6.65	0.08	9.63	2.29	3.72	1.17	0.58	1.19	3.01	0.61	1.47	1.72	2.84	2.11	0.09	1.47	0.08	4.17	2.39	0.77	7.32	2.06	0.08	1.00	10.64	4.34	9.48
G232_06633	8.26	0.69	6.35	1.94	3.17	1.24	0.85	1.58	3.12	3.24	10.09	1.66	4.28	2.36	4.00	0.69	1.62	4.20	0.99	0.62	3.70	2.21	1.23	0.76	12.11	4.84	8.04
G232_06634	10.47	0.00	8.19	1.64	4.73	1.42	0.98	2.26	5.43	2.23	9.24	2.53	3.06	2.64	3.83	0.94	0.16	4.16	0.64	0.90	7.60	3.15	0.00	0.64	10.55	3.49	8.30
G232_06635	10.83	0.65	6.48	2.53	4.79	1.60	1.89	1.49	3.89	3.44	8.57	1.93	3.99	1.22	2.44	0.70	1.74	5.35	0.99	0.29	5.94	2.05	1.83	0.70	11.03	4.68	6.10
G232_06636	9.59	2.31	5.56	1.45	3.62	1.93	1.14	0.88	3.83	4.51	8.75	1.39	3.94	2.11	4.68	1.06	5.53	6.37	1.90	0.79	4.52	3.17	3.15	0.98	12.80	5.33	10.00
G232_06637	6.21	1.29	5.04	1.35	4.21	2.58	1.44	1.08	3.85	2.88	6.44	2.02	2.84	2.50	4.22	1.01	3.22	4.86	1.07	0.95	6.61	2.07	2.21	1.69	9.52	5.77	6.50
G232_06638	7.66	2.02	6.82	1.53	3.85	3.02	1.56	1.85	4.83	4.60	10.39	1.86	4.45	2.56	5.46	0.70	5.41	5.46	1.58	1.37	7.71	2.87	3.07	0.50	11.82	6.11	9.53
G232_06639	7.38	1.03	5.22	2.11	3.37	1.72	0.96	1.06	4.42	3.48	11.82	1.51	3.18	2.73	3.96	1.02	2.59	5.03	1.17	0.70	5.00	3.17	1.68	0.93	10.55	4.14	9.56
G232_06640	8.98	1.83	7.19	1.96	4.09	1.93	1.13	1.59	3.90	4.47	9.84	1.94	3.39	2.27	3.83	1.00	3.94	4.87	1.33	1.00	6.60	2.78	2.58	1.14	12.03	4.60	9.54
G232_06641	3.76	1.89	2.74	0.93	1.91	1.11	0.51	0.32	3.21	3.17	5.89	0.42	3.12	1.81	1.94	0.32	4.54	3.41	0.81	0.47	2.74	1.32	3.29	0.42	4.97	3.11	5.05
G232_06642	3.52	0.35	4.32	0.67	1.62	0.33	0.06	1.07	2.23	0.74	4.09	0.64	1.83	1.33	0.80	0.39	0.34	2.02	0.86	0.25	2.05	1.62	0.09	0.46	5.10	2.16	5.22
