GENE	COVERAGE	STRAIN	GROUP
G232_00574	0.6720	Rstd	R
G232_00574	0.0000	SM102	S
G232_00574	0.4731	SM104	S
G232_00574	0.3658	SM105	S
G232_00574	0.4772	SM108	S
G232_00574	0.4870	SM109	S
G232_00574	0.1446	SM11	S
G232_00574	0.4371	SM122	S
G232_00574	0.4641	SM13	S
G232_00574	0.0000	SM14	S
G232_00574	0.0597	SM18	S
G232_00574	0.3333	SM24	S
G232_00574	0.0658	SM27	S
G232_00574	0.4286	SM28	S
G232_00574	0.4678	SM29	S
G232_00574	0.0762	SM35	S
G232_00574	0.0000	SM36	S
G232_00574	0.4912	SM42	S
G232_00574	0.2788	SM48	S
G232_00574	0.2017	SM57	S
G232_00574	0.1845	SM66	S
G232_00574	0.4221	SM67	S
G232_00574	0.0000	SM72	S
G232_00574	0.3309	SM74	S
G232_00574	0.1342	SM84	S
G232_00574	0.1456	SM9	S
G232_00574	0.4730	SM91	S
