GENE	COVERAGE	STRAIN	GROUP
G232_01368	0.9376	Rstd	R
G232_01368	0.0000	SM102	S
G232_01368	0.7312	SM104	S
G232_01368	0.4864	SM105	S
G232_01368	0.7033	SM108	S
G232_01368	0.5783	SM109	S
G232_01368	0.8675	SM11	S
G232_01368	0.5232	SM122	S
G232_01368	0.7049	SM13	S
G232_01368	0.0645	SM14	S
G232_01368	0.0000	SM18	S
G232_01368	0.8904	SM24	S
G232_01368	0.6433	SM27	S
G232_01368	0.4321	SM28	S
G232_01368	0.2427	SM29	S
G232_01368	1.1048	SM35	S
G232_01368	0.0000	SM36	S
G232_01368	0.7025	SM42	S
G232_01368	0.5152	SM48	S
G232_01368	0.3529	SM57	S
G232_01368	0.6013	SM66	S
G232_01368	1.2565	SM67	S
G232_01368	0.0000	SM72	S
G232_01368	0.4820	SM74	S
G232_01368	0.8070	SM84	S
G232_01368	0.7840	SM9	S
G232_01368	0.7688	SM91	S
G232_01369	0.6174	Rstd	R
G232_01369	0.0000	SM102	S
G232_01369	0.9435	SM104	S
G232_01369	0.7004	SM105	S
G232_01369	0.6307	SM108	S
G232_01369	0.7739	SM109	S
G232_01369	0.5482	SM11	S
G232_01369	1.5762	SM122	S
G232_01369	1.0777	SM13	S
G232_01369	0.2446	SM14	S
G232_01369	0.0000	SM18	S
G232_01369	0.7939	SM24	S
G232_01369	0.6709	SM27	S
G232_01369	0.9393	SM28	S
G232_01369	1.1754	SM29	S
G232_01369	0.0000	SM35	S
G232_01369	0.0000	SM36	S
G232_01369	0.9032	SM42	S
G232_01369	1.1091	SM48	S
G232_01369	0.5966	SM57	S
G232_01369	0.9329	SM66	S
G232_01369	0.6234	SM67	S
G232_01369	0.0000	SM72	S
G232_01369	1.1079	SM74	S
G232_01369	0.8818	SM84	S
G232_01369	0.7072	SM9	S
G232_01369	0.7733	SM91	S
G232_01370	0.9306	Rstd	R
G232_01370	1.2378	SM102	S
G232_01370	0.9960	SM104	S
G232_01370	0.6226	SM105	S
G232_01370	0.8278	SM108	S
G232_01370	0.5435	SM109	S
G232_01370	0.4639	SM11	S
G232_01370	0.5960	SM122	S
G232_01370	0.8291	SM13	S
G232_01370	1.1505	SM14	S
G232_01370	1.1462	SM18	S
G232_01370	0.4518	SM24	S
G232_01370	0.8641	SM27	S
G232_01370	0.5750	SM28	S
G232_01370	0.9883	SM29	S
G232_01370	1.2667	SM35	S
G232_01370	1.4163	SM36	S
G232_01370	0.9454	SM42	S
G232_01370	0.6121	SM48	S
G232_01370	1.1597	SM57	S
G232_01370	0.6026	SM66	S
G232_01370	0.7013	SM67	S
G232_01370	1.2266	SM72	S
G232_01370	0.2518	SM74	S
G232_01370	0.8810	SM84	S
G232_01370	1.0848	SM9	S
G232_01370	0.9247	SM91	S
G232_01371	0.7909	Rstd	R
G232_01371	0.1329	SM102	S
G232_01371	1.1008	SM104	S
G232_01371	0.6342	SM105	S
G232_01371	0.7490	SM108	S
G232_01371	0.7696	SM109	S
G232_01371	0.4699	SM11	S
G232_01371	0.7748	SM122	S
G232_01371	1.0447	SM13	S
G232_01371	0.5672	SM14	S
G232_01371	1.0524	SM18	S
G232_01371	0.6272	SM24	S
G232_01371	0.8174	SM27	S
G232_01371	0.9143	SM28	S
G232_01371	0.6667	SM29	S
G232_01371	0.8190	SM35	S
G232_01371	0.0000	SM36	S
G232_01371	0.8627	SM42	S
G232_01371	0.8788	SM48	S
G232_01371	0.4286	SM57	S
G232_01371	0.9084	SM66	S
G232_01371	0.6753	SM67	S
G232_01371	0.2611	SM72	S
G232_01371	0.5683	SM74	S
G232_01371	0.7452	SM84	S
G232_01371	0.8848	SM9	S
G232_01371	0.7547	SM91	S
G232_01372	0.7671	Rstd	R
G232_01372	0.7483	SM102	S
G232_01372	0.8468	SM104	S
G232_01372	0.8444	SM105	S
G232_01372	0.7116	SM108	S
G232_01372	0.9652	SM109	S
G232_01372	0.8253	SM11	S
G232_01372	0.4901	SM122	S
G232_01372	0.5282	SM13	S
G232_01372	0.7043	SM14	S
G232_01372	1.0012	SM18	S
G232_01372	0.8158	SM24	S
G232_01372	0.6603	SM27	S
G232_01372	0.7964	SM28	S
G232_01372	0.8977	SM29	S
G232_01372	1.0095	SM35	S
G232_01372	0.5720	SM36	S
G232_01372	0.7324	SM42	S
G232_01372	0.9758	SM48	S
G232_01372	0.7311	SM57	S
G232_01372	0.7974	SM66	S
G232_01372	0.7208	SM67	S
G232_01372	0.5764	SM72	S
G232_01372	1.1223	SM74	S
G232_01372	0.8002	SM84	S
G232_01372	0.6000	SM9	S
G232_01372	0.8778	SM91	S
G232_01373	1.1021	Rstd	R
G232_01373	1.2797	SM102	S
G232_01373	1.0470	SM104	S
G232_01373	1.1440	SM105	S
G232_01373	0.7946	SM108	S
G232_01373	0.3130	SM109	S
G232_01373	0.4096	SM11	S
G232_01373	0.7351	SM122	S
G232_01373	0.6252	SM13	S
G232_01373	1.4785	SM14	S
G232_01373	1.1705	SM18	S
G232_01373	1.0439	SM24	S
G232_01373	0.7410	SM27	S
G232_01373	0.7357	SM28	S
G232_01373	1.6023	SM29	S
G232_01373	0.6000	SM35	S
G232_01373	1.3541	SM36	S
G232_01373	0.7887	SM42	S
G232_01373	0.4242	SM48	S
G232_01373	0.4874	SM57	S
G232_01373	0.7845	SM66	S
G232_01373	0.7305	SM67	S
G232_01373	1.4384	SM72	S
G232_01373	0.5036	SM74	S
G232_01373	0.7902	SM84	S
G232_01373	0.6560	SM9	S
G232_01373	0.8441	SM91	S
G232_01374	1.0813	Rstd	R
G232_01374	0.8951	SM102	S
G232_01374	0.9583	SM104	S
G232_01374	0.9416	SM105	S
G232_01374	1.1535	SM108	S
G232_01374	0.8522	SM109	S
G232_01374	0.4096	SM11	S
G232_01374	1.0000	SM122	S
G232_01374	0.8117	SM13	S
G232_01374	0.8817	SM14	S
G232_01374	0.9756	SM18	S
G232_01374	0.5307	SM24	S
G232_01374	0.9321	SM27	S
G232_01374	0.7786	SM28	S
G232_01374	0.9357	SM29	S
G232_01374	0.6190	SM35	S
G232_01374	0.9027	SM36	S
G232_01374	0.7430	SM42	S
G232_01374	1.0242	SM48	S
G232_01374	0.4790	SM57	S
G232_01374	0.7561	SM66	S
G232_01374	0.7987	SM67	S
G232_01374	1.1379	SM72	S
G232_01374	0.6475	SM74	S
G232_01374	0.9436	SM84	S
G232_01374	0.6208	SM9	S
G232_01374	0.8167	SM91	S
G232_01375	0.6402	Rstd	R
G232_01375	0.1189	SM102	S
G232_01375	0.7231	SM104	S
G232_01375	0.6031	SM105	S
G232_01375	0.8154	SM108	S
G232_01375	0.7913	SM109	S
G232_01375	0.7831	SM11	S
G232_01375	0.9205	SM122	S
G232_01375	0.7592	SM13	S
G232_01375	0.4624	SM14	S
G232_01375	0.8843	SM18	S
G232_01375	0.6711	SM24	S
G232_01375	0.7261	SM27	S
G232_01375	0.5286	SM28	S
G232_01375	0.8129	SM29	S
G232_01375	1.0762	SM35	S
G232_01375	0.0389	SM36	S
G232_01375	0.7218	SM42	S
G232_01375	0.7152	SM48	S
G232_01375	0.9832	SM57	S
G232_01375	0.8916	SM66	S
G232_01375	0.7565	SM67	S
