GENE	COVERAGE	STRAIN	GROUP
G232_06782	0.7929	Rstd	R
G232_06782	0.0629	SM102	S
G232_06782	1.2581	SM104	S
G232_06782	1.2451	SM105	S
G232_06782	0.6349	SM108	S
G232_06782	0.8696	SM109	S
G232_06782	0.2229	SM11	S
G232_06782	0.8013	SM122	S
G232_06782	0.8136	SM13	S
G232_06782	0.0000	SM14	S
G232_06782	0.0012	SM18	S
G232_06782	1.1974	SM24	S
G232_06782	1.5732	SM27	S
G232_06782	0.0393	SM28	S
G232_06782	0.0731	SM29	S
G232_06782	1.7524	SM35	S
G232_06782	0.0000	SM36	S
G232_06782	0.0317	SM42	S
G232_06782	0.6121	SM48	S
G232_06782	0.8739	SM57	S
G232_06782	0.5342	SM66	S
G232_06782	1.0649	SM67	S
G232_06782	0.0690	SM72	S
G232_06782	1.1007	SM74	S
G232_06782	0.9306	SM84	S
G232_06782	1.6048	SM9	S
G232_06782	0.0213	SM91	S
