GENE	COVERAGE	STRAIN	GROUP
G232_05452	0.8949	Rstd	R
G232_05452	0.4406	SM102	S
G232_05452	1.1801	SM104	S
G232_05452	1.1751	SM105	S
G232_05452	0.8423	SM108	S
G232_05452	0.7783	SM109	S
G232_05452	0.9639	SM11	S
G232_05452	1.2119	SM122	S
G232_05452	0.7942	SM13	S
G232_05452	0.9624	SM14	S
G232_05452	1.1035	SM18	S
G232_05452	0.8026	SM24	S
G232_05452	0.8917	SM27	S
G232_05452	0.7143	SM28	S
G232_05452	1.1170	SM29	S
G232_05452	0.9143	SM35	S
G232_05452	0.4163	SM36	S
G232_05452	0.8662	SM42	S
G232_05452	0.6970	SM48	S
G232_05452	1.1681	SM57	S
G232_05452	0.9071	SM66	S
G232_05452	0.6299	SM67	S
G232_05452	0.6355	SM72	S
G232_05452	0.8633	SM74	S
G232_05452	0.7864	SM84	S
G232_05452	0.8080	SM9	S
G232_05452	0.8211	SM91	S
G232_05453	0.9475	Rstd	R
G232_05453	1.1958	SM102	S
G232_05453	0.9637	SM104	S
G232_05453	1.1556	SM105	S
G232_05453	1.0664	SM108	S
G232_05453	0.9391	SM109	S
G232_05453	1.0482	SM11	S
G232_05453	0.8013	SM122	S
G232_05453	0.7320	SM13	S
G232_05453	1.3548	SM14	S
G232_05453	1.8599	SM18	S
G232_05453	1.2675	SM24	S
G232_05453	1.1295	SM27	S
G232_05453	1.1107	SM28	S
G232_05453	1.3538	SM29	S
G232_05453	0.7143	SM35	S
G232_05453	2.2802	SM36	S
G232_05453	1.1197	SM42	S
G232_05453	1.1697	SM48	S
G232_05453	0.9160	SM57	S
G232_05453	0.7755	SM66	S
G232_05453	0.5227	SM67	S
G232_05453	2.3399	SM72	S
G232_05453	0.7842	SM74	S
G232_05453	0.8535	SM84	S
G232_05453	0.9760	SM9	S
G232_05453	0.8556	SM91	S
G232_05454	0.7126	Rstd	R
G232_05454	0.7972	SM102	S
G232_05454	0.9570	SM104	S
G232_05454	1.1323	SM105	S
G232_05454	0.5394	SM108	S
G232_05454	0.9261	SM109	S
