GENE	COVERAGE	STRAIN	GROUP
G232_09510	2.1913	Rstd	R
G232_09510	0.0839	SM102	S
G232_09510	1.6747	SM104	S
G232_09510	2.9922	SM105	S
G232_09510	1.5436	SM108	S
G232_09510	1.5652	SM109	S
G232_09510	1.4217	SM11	S
G232_09510	2.6556	SM122	S
G232_09510	2.3107	SM13	S
G232_09510	1.0215	SM14	S
G232_09510	0.8904	SM18	S
G232_09510	2.1886	SM24	S
G232_09510	2.3121	SM27	S
G232_09510	1.8536	SM28	S
G232_09510	0.3304	SM29	S
G232_09510	2.1619	SM35	S
G232_09510	0.0156	SM36	S
G232_09510	2.2306	SM42	S
G232_09510	0.7091	SM48	S
G232_09510	2.0084	SM57	S
G232_09510	2.1639	SM66	S
G232_09510	0.8019	SM67	S
G232_09510	0.1626	SM72	S
G232_09510	1.5971	SM74	S
G232_09510	0.8154	SM84	S
G232_09510	2.3328	SM9	S
G232_09510	2.0833	SM91	S
G232_09511	0.7621	Rstd	R
G232_09511	0.0909	SM102	S
G232_09511	0.5659	SM104	S
G232_09511	0.8521	SM105	S
G232_09511	0.9689	SM108	S
G232_09511	0.4174	SM109	S
G232_09511	0.5422	SM11	S
G232_09511	0.9073	SM122	S
G232_09511	0.7961	SM13	S
G232_09511	0.3602	SM14	S
G232_09511	0.2607	SM18	S
G232_09511	0.9167	SM24	S
G232_09511	0.8089	SM27	S
G232_09511	0.8214	SM28	S
G232_09511	0.4415	SM29	S
G232_09511	0.5143	SM35	S
G232_09511	0.0117	SM36	S
G232_09511	0.8169	SM42	S
G232_09511	0.3455	SM48	S
G232_09511	0.6555	SM57	S
G232_09511	0.6516	SM66	S
G232_09511	0.2922	SM67	S
G232_09511	0.0394	SM72	S
G232_09511	0.3597	SM74	S
G232_09511	0.4027	SM84	S
G232_09511	0.6464	SM9	S
G232_09511	0.7236	SM91	S
