GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_08330	10.10	0.00	3.77	0.02	2.13	0.90	0.35	1.22	1.76	0.29	0.00	1.38	0.18	0.37	0.00	0.00	0.00	1.28	0.04	0.80	3.29	0.11	0.00	0.03	0.45	0.13	4.64
G232_08331	9.44	0.00	7.73	2.34	2.79	1.64	0.59	3.99	9.00	0.69	0.68	3.09	3.00	2.63	6.32	0.48	0.00	4.32	2.43	1.27	8.64	3.12	0.00	1.04	17.33	6.03	8.23
G232_08332	8.64	2.44	5.50	2.22	3.92	2.10	0.86	1.30	4.78	4.13	10.76	2.25	3.88	3.08	4.12	0.70	4.47	5.84	1.58	0.96	4.42	2.38	5.03	1.27	13.38	5.11	10.00
G232_08333	6.45	0.15	6.43	2.14	3.79	1.30	2.00	1.34	3.72	1.30	14.02	2.57	2.48	1.67	1.84	0.27	0.07	4.45	0.71	1.32	5.46	1.66	0.48	1.23	7.92	5.25	8.90
G232_08334	10.25	0.14	6.37	1.42	3.30	1.94	1.43	1.62	4.36	1.99	10.75	1.50	3.35	1.76	3.33	1.20	0.00	4.96	1.64	0.64	5.95	2.51	0.12	1.24	11.43	5.06	10.80
G232_08335	8.27	0.50	6.21	1.84	3.44	2.97	1.03	1.52	3.96	1.90	11.67	1.72	2.74	1.94	3.34	0.46	0.15	4.94	0.95	0.96	8.47	2.88	0.15	0.52	13.77	4.01	9.21
G232_08336	8.14	0.00	9.77	2.11	4.56	1.77	0.51	2.21	3.53	0.66	11.39	1.16	3.87	2.75	2.97	0.25	0.00	4.48	1.01	0.96	11.19	2.29	0.00	1.82	11.98	3.69	9.14
G232_08337	9.58	5.70	7.18	1.77	4.14	2.07	2.44	1.65	4.19	9.52	10.00	2.06	3.19	2.68	4.02	1.17	11.62	4.37	2.00	0.43	6.51	2.70	7.12	0.92	10.61	4.68	9.41
G232_08338	10.30	0.79	5.61	1.21	3.50	1.64	1.75	1.52	4.58	3.12	13.72	3.68	5.16	2.20	3.29	0.61	0.99	3.65	0.73	0.91	6.42	3.02	1.19	0.51	11.40	5.61	9.75
G232_08339	8.51	1.98	4.55	2.44	3.47	2.32	1.39	0.66	3.17	3.81	9.61	1.25	3.06	3.00	3.67	0.57	4.71	6.75	1.77	0.86	6.01	4.47	3.65	0.97	12.86	4.56	10.33
G232_08340	9.50	0.00	6.06	1.86	3.37	1.52	0.67	0.69	2.97	2.20	10.53	1.82	4.34	2.82	4.31	0.67	0.04	4.71	0.96	0.54	4.63	2.27	0.00	1.08	10.46	3.46	10.59
G232_08341	10.32	1.67	7.91	2.16	3.06	1.17	1.38	1.45	4.19	4.39	9.27	1.47	2.90	1.10	4.19	1.03	3.35	3.47	2.02	1.06	6.90	2.51	3.67	1.12	8.21	4.78	7.57
G232_08342	9.77	0.13	5.32	1.66	3.27	1.25	1.03	1.04	5.21	1.44	15.28	1.66	6.69	2.13	5.12	2.01	0.07	4.81	1.18	0.78	5.89	2.95	0.13	1.70	13.32	7.61	11.39
G232_08343	7.39	2.17	7.67	2.04	3.82	1.62	1.66	2.66	3.36	5.44	10.51	1.24	2.79	2.12	4.25	0.67	4.10	4.52	1.20	0.75	6.79	3.58	2.93	1.23	10.84	3.78	8.31
G232_08344	8.08	2.87	5.39	2.04	4.49	2.32	2.19	1.38	4.70	8.20	9.30	1.90	4.09	2.19	4.27	0.51	6.17	4.05	1.48	1.78	6.30	2.29	4.81	0.49	9.60	5.80	7.53
G232_08345	5.46	0.28	5.25	1.90	4.65	2.39	1.27	0.99	3.89	2.39	9.09	1.87	3.28	2.90	2.93	0.80	0.21	5.13	0.91	0.55	6.47	2.56	0.47	1.19	9.41	3.80	8.49
G232_08346	11.77	4.12	6.30	2.81	3.41	2.19	2.74	0.69	3.19	8.66	11.96	3.09	2.04	2.25	3.85	0.33	8.41	5.05	1.70	1.39	6.70	2.96	6.33	1.77	10.08	5.81	8.05
