GENE	COVERAGE	STRAIN	GROUP
G232_05135	1.1060	Rstd	R
G232_05135	0.0000	SM102	S
G232_05135	0.8495	SM104	S
G232_05135	1.3074	SM105	S
G232_05135	0.4668	SM108	S
G232_05135	1.3957	SM109	S
G232_05135	0.7470	SM11	S
G232_05135	0.8146	SM122	S
G232_05135	0.5981	SM13	S
G232_05135	0.5726	SM14	S
G232_05135	0.5225	SM18	S
G232_05135	0.7193	SM24	S
G232_05135	1.0467	SM27	S
G232_05135	0.7286	SM28	S
G232_05135	0.0351	SM29	S
G232_05135	1.1429	SM35	S
G232_05135	0.0000	SM36	S
G232_05135	0.8996	SM42	S
G232_05135	0.0000	SM48	S
G232_05135	1.0084	SM57	S
G232_05135	1.0645	SM66	S
G232_05135	1.0909	SM67	S
G232_05135	0.0000	SM72	S
G232_05135	1.3813	SM74	S
G232_05135	0.8413	SM84	S
G232_05135	0.7104	SM9	S
G232_05135	0.7626	SM91	S
