GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_06871	0.6908	0.2098	0.5067	0.7860	0.6680	0.5130	0.6084	1.2450	0.5825	0.4946	1.0914	0.9518	0.7686	0.6750	1.0468	0.4571	0.0817	0.6954	0.2606	0.2941	0.5123	0.8961	0.2512	0.4388	0.8108	0.6448	0.8193
G232_06872	0.9504	0.2238	0.7917	0.5992	0.6763	0.8522	0.7651	0.7351	0.7689	0.4301	1.1462	0.6184	0.6412	0.7393	1.3041	0.7714	0.0350	0.7764	0.6061	0.9328	0.8981	0.9643	0.1429	0.5180	0.7948	0.7072	0.8255
G232_06873	0.7958	0.2937	0.8978	0.7082	0.7988	0.8304	1.0000	0.6225	0.8350	0.6237	1.2667	0.8377	0.7877	0.7964	1.1316	0.8095	0.2062	0.7254	0.7576	0.8151	0.8168	0.8214	0.1527	0.8777	0.8055	0.6544	0.8229
G232_06874	0.5491	2.3846	0.4530	0.8327	0.5041	0.8217	0.8795	0.8675	0.8563	1.9570	1.2363	0.6272	0.6454	0.8821	1.2953	0.5143	2.3346	0.7095	1.0909	0.2857	0.6323	0.5227	2.7783	0.8705	0.6506	0.5408	0.7874
G232_06875	0.6511	3.2587	0.6465	0.9377	0.8797	1.0087	1.2048	0.5762	1.0718	2.6935	1.4482	0.6798	0.7155	0.9214	1.2515	1.3238	4.1984	0.8680	0.9152	0.8824	0.8968	0.3247	3.3103	0.8561	0.8185	0.8896	0.7290
G232_06876	0.7473	0.0000	0.9879	0.8210	0.7593	0.5087	0.8253	1.1589	0.9107	0.6129	1.3216	0.8202	0.7240	0.8786	1.2105	0.8571	0.0350	0.9437	0.7818	0.8151	0.8387	0.6753	0.0197	1.1295	0.8299	0.7728	0.8680
G232_06877	0.5907	1.0280	0.8562	0.5058	0.7261	0.5609	0.5482	0.5960	0.8971	0.7366	1.4141	0.8070	0.8047	0.7464	1.2018	0.8762	0.8054	0.9754	0.4606	0.5630	0.5368	0.4838	0.8128	0.3381	0.7490	0.5520	0.8397
G232_06878	0.6511	0.5804	0.7930	0.7354	0.7054	0.8130	0.8072	0.8609	0.7437	0.7312	1.1376	0.7193	0.6391	0.8786	1.1725	0.8000	0.5019	0.7377	0.9515	0.5546	0.6826	0.8604	0.5714	0.8633	0.7246	0.6960	0.7981
G232_06879	0.9148	0.0000	0.5941	1.0156	1.1349	0.2870	1.3976	0.2980	0.9243	0.2500	0.9695	1.0044	0.8747	1.4250	0.8538	0.2381	0.0000	0.8468	0.2970	0.1513	0.7729	0.5649	0.2562	1.2302	0.9237	1.0928	0.9770
G232_06880	0.5966	0.9790	0.9247	0.7393	0.9212	1.1174	1.1265	0.4702	0.5903	1.1559	1.0524	0.3904	0.7282	0.8500	1.1959	0.8762	0.9377	0.7412	0.9758	0.9328	0.8426	0.8571	0.7389	0.6978	0.7765	0.6928	0.7298
G232_06881	0.6293	4.1119	0.5000	1.0428	0.6826	1.5391	1.4880	0.6556	0.8214	3.7527	0.1790	0.9649	0.6412	0.6607	0.0000	0.7333	5.0623	0.9718	0.7758	0.0000	0.4890	1.0747	5.0788	1.0504	1.1152	0.9408	0.7431
G232_06882	0.7235	1.5455	0.7231	0.7082	0.8257	0.8348	0.8735	0.6490	0.7146	1.4382	1.5432	0.7895	1.2718	1.0000	1.3626	1.0286	1.4708	0.9014	0.5152	1.1933	0.8000	0.7305	1.5074	0.7770	0.8696	1.2448	0.6165
G232_06883	0.6809	1.4685	0.6653	0.8872	0.5353	0.8522	1.0482	0.6623	0.8699	1.6237	1.7613	1.0746	1.1210	0.6571	1.1754	0.7238	1.6965	1.2342	0.4061	0.7731	0.8413	0.8377	1.3695	1.4820	0.7834	0.8464	0.8406
G232_06884	0.8840	0.8462	0.7352	0.9455	1.0768	0.9130	1.0422	0.8742	0.7359	0.9301	1.0804	0.7763	0.6964	0.7107	1.2544	0.6476	0.8366	0.6074	0.9636	0.5294	0.7161	0.6851	0.7882	0.7698	0.7796	0.7776	0.8778
G232_06885	0.7215	0.2867	0.7594	0.6459	0.7697	0.6130	0.6386	0.8079	0.7592	0.6559	1.2058	0.7719	0.6645	0.7821	1.1199	0.8095	0.2062	0.7500	0.7576	0.6387	0.6297	0.6558	0.3005	0.4173	0.8124	0.7344	0.7715
G232_06886	0.6254	0.3776	0.5847	0.3969	1.0083	0.9391	0.5783	0.7417	0.5806	0.7984	1.0804	0.5307	0.5499	0.3250	0.8509	1.1429	0.5292	0.5246	0.6788	1.3445	0.7561	0.9675	0.7685	0.5683	0.7559	0.7296	0.8264
G232_06887	0.9267	0.6294	0.9099	0.8405	0.9295	0.9174	0.7229	1.0331	0.8524	0.8199	1.2253	0.7895	0.7813	0.9536	0.3129	0.6762	0.4825	0.8838	0.7212	0.7059	0.8013	0.9935	0.6700	1.1439	0.7994	0.7136	0.7440
G232_06888	0.8612	0.3776	0.7769	1.0000	0.7988	0.7391	0.6506	1.0596	0.7126	1.1290	1.3825	0.8158	0.7197	1.0250	1.2749	0.7048	0.9611	0.9982	0.6364	0.6134	0.7600	0.8019	0.9803	1.1439	0.7567	0.9088	1.0948
G232_06889	0.7086	0.0559	0.8132	0.7665	0.8112	1.1217	0.8614	0.9007	0.5670	0.5484	1.2838	0.8421	0.7113	0.8464	1.0994	0.6000	0.0156	0.7236	0.6303	0.8908	0.8271	0.8214	0.1182	0.5755	0.8810	0.7200	0.7431
G232_06890	0.7096	0.8811	0.6882	0.7004	0.8091	1.0000	0.9277	0.8808	0.8447	0.9812	1.4275	0.8333	1.0637	1.1500	1.1930	1.0286	1.2918	1.1144	1.1030	0.8908	0.8000	1.0162	0.9901	0.8345	0.9481	1.1456	0.8725
