GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_07057	0.6759	0.2937	0.9906	0.5798	0.7303	0.9217	0.6627	1.5894	0.5573	0.5457	1.3130	0.7281	0.7452	1.0607	1.2895	0.4190	0.1712	0.6197	0.9758	0.6555	0.9652	0.5162	0.0000	0.8345	0.7307	0.7648	0.8016
G232_07058	0.7671	0.4965	0.7796	0.6031	0.8838	0.8870	0.7590	1.0265	0.5806	0.7742	1.3252	0.5965	0.7495	0.9143	0.9269	0.6952	0.3891	0.9190	0.8667	0.7815	0.9071	0.6883	0.4335	0.6259	0.9268	0.7200	0.8636
G232_07059	0.8563	1.7063	0.5645	0.2802	0.7116	0.8087	0.5241	1.0331	1.0019	1.6801	0.8819	0.6842	1.1231	1.0464	1.1462	0.3048	1.3658	0.9225	0.7758	0.3866	0.5781	0.6104	1.9409	0.4388	0.8276	0.7008	0.8397
G232_07060	0.7681	0.7203	0.9234	0.6809	0.9564	0.8609	1.2048	0.8675	0.7981	0.8656	1.6419	0.6009	0.8896	0.7964	1.2778	0.7619	1.1790	0.5863	1.0061	0.9412	0.8503	0.6558	1.2167	0.7986	0.8909	0.8512	0.6466
G232_07061	0.6442	0.0420	0.9005	0.6148	0.7552	0.4261	0.6386	1.1391	0.6058	0.2258	1.0938	0.5132	0.7877	0.4821	0.8830	0.8667	0.0000	0.8803	0.4788	1.5882	0.7600	0.8571	0.0296	1.0072	0.8322	0.5552	0.8087
G232_07062	0.6977	0.1608	0.7325	0.7510	0.6701	0.5957	1.3072	1.2517	0.7417	0.4220	1.0037	0.7588	0.6433	0.5643	0.9795	0.8381	0.0623	0.7165	0.7939	1.1008	1.0065	0.7695	0.1429	0.9640	0.6903	0.5744	0.8060
G232_07063	0.8821	0.5734	0.7715	1.0895	0.9191	1.0870	0.5663	1.1258	0.9068	0.3226	1.2473	0.8728	0.8854	1.0036	1.1053	0.5905	0.4903	0.6109	0.7879	1.4958	0.9535	0.5714	0.3645	0.5899	0.8406	0.8768	0.9513
G232_07064	0.8632	1.0979	0.8858	0.9533	0.8174	0.8435	1.0602	0.5298	0.8505	0.8360	1.2680	0.6798	0.8875	1.2643	1.1053	0.7714	1.0895	0.9401	0.8424	0.8403	0.8129	1.0260	0.8424	0.8705	0.9886	0.6576	0.8911
G232_07065	0.7324	2.0909	1.0887	0.7082	0.9315	1.0348	0.6988	0.9536	0.7301	1.4812	1.5822	1.1272	0.6327	0.6929	1.5088	0.5429	2.2257	1.0053	1.3030	0.7563	0.6297	0.7143	1.8867	0.4604	0.9573	0.6384	0.8565
G232_07066	0.7800	0.4476	0.7137	0.7665	0.7490	0.4435	0.3434	0.9338	0.6447	0.7285	1.4458	0.7325	0.5817	0.7607	1.1316	0.4571	0.3230	0.8028	0.4667	0.7227	0.6155	0.8019	0.2808	0.6043	0.7681	0.8256	0.6785
G232_07067	0.9772	0.1958	0.8723	0.6187	0.6992	0.3609	0.5783	0.9272	0.8796	0.3575	1.2326	0.5132	0.7389	0.7214	1.2193	0.7619	0.0934	0.7940	0.8242	0.7227	0.6142	0.8636	0.2069	0.5180	0.8619	0.7312	0.9903
G232_07068	0.7978	1.7133	0.7500	0.9767	0.7635	0.5478	0.8795	0.7285	0.7883	1.9355	2.5554	0.5482	0.7304	0.8286	1.2135	0.6667	1.6809	1.0528	0.9030	0.5126	0.7097	0.6266	1.6552	0.5036	0.9252	0.8000	0.8884
G232_07069	1.1219	2.4755	0.8320	0.6070	0.4523	0.8565	1.1747	1.1060	0.6951	1.2634	1.4080	0.3684	0.5202	0.7286	1.0292	0.8952	2.2685	0.8415	0.3394	1.4874	0.6142	0.7695	1.9064	0.5252	0.9375	0.7552	0.9265
G232_07070	0.7849	0.8951	1.0242	0.6848	0.8361	0.8348	0.3855	1.0596	0.6621	1.3817	1.1681	0.8553	0.3673	0.9143	1.0175	0.7143	1.0973	0.7870	0.6848	0.9496	1.0142	1.1039	1.2660	0.5540	0.8444	0.6528	0.8955
G232_07071	0.8603	0.1259	0.8522	1.0195	0.6701	0.3609	1.1446	0.9007	0.8718	0.4758	1.4300	0.7851	0.9151	0.8500	0.7427	0.5333	0.0233	0.7606	0.8848	0.6555	1.1045	0.9318	0.1084	0.7194	0.9573	0.6448	0.8016
G232_07072	0.8741	0.0000	0.6384	0.9689	0.6390	0.8826	0.6807	0.1987	0.9282	0.3522	1.4860	0.7105	0.3609	0.7571	1.1813	0.8762	0.0039	0.9842	0.5879	0.2437	0.6284	0.6526	0.1133	0.7554	0.8719	0.5888	0.8299
G232_07073	0.5897	0.2098	0.8091	0.3035	0.4793	0.3000	0.1566	1.9536	1.2117	0.1989	0.8758	0.2719	0.5350	0.4321	0.6930	1.7810	0.0817	0.8662	0.7939	0.4370	0.4981	0.6591	0.0000	0.3885	0.9733	0.6768	0.5049
G232_07074	0.5144	1.0909	0.8925	1.2257	0.7905	0.7870	1.1807	0.6358	0.6272	1.4328	1.3252	0.5439	0.5011	0.8571	1.0614	0.5714	0.5331	0.7447	0.4606	0.2437	0.9626	0.5877	0.4089	0.4245	0.9443	0.8640	1.0877
G232_07075	0.9148	0.3986	1.0148	0.7315	0.7490	0.9217	0.3795	1.2649	0.9612	0.5511	0.9562	0.6447	1.1019	0.7286	0.7982	0.2952	0.3774	0.8996	1.0485	1.0504	0.7935	0.4968	0.9507	0.5252	0.7025	0.5184	0.7998
G232_07076	0.7215	0.0000	1.0108	0.4202	0.7510	0.2957	0.7952	2.6821	0.9903	0.0000	1.6541	0.5351	0.9788	0.4964	1.3480	0.9143	0.0000	0.7183	0.8848	0.4874	0.7277	0.8279	0.2512	0.5180	0.7277	0.6304	0.6430
G232_07077	0.9495	0.3077	0.7957	0.5914	0.8963	0.7348	0.9036	0.6093	0.7340	0.5699	1.2107	0.6535	0.8684	0.9893	0.9708	1.1333	0.3268	0.6444	0.7879	0.6471	0.7471	0.7695	0.4039	0.7482	0.9191	0.8896	0.9309
